State_Order_n,Differencing_d,MeanWIS_A1,MeanWIS_A2,MeanWIS_A3,MeanWIS_A4,GlobalMeanWIS,Rank
2,0,0.0115229461596886,1277444.72669342,1052.95341407587,1.40186594802071e+38,3.50466487005178e+37,1
1,0,0.0447332047742869,4.87683694491591e+53,0.158334352023481,0.138625515439827,1.21920923622898e+53,2
3,0,0.046253248813311,7.11682102756628e+36,3.45564431315127e+27,1.49236286747131e+105,3.73090716867827e+104,3
4,0,3.86517281928171e+240,0.0914937303845793,2.67603313617349e+152,4.2082421802664e+135,9.66293204820428e+239,4
