State_Order_n,Differencing_d,MeanWIS_A1,MeanWIS_A2,MeanWIS_A3,MeanWIS_A4,GlobalMeanWIS,Rank
1,0,0.0380290573698624,0.0258045504413593,0.123734363738089,0.12288256433117,0.0776126339701203,1
2,0,0.0111553812383049,0.166246493042724,1.19657702243507e+57,9.42389499116471e+36,2.99144255608769e+56,2
3,0,0.0469588906513648,597029.393099185,9.88954526264969e+121,6.61979015876466e+199,1.65494753969116e+199,3
4,0,4.66077362895884e+246,0.123121922949179,2.1103479467543e+278,1.39049488204459e+265,5.27586986688611e+277,4
