State_Order_n,Differencing_d,MeanWIS_A1,MeanWIS_A2,MeanWIS_A3,MeanWIS_A4,GlobalMeanWIS,Rank
1,0,0.0405203790690722,0.0319385344423313,0.159851989580896,0.127102945004259,0.0898534620241395,1
2,0,0.0150693474337159,5.93956238064221e+107,0.0948414619366469,0.0632937194395828,1.48489059516055e+107,2
3,0,6.59001451561368e+258,0.115233549970047,472.006972631806,1.77213680878277,1.64750362890342e+258,3
4,0,5.88090884552796e+276,0.0300604710651963,9.20561624609679e+69,3.16815750753372e+41,1.47022721138199e+276,4
