CaseID,CaseName,TruthModel,Solver,StructuralMismatch,ObservationNoise,ProcessNoise,ReplicateID,Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,ResultSource,WindowDay,WindowDayIdx,WindowWIS,WindowRawScaleWIS,WindowRMSE,WindowMAE,MeanWISMedianComponent,MeanWISDispersionComponent,MeanWISUnderpredictionComponent,MeanWISOverpredictionComponent,MeanCoverage,MeanCalibrationBias,MeanAbsoluteCalibrationError,MeanIntervalWidth,IsValid,IntervalMethod,IntervalStatus,RecordedStatus,AICC
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/structural_mismatch/forecasts/partB_structural_mismatch_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,3.25101879573287e-12,3.25101879573287e-12,5.84063034985373e-12,4.14586883342357e-12,4.60652092602619e-13,1.23874161956834e-13,0,2.66649254117342e-12,0,-0.7875,0.7875,1.45561340758604e-12,1,closed_loop_monte_carlo,ok,ok,-2896.42980081166
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,1,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/structural_mismatch/forecasts/partB_structural_mismatch_forecast_A1_rep001_AR_None.mat,forecast_results,49,50,1.09009958549612e-09,1.09009958549612e-09,4.01807592294198e-09,2.85657727102281e-09,3.17397474558089e-10,6.05105622810111e-10,1.67596488127915e-10,0,0.75,-0.0375,0.2125,9.34777079815892e-09,1,closed_loop_monte_carlo,ok,ok,-2082.91924841961
