Model,ExoMode,NumPoints,MeanRawScaleWIS,MeanMedianComponent,MeanDispersionComponent,MeanUnderpredictionComponent,MeanOverpredictionComponent,MedianComponentShare,DispersionComponentShare,UnderpredictionComponentShare,OverpredictionComponentShare
AR,None,2464,0.00528854189090792,0.000693583867058044,0.000913486385796493,0.0036740090541944,7.46258385898049e-06,0.1311484112947,0.172729346697048,0.694711156682104,0.00141108532614825
ARX,I,2464,0.00759719558598164,0.000997032032193958,0.000887722557250531,0.00401249621991441,0.00169994477662274,0.13123685192911,0.116848717030342,0.528154919075438,0.22375951196511
