Scenario,ScenarioName,NumPoints,NumFiniteWIS,MeanWIS,MeanRawScaleWIS,MedianWIS,StdWIS,RMSE,MedianPointForecastRMSE,MAE,MeanAbsoluteError,MeanWISMedianComponent,MeanWISDispersionComponent,MeanWISUnderpredictionComponent,MeanWISOverpredictionComponent,MeanCoverage,MeanCalibrationBias,MeanAbsoluteCalibrationError,MeanIntervalWidth
A1,Seasonal Forcing,1232,1232,1.64348296420349e-06,1.64348296420349e-06,1.98493582780222e-08,6.14739616290756e-06,7.70652601270943e-06,7.70652601270943e-06,2.25203907920103e-06,2.25203907920103e-06,2.5022656435567e-07,1.53135153485928e-07,5.8958485619229e-07,6.50536390169602e-07,0.412540584415584,-0.374959415584413,0.514650974025975,2.21909991683766e-06
A2,Policy Intervention,1232,1232,0.0252054250987707,0.0252054250987707,0.00242451583276938,0.109433065166286,0.116069802724211,0.116069802724211,0.0296401304829284,0.0296401304829284,0.00329334783143649,0.00354601094851858,0.0151648971077482,0.00320116921106745,0.595170454545455,-0.192329545454545,0.380702110389611,0.0641455228421236
A3,Damping Resurgence,1232,1232,0.000283317398770475,0.000283317398770475,1.35495458121819e-05,0.000931323872712682,0.00120144092443506,0.00120144092443506,0.000402375222907144,0.000402375222907144,4.47083581007938e-05,2.93782057005405e-05,0.000102028424346981,0.00010720241062216,0.492491883116883,-0.295008116883115,0.456229707792209,0.000428052624001071
A4,Amplifying Resurgence,1232,1232,0.000281088973273758,0.000281088973273758,1.40041758946151e-05,0.000867789503614329,0.00112616351143783,0.00112616351143783,0.000386328441621266,0.000386328441621266,4.29253824023629e-05,2.68755967214445e-05,0.000105495431266287,0.000105792562883664,0.44724025974026,-0.340259740259738,0.48666801948052,0.000389737691093939
