Scenario,ScenarioName,Model,ExoMode,NumWindows,NumValidWindows,NumFiniteWIS,MeanWIS,MeanRawScaleWIS,MedianWIS,StdWIS,MinWIS,MaxWIS,MeanRMSE,MeanMedianPointForecastRMSE,MeanMAE,MeanWISMedianComponent,MeanWISDispersionComponent,MeanWISUnderpredictionComponent,MeanWISOverpredictionComponent,MeanCoverage,MeanCalibrationBias,MeanAbsoluteCalibrationError,MeanIntervalWidth
A1,Seasonal Forcing,AR,None,44,44,44,6.72163312876369e-07,6.72163312876369e-07,2.44568363267599e-08,2.63951862735689e-06,3.20663829166982e-09,1.49847359929058e-05,1.68830155459058e-06,1.68830155459058e-06,8.95656619229082e-07,9.95174021365647e-08,5.72285455831051e-08,9.43301153939211e-09,5.05984353617307e-07,0.547483766233766,-0.240016233766234,0.426461038961039,8.47279965381168e-07
A1,Seasonal Forcing,ARX,I,44,44,44,2.61480261553061e-06,2.61480261553061e-06,1.70820797288292e-06,3.17455380593014e-06,1.29710827877547e-08,1.42382936901551e-05,6.42412207812615e-06,6.42412207812615e-06,3.60842153917298e-06,4.00935726574775e-07,2.49041761388751e-07,1.16973670084519e-06,7.95088426721897e-07,0.277597402597403,-0.509902597402597,0.602840909090909,3.59091986829415e-06
A2,Policy Intervention,AR,None,44,44,44,0.0210709798179332,0.0210709798179332,0.00505263374568912,0.0714638537042075,3.61298292870872e-14,0.368813949792493,0.0325472719304271,0.0325472719304271,0.0248189539033844,0.00275766154482049,0.00363614667732457,0.0146726550962352,4.51649955294385e-06,0.646915584415584,-0.140584415584416,0.366842532467532,0.0659066874752773
A2,Policy Intervention,ARX,I,44,44,44,0.0293398703796082,0.0293398703796082,0.00636965739462524,0.105178728834544,3.61298292870872e-14,0.655209648713217,0.0445180338978178,0.0445180338978178,0.0344613070624725,0.0038290341180525,0.00345587521971258,0.0156571391192611,0.00639782192258196,0.543425324675325,-0.244074675324675,0.394561688311688,0.06238435820897
A3,Damping Resurgence,AR,None,44,44,44,3.88613550767991e-05,3.88613550767991e-05,2.64170120983389e-05,3.09074930307471e-05,3.745439837746e-06,0.00011612954778625,0.000139391758814948,0.000139391758814948,7.3089620187584e-05,8.12106890973156e-06,9.25428335581634e-06,1.04740345545709e-05,1.10119682566803e-05,0.58198051948052,-0.205519480519481,0.398417207792208,0.000136703996576611
A3,Damping Resurgence,ARX,I,44,44,44,0.000527773442464151,0.000527773442464151,0.000354160237456254,0.000560091582328419,3.88422187582041e-05,0.00292448300295651,0.00128331114886872,0.00128331114886872,0.000731660825626705,8.12956472918561e-05,4.95021280452647e-05,0.000193582814139391,0.000203392852987639,0.403003246753247,-0.384496753246753,0.514042207792208,0.000719401251425531
A4,Amplifying Resurgence,AR,None,44,44,44,4.36542273087913e-05,4.36542273087913e-05,2.72650232120511e-05,3.89374986375589e-05,4.35802221975856e-06,0.000132941202186882,0.000145560667838276,0.000145560667838276,7.60800338983515e-05,8.45333709981683e-06,8.48735396000336e-06,1.28976529762907e-05,1.38158832726805e-05,0.527597402597403,-0.259902597402597,0.432751623376623,0.00012428791833896
A4,Amplifying Resurgence,ARX,I,44,44,44,0.000518523719238724,0.000518523719238724,0.000300348352153609,0.000507708181297584,3.55496100790201e-05,0.00244965278587953,0.00122060393447266,0.00122060393447266,0.00069657684934418,7.73974277049089e-05,4.52638394828856e-05,0.000198093209556283,0.000197769242494647,0.366883116883117,-0.420616883116883,0.540584415584416,0.000655187463848917
