Scenario,Model,ExoMode,WindowDay,HorizonIdx,ForecastDay,Truth_S,Projected_S,AbsError_S,Truth_I,Projected_I,AbsError_I
A1,ARX,I,63,6,69,74222.7671910738,75003.1304032553,780.363212181459,4953.25551784113,5700.04847437612,746.792956534988
A1,ARX,I,63,7,70,73215.8773165935,74055.2678060294,839.390489435871,5127.60416433333,6028.0476616101,900.44349727677
A1,ARX,I,63,8,71,72179.7467785799,73055.5640493447,875.817270764761,5305.08776525215,6367.31866460623,1062.23089935408
A1,ARX,I,63,9,72,71114.3660937965,72003.3306444581,888.964550661651,5485.49183836006,6717.42514913691,1231.93331077685
A1,ARX,I,63,10,73,70019.7923105349,70898.0533929257,878.261082390818,5668.58032670278,7077.83738362523,1409.25705692246
A1,ARX,I,63,11,74,68896.1515872076,69739.4073044662,843.255717258638,5854.09555805476,7447.92987217641,1593.83431412165
A1,ARX,I,63,12,75,67743.6414985968,68527.2707301876,783.629231590821,6041.75835180937,7826.97990647489,1785.22155466552
A1,ARX,I,63,13,76,66562.533039248,67261.7385128067,699.205473558701,6231.26828179474,8214.1670983789,1982.89881658416
A1,ARX,I,63,14,77,65353.1722950851,65943.1338887187,589.961593633612,6422.30410227885,8608.57401057349,2186.26990829464
A1,ARX,I,70,1,71,72179.7467785799,72416.1540501226,236.407271542659,5305.08776525215,5417.58018368362,112.49241843147
A1,ARX,I,70,2,72,71114.3660937965,71570.7344402725,456.368346476025,5485.49183836006,5717.00233046621,231.510492106157
A1,ARX,I,70,3,73,70019.7923105349,70679.1316329411,659.339322406173,5668.58032670278,6025.44422435397,356.863897651192
A1,ARX,I,70,4,74,68896.1515872076,69741.0151976355,844.863610427914,5854.09555805476,6342.39932526771,488.303767212952
A1,ARX,I,70,5,75,67743.6414985968,68756.2231884875,1012.58168989068,6041.75835180937,6667.27952832121,625.521176511844
A1,ARX,I,70,6,76,66562.533039248,67724.7734623896,1162.24042314157,6231.26828179474,6999.41453048513,768.146248690387
A1,ARX,I,70,7,77,65353.1722950851,66646.8740917378,1293.70179665271,6422.30410227885,7338.05201797997,915.747915701121
A1,ARX,I,70,8,78,64115.9817564047,65522.9327197281,1406.95096332334,6614.52434301091,7682.3587082783,1067.83436526739
A1,ARX,I,70,9,79,62851.4612479765,64353.5647215028,1502.10347352627,6807.568077537,8031.42226296298,1223.85418542598
A1,ARX,I,70,10,80,61560.1884550325,63139.6000548225,1579.41159979006,7001.0558672336,8384.25406772534,1383.19820049174
A1,ARX,I,70,11,81,60242.8190274709,61882.0887093221,1639.26968185127,7194.59088153706,8739.79285380376,1545.2019722667
A1,ARX,I,70,12,82,58900.0862486001,60582.3046936499,1682.2184450498,7387.76019272622,9096.90911153523,1709.14891880902
A1,ARX,I,70,13,83,57532.8002591945,59241.7485345892,1708.94827539474,7580.13624136018,9454.4102218856,1874.27398052543
A1,ARX,I,70,14,84,56141.8468324889,57862.1483011757,1720.30146868676,7771.27846610386,9811.04620637985,2039.767740276
A1,ARX,I,77,1,78,64115.9817564047,64427.9590309006,311.977274495832,6614.52434301091,6725.38130930978,110.856966298865
A1,ARX,I,77,2,79,62851.4612479765,63461.8160344171,610.354786440599,6807.568077537,7032.86801216356,225.299934626564
A1,ARX,I,77,3,80,61560.1884550325,62455.4207099288,895.232254896342,7001.0558672336,7343.92187949433,342.866012260736
A1,ARX,I,77,4,81,60242.8190274709,61409.6374371,1166.81840962912,7194.59088153706,7657.63946693022,463.04858539316
A1,ARX,I,77,5,82,58900.0862486001,60325.5199586732,1425.43371007311,7387.76019272622,7973.06081277905,585.30062005283
A1,ARX,I,77,6,83,57532.8002591945,59204.3120961418,1671.51183694736,7580.13624136018,8289.17491356834,709.038672208163
A1,ARX,I,77,7,84,56141.8468324889,58047.4467062264,1905.59987373743,7771.27846610386,8604.92605199001,833.647585886156
A1,ARX,I,77,8,85,54728.185700982,56856.542811475,2128.35711049305,7960.73508921778,8919.22093550281,958.485846285031
A1,ARX,I,77,9,86,53292.8484414956,55633.4008602708,2340.55241877522,8148.0450464719,9230.9365899779,1082.891543506
A1,ARX,I,77,10,87,51836.935930837,54379.996094511,2543.06016367405,8332.74004769149,9538.92893972061,1206.18889202912
A1,ARX,I,77,11,88,50361.6153905768,53098.4700266894,2736.85463611261,8514.34675158565,9842.04199332775,1327.6952417421
A1,ARX,I,77,12,89,48868.117045877,51791.1200515057,2923.00300562872,8692.38903596866,10139.117544495,1446.72850852637
A1,ARX,I,77,13,90,47357.7304299596,50460.3872398614,3102.65680990178,8866.39034198269,10429.0052884035,1562.61494642084
A1,ARX,I,77,14,91,45831.8003726954,49108.8423845652,3277.04201186981,9035.87606848162,10710.5732479906,1674.69717950901
A1,ARX,I,84,1,85,54728.185700982,55130.3725674368,402.186866454802,7960.73508921778,8056.94945656188,96.2143673441042
A1,ARX,I,84,2,86,53292.8484414956,54088.5853990495,795.736957553949,8148.0450464719,8340.49089011846,192.445843646557
A1,ARX,I,84,3,87,51836.935930837,53018.2421226424,1181.30619180541,8332.74004769149,8620.8787977796,288.138750088114
A1,ARX,I,84,4,88,50361.6153905768,51921.2495310715,1559.63414049473,8514.34675158565,8897.07756478702,382.730813201371
A1,ARX,I,84,5,89,48868.117045877,50799.6555550542,1931.53850917715,8692.38903596866,9168.04833229592,475.659296327261
A1,ARX,I,84,6,90,47357.7304299596,49655.6389025948,2297.90847263524,8866.39034198269,9432.7576891917,566.367347209009
A1,ARX,I,84,7,91,45831.8003726954,48491.4972854644,2659.69691276905,9035.87606848162,9690.18654572381,654.31047724219
A1,ARX,I,84,8,92,44291.7227189545,47309.6343403994,3017.91162144493,9200.37599034655,9939.33907682669,738.963086480138
A1,ARX,I,84,9,93,42738.9398298455,46112.5453701137,3373.60554026816,9359.42667216547,10179.2516216762,819.824949510697
A1,ARX,I,84,10,94,41174.9359279102,44902.8020438878,3727.86611597768,9512.57384640162,10409.0014272905,896.427580888841
A1,ARX,I,84,11,95,39601.2323559101,43683.0362090108,4081.80385310068,9659.37472284586,10627.7151278658,968.34040501993
A1,ARX,I,84,12,96,38019.3828283419,42455.9229723526,4436.54014401069,9799.40019372379,10834.5768580209,1035.17666429706
A1,ARX,I,84,13,97,36430.9687656589,41224.1632155489,4793.19444988991,9932.2368961879,11028.8359071438,1096.5990109559
A1,ARX,I,84,14,98,34837.5948139945,39990.4657074535,5152.87089345905,10057.4890908826,11209.8138334792,1152.32474259656
A1,ARX,I,91,1,92,44291.7227189545,44796.0823167958,504.359597841307,9200.37599034655,9269.61542071998,69.2394303734254
A1,ARX,I,91,2,93,42738.9398298455,43745.1018331989,1006.16200335341,9359.42667216547,9494.84813642428,135.421464258809
A1,ARX,I,91,3,94,41174.9359279102,42681.2505624658,1506.31463455562,9512.57384640162,9710.71514846717,198.141302065549
A1,ARX,I,91,4,95,39601.2323559101,41606.9771762456,2005.74482033553,9659.37472284586,9916.40245795997,257.027735114109
A1,ARX,I,91,5,96,38019.3828283419,40524.7720827062,2505.38925436432,9799.40019372379,10111.1483814456,311.748187721783
A1,ARX,I,91,6,97,36430.9687656589,39437.1517360066,3006.18297034769,9932.2368961879,10294.2502874261,362.013391238226
A1,ARX,I,91,7,98,34837.5948139945,38346.6427273917,3509.04791339718,10057.4890908826,10465.0707335649,407.581642682218
A1,ARX,I,91,8,99,33240.8846688633,37255.7658339425,4014.88116507915,10174.7803115777,10623.0429282194,448.262616641614
A1,ARX,I,91,9,100,31642.4773411731,36167.0201955387,4524.54285436562,10283.7547361348,10767.6754542036,483.920718068766
A1,ARX,I,91,10,101,30044.0240297955,35082.8677811846,5038.84375138912,10384.0782227743,10898.5562085985,514.477985824211
A1,ARX,I,91,11,102,28447.1857997094,34005.7182925653,5558.53249285591,10475.4389469566,11015.3555297877,539.916582831154
A1,ARX,I,91,12,103,26853.6323124645,32937.9146356051,6084.28232314059,10557.5475620421,11117.8285014607,560.280939418615
A1,ARX,I,91,13,104,25265.04192264,31881.7190699413,6616.67714730137,10630.1367895639,11205.8164429156,575.679653351697
A1,ARX,I,91,14,105,23683.1035496186,30839.3001216249,7156.19657200629,10692.9603198811,11279.2476154868,586.287295605716
A1,ARX,I,98,1,99,33240.8846688633,33854.3229583636,613.438289500278,10174.7803115777,10209.487553747,34.7072421692483
A1,ARX,I,98,2,100,31642.4773411731,32872.3560904614,1229.8787492883,10283.7547361348,10348.6623855352,64.9076494003675
A1,ARX,I,98,3,101,30044.0240297955,31894.0680014164,1850.04397162094,10384.0782227743,10474.6185647208,90.5403419465219
A1,ARX,I,98,4,102,28447.1857997094,30921.7823645469,2474.5965648375,10475.4389469566,10587.0399735587,111.601026602097
A1,ARX,I,98,5,103,26853.6323124645,29957.7591515675,3104.12683910296,10557.5475620421,10685.6913044957,128.143742453567
A1,ARX,I,98,6,104,25265.04192264,29004.181851986,3739.13992934602,10630.1367895639,10770.4190832242,140.282293660261
A1,ARX,I,98,7,105,23683.1035496186,28063.1456168668,4380.04206724813,10692.9603198811,10841.1518134491,148.191493568002
A1,ARX,I,98,8,106,22109.5208732395,27136.6464297106,5027.12555647119,10745.790867303,10897.8992636674,152.108396364451
A1,ARX,I,98,9,107,20546.0196084608,26226.5713872869,5680.55177882603,10788.4171693926,10940.7509308836,152.333761490978
A1,ARX,I,98,10,108,18994.3589268167,25334.6901521949,6340.33122537823,10820.6396383687,10969.8737299858,149.234091617109
A1,ARX,I,98,11,109,17456.3485761146,24462.6476170392,7006.29904092462,10842.2642474318,10985.5089703285,143.244722896752
A1,ARX,I,98,12,110,15933.874016522,23611.9577976132,7678.08378109121,10853.0940397041,10987.9686928276,134.874653123525
A1,ARX,I,98,13,111,14428.9331403993,22783.9989495603,8355.06580916103,10852.9173359719,10977.6314515991,124.71411562723
A1,ARX,I,98,14,112,12943.69024322,21980.0098796425,9036.31963642249,10841.4912064993,10954.9376339688,113.446427469513
A1,ARX,I,105,1,106,22109.5208732395,22831.1169135047,721.596040265249,10745.790867303,10746.4662663599,0.675399056930473
A1,ARX,I,105,2,107,20546.0196084608,21995.1311074172,1449.11149895638,10788.4171693926,10786.1647578888,2.25241150375041
A1,ARX,I,105,3,108,18994.3589268167,21176.8953591211,2182.53643230437,10820.6396383687,10812.2336812719,8.4059570968202
A1,ARX,I,105,4,109,17456.3485761146,20378.0327801571,2921.68420404251,10842.2642474318,10824.9252378342,17.3390095975956
A1,ARX,I,105,5,110,15933.874016522,19600.0344628718,3666.1604463498,10853.0940397041,10824.5621161894,28.5319235147108
A1,ARX,I,105,6,111,14428.9331403993,18844.254881184,4415.32174078474,10852.9173359719,10811.5330559283,41.384280043636
A1,ARX,I,105,7,112,12943.69024322,18111.9085910702,5168.21834785022,10841.4912064993,10786.2878796894,55.2033268099221
A1,ARX,I,105,8,113,11480.5565715523,17404.0682101644,5923.51163861203,10818.5179072981,10749.3320755032,69.18583179493
A1,ARX,I,105,9,114,10042.3134160876,16721.6636406214,6679.35022453378,10783.6104620117,10701.2210140144,82.389447997286
A1,ARX,I,105,10,115,8632.30636570403,16065.4824856437,7433.17611993964,10736.2407836375,10642.5538862812,93.6868973562068
A1,ARX,I,105,11,116,7254.7648073867,15436.1715978977,8181.40679051103,10675.6583486166,10573.9674474579,101.69090115865
A1,ARX,I,105,12,117,5915.35554030093,14834.2396874954,8918.88414719449,10600.7563858112,10496.1296499562,104.626735854983
A1,ARX,I,105,13,118,4622.20684851365,14260.0609082474,9637.85405973375,10509.8381011779,10409.7332468431,100.104854334848
A1,ARX,I,105,14,119,3387.96527154675,13713.8793334688,10325.914061922,10400.1761992927,10315.4894424752,84.6867568174785
A1,ARX,I,112,1,113,11480.5565715523,12294.0539192545,813.497347702179,10818.5179072981,10795.429664299,23.0882429990979
A1,ARX,I,112,2,114,10042.3134160876,11670.8368068793,1628.52339079163,10783.6104620117,10737.9928448046,45.6176172070918
A1,ARX,I,112,3,115,8632.30636570403,11074.7897792533,2442.48341354931,10736.2407836375,10669.8363000712,66.4044835662826
A1,ARX,I,112,4,116,7254.7648073867,10506.5104695018,3251.74566211505,10675.6583486166,10591.6572184896,84.0011301269824
A1,ARX,I,112,5,117,5915.35554030093,9966.4456233902,4051.09008308927,10600.7563858112,10504.1878440167,96.5685417944151
A1,ARX,I,112,6,118,4622.20684851365,9454.89456074247,4832.68771222883,10509.8381011779,10408.1887749582,101.649326219749
A1,ARX,I,112,7,119,3387.96527154675,8972.01369122194,5584.04841967519,10400.1761992927,10304.4421983434,95.7340009492491
A1,ARX,I,112,8,120,2234.37838577234,8517.82202717898,6283.44364140664,10267.0977931699,10193.7451112239,73.3526819460258
A1,ARX,I,112,9,121,1203.89597068542,8092.20763264137,6888.31166195595,10101.8222498319,10076.9025769301,24.9196729018495
A1,ARX,I,112,10,122,392.681451857536,7694.93494221854,7302.253490361,9885.42032916774,9954.72106316282,69.3007339950782
A1,ARX,I,112,11,123,13.9968882760104,7325.65287576709,7311.65598749108,9570.75024628079,9828.00191036806,257.251664087271
A1,ARX,I,112,12,124,0.999990000099962,6983.9036633744,6982.9036733743,9097.56715115663,9697.53498348396,599.967832327324
A1,ARX,I,112,13,125,0.999990000099998,6669.13228018331,6668.13229018321,8510.42422293859,9564.09256780037,1053.66834486178
A1,ARX,I,112,14,126,0.999990000100001,6380.69637200473,6379.69638200463,7863.61104763599,9428.42357973663,1564.81253210064
A1,ARX,I,119,1,120,2234.37838577234,3027.66591793876,793.287532166427,10267.0977931699,10244.8947652416,22.2030279283226
A1,ARX,I,119,2,121,1203.89597068542,2702.21644334139,1498.32047265597,10101.8222498319,10083.0128144129,18.809435418978
A1,ARX,I,119,3,122,392.681451857536,2410.83914149245,2018.15768963492,9885.42032916774,9915.85305948193,30.432730314189
A1,ARX,I,119,4,123,13.9968882760104,2152.46881978841,2138.4719315124,9570.75024628079,9744.82714888225,174.076902601459
A1,ARX,I,119,5,124,0.999990000099962,1925.75380523234,1924.75381523224,9097.56715115663,9571.42471615439,473.857564997754
A1,ARX,I,119,6,125,0.999990000099998,1729.07024651939,1728.07025651929,8510.42422293859,9397.19133564678,886.767112708196
A1,ARX,I,119,7,126,0.999990000100001,1560.55365027187,1559.55366027177,7863.61104763599,9223.6931472012,1360.0820995652
A1,ARX,I,119,8,127,0.999990000100001,1418.1496061478,1417.1496161477,7195.56291711638,9052.46809839972,1856.90518128334
A1,ARX,I,119,9,128,0.999990000100001,1299.68220913736,1298.68221913726,6532.85313762268,8884.96702153149,2352.11388390881
A1,ARX,I,119,10,129,0.999990000099998,1202.93451688187,1201.93452688177,5893.26431320441,8722.49125978282,2829.22694657841
A1,ARX,I,119,11,130,0.999990000099984,1125.73189062485,1124.73190062475,5288.12068033937,8566.13592006476,3278.01523972539
A1,ARX,I,119,12,131,0.999990000099984,1066.01772334021,1065.01773334011,4724.05288450073,8416.74783669767,3692.69495219694
A1,ARX,I,119,13,132,0.999990000099998,1021.91252665785,1020.91253665775,4204.32762109989,8274.90468579488,4070.57706469499
A1,ARX,I,119,14,133,0.999990000099997,991.75105099513,990.75106099503,3729.8443546637,8140.91731896319,4411.07296429949
A1,ARX,I,126,1,127,0.999990000100001,1.00639978835146,0.00640978825146044,7195.56291711638,7771.24966322433,575.686746107953
A1,ARX,I,126,2,128,0.999990000100001,1.02781926772684,0.0278292676268371,6532.85313762268,7692.05543148356,1159.20229386087
A1,ARX,I,126,3,129,0.999990000099998,1.0632405492237,0.0632505491237048,5893.26431320441,7624.15006463373,1730.88575142932
A1,ARX,I,126,4,130,0.999990000099984,1.11221365088246,0.112223650782471,5288.12068033937,7565.92286897331,2277.80218863394
A1,ARX,I,126,5,131,0.999990000099984,1.17471214440488,0.174722144304901,4724.05288450073,7515.9925968439,2791.93971234317
A1,ARX,I,126,6,132,0.999990000099998,1.25103261855298,0.25104261845298,4204.32762109989,7473.17488565954,3268.84726455965
A1,ARX,I,126,7,133,0.999990000099997,1.34172084074188,0.341730840641879,3729.8443546637,7436.45412715502,3706.60977249132
A1,ARX,I,126,8,134,0.999990000099999,1.44751411816601,0.447524118066008,3299.87792667593,7404.95948069708,4105.08155402115
A1,ARX,I,126,9,135,0.9999900001,1.56929140811871,0.569301408018709,2912.62774276929,7377.94424712114,4465.31650435185
A1,ARX,I,126,10,136,0.999990000099999,1.70802634844595,0.708036348345953,2565.62023950755,7354.76819222457,4789.14795271702
A1,ARX,I,126,11,137,0.999990000099999,1.86473933176873,0.86474933166873,2256.00030605707,7334.88239433613,5078.88208827906
A1,ARX,I,126,12,138,0.999990000099999,2.04044586860562,1.04045586850562,1980.73934648516,7317.81625799077,5337.07691150561
A1,ARX,I,126,13,139,0.9999900001,2.23609929804853,1.23610929794853,1736.78088601337,7303.16638626913,5566.38550025576
A1,ARX,I,126,14,140,0.999990000099999,2.45252660821144,1.45253660811145,1521.1395944724,7290.58704550706,5769.44745103465
A1,ARX,I,133,1,134,0.999990000099999,1.95544095851396,0.955450958413964,3299.87792667593,4226.57293789377,926.695011217835
A1,ARX,I,133,2,135,0.9999900001,3.46214459430453,2.46215459420453,2912.62774276929,4651.93466579237,1739.30692302307
A1,ARX,I,133,3,136,0.999990000099999,5.66666465016083,4.66667465006083,2565.62023950755,5015.98094678632,2450.36070727877
A1,ARX,I,133,4,137,0.999990000099999,8.70605033069739,7.70606033059739,2256.00030605707,5327.3347411496,3071.33443509253
A1,ARX,I,133,5,138,0.999990000099999,12.7011543614457,11.7011643613457,1980.73934648516,5593.40061402996,3612.6612675448
A1,ARX,I,133,6,139,0.9999900001,17.7529454612668,16.7529554611668,1736.78088601337,5820.5415614053,4083.76067539192
A1,ARX,I,133,7,140,0.999990000099999,23.9412541724544,22.9412641723544,1521.1395944724,6014.22905970682,4493.08946523441
A1,ARX,I,133,8,141,0.999990000099999,31.3250034678549,30.3250134677549,1330.96610381189,6179.17034500398,4848.20424119208
A1,ARX,I,133,9,142,0.9999900001,39.9431416473402,38.9431516472402,1163.58674968439,6319.41676213785,5155.83001245346
A1,ARX,I,133,10,143,0.999990000099997,49.8153158499046,48.8153258498046,1016.52520115171,6438.45741144939,5421.93221029768
A1,ARX,I,133,11,144,0.999990000099996,60.9421949300352,59.9422049299352,887.511380665618,6539.29920329036,5651.78782262475
A1,ARX,I,133,12,145,0.999990000099996,73.3050269591236,72.3050369590236,774.481176174675,6624.53633876405,5850.05516258937
A1,ARX,I,133,13,146,0.999990000099994,86.8642783216943,85.8642883215943,675.570363537422,6696.41094502987,6020.84058149245
A1,ARX,I,133,14,147,0.999990000099998,101.557351548938,100.557361548838,589.104566812054,6756.86570268592,6167.76113587386
A1,ARX,I,140,1,141,0.999990000099999,3.61157792029974,2.61158792019974,1330.96610381189,2331.70532826114,1000.73922444924
A1,ARX,I,140,2,142,0.9999900001,9.97844695752856,8.97845695742856,1163.58674968439,3023.37738004652,1859.79063036213
A1,ARX,I,140,3,143,0.999990000099997,22.9254238242534,21.9254338241534,1016.52520115171,3610.63593902339,2594.11073787167
A1,ARX,I,140,4,144,0.999990000099996,46.0481232842923,45.0481332841923,887.511380665618,4105.14503573364,3217.63365506803
A1,ARX,I,140,5,145,0.999990000099996,83.6471821402929,82.6471921401929,774.481176174675,4516.1416383713,3741.66046219663
A1,ARX,I,140,6,146,0.999990000099994,140.837705608206,139.837715608106,675.570363537422,4850.57316296244,4175.00279942502
A1,ARX,I,140,7,147,0.999990000099998,223.201976995061,222.201986994961,589.104566812054,5113.65586715303,4524.55130034097
A1,ARX,I,140,8,148,0.999990000100001,334.172849968343,333.172859968243,513.586889377564,5311.66247336821,4798.07558399065
A1,ARX,I,140,9,149,0.999990000100009,472.071510492926,471.071520492826,447.684339018283,5454.80694438712,5007.12260536884
A1,ARX,I,140,10,150,0.999990000100004,631.00620430741,630.00621430731,390.21386442309,5556.00930926036,5165.79544483727
A1,ARX,I,140,11,151,0.999990000100001,804.149939561056,803.149949560956,340.128417812104,5627.42803360003,5287.29961578793
A1,ARX,I,140,12,152,0.9999900001,985.79797476488,984.79798476478,296.503631951875,5678.56306332261,5382.05943137073
A1,ARX,I,140,13,153,0.999990000099999,1171.74192573891,1170.74193573881,258.52518456896,5716.22374903695,5457.69856446799
A1,ARX,I,140,14,154,0.999990000099999,1358.95687836965,1357.95688836955,225.47702707754,5745.17317250789,5519.69614543035
A1,ARX,I,147,1,148,0.999990000100001,5.44028900217556,4.44029900207555,513.586889377564,1531.35267226519,1017.76578288762
A1,ARX,I,147,2,149,0.999990000100009,19.2588252013507,18.2588352012507,447.684339018283,2331.09218101615,1883.40784199786
A1,ARX,I,147,3,150,0.999990000100004,52.641801831406,51.641811831306,390.21386442309,2999.69515229493,2609.48128787184
A1,ARX,I,147,4,151,0.999990000100001,121.59204001634,120.59205001624,340.128417812104,3541.14304275797,3201.01462494587
A1,ARX,I,147,5,152,0.9999900001,249.517107913335,248.517117913235,296.503631951875,3950.76878145269,3654.26514950081
A1,ARX,I,147,6,153,0.999990000099999,452.018289486289,451.018299486189,258.52518456896,4230.71305961473,3972.18787504577
A1,ARX,I,147,7,154,0.999990000099999,715.131759865054,714.131769864954,225.47702707754,4410.94664315893,4185.46961608139
A1,ARX,I,147,8,155,0.999990000099999,1012.53274672994,1011.53275672984,196.730546363615,4529.75435699616,4333.02381063254
A1,ARX,I,147,9,156,0.999990000099999,1325.40949749867,1324.40950749857,171.734672635222,4613.40952576708,4441.67485313185
A1,ARX,I,147,10,157,0.999990000099999,1643.237391426,1642.2374014259,150.006899013844,4676.81686617053,4526.80996715668
A1,ARX,I,147,11,158,0.999990000099999,1960.1573561212,1959.1573661211,131.125222715481,4728.42416618177,4597.29894346629
A1,ARX,I,147,12,159,0.999990000100015,2272.65132226777,2271.65133226767,114.720914544838,4773.29638979179,4658.57547524696
A1,ARX,I,147,13,160,0.999990000100352,2578.38853514356,2577.38854514345,100.472068549032,4814.67259481582,4714.20052626679
A1,ARX,I,147,14,161,0.999990000104439,2875.66209594872,2874.66210594862,88.0978712104063,4854.7525578966,4766.65468668619
A1,ARX,I,154,1,155,0.999990000099999,6.61920718766819,5.61921718756819,196.730546363615,1219.08226561497,1022.35171925135
A1,ARX,I,154,2,156,0.999990000099999,25.6695168308137,24.6695268307137,171.734672635222,2059.16005970799,1887.42538707277
A1,ARX,I,154,3,157,0.999990000099999,74.0699540033531,73.0699640032531,150.006899013844,2753.70542146782,2603.69852245398
A1,ARX,I,154,4,158,0.999990000099999,178.436420168354,177.436430168254,131.125222715481,3298.47137643713,3167.34615372165
A1,ARX,I,154,5,159,0.999990000100015,370.298448078984,369.298458078884,114.720914544838,3683.13851753312,3568.41760298828
A1,ARX,I,154,6,160,0.999990000100352,645.754188797321,644.754198797221,100.472068549032,3931.65619351679,3831.18412496776
A1,ARX,I,154,7,161,0.999990000104439,968.345022494849,967.345032494745,88.0978712104063,4096.55446327554,4008.45659206513
A1,ARX,I,154,8,162,0.99999000013293,1309.06936765518,1308.06937765505,77.3535134450686,4216.78410385023,4139.43059040517
A1,ARX,I,154,9,163,0.999990000268879,1652.66946009306,1651.66947009279,68.0257027652764,4313.0951854801,4245.06948271482
A1,ARX,I,154,10,164,0.999990000758401,1991.32862532678,1990.32863532602,59.9287024919637,4396.35470384066,4336.42600134869
A1,ARX,I,154,11,165,0.999990002174063,2320.65508528779,2319.65509528561,52.9008440307647,4472.68527844503,4419.78443441426
A1,ARX,I,154,12,166,0.999990005607028,2637.86814950386,2636.86815949826,46.8014586641666,4545.83488109571,4499.03342243154
A1,ARX,I,154,13,167,0.999990012810357,2940.98422881394,2939.98423880113,41.5081797850744,4618.27719192014,4576.76901213506
A1,ARX,I,154,14,168,0.999990026204243,3228.430004755,3227.4300147288,36.9145722014706,4691.75595034365,4654.84137814217
A1,ARX,I,161,1,162,0.99999000013293,6.98303681803719,5.98304681790426,77.3535134450686,1101.59812372284,1024.24461027777
A1,ARX,I,161,2,163,0.999990000268879,27.1233320465528,26.123342046284,68.0257027652764,1957.62943076188,1889.60372799661
A1,ARX,I,161,3,164,0.999990000758401,76.9148482867229,75.9148582859645,59.9287024919637,2665.53428730463,2605.60558481267
A1,ARX,I,161,4,165,0.999990002174063,180.071510137878,179.071520135704,52.9008440307647,3223.98984354733,3171.08899951656
A1,ARX,I,161,5,166,0.999990005607028,361.038710401358,360.038720395751,46.8014586641666,3629.3184283209,3582.51696965673
A1,ARX,I,161,6,167,0.999990012810357,612.169487890943,611.169497878133,41.5081797850744,3908.26914543258,3866.76096564751
A1,ARX,I,161,7,168,0.999990026204243,900.005506358573,899.005516332368,36.9145722014706,4109.31422933203,4072.39965713056
A1,ARX,I,161,8,169,0.999990048690524,1197.99497855932,1196.99498851063,32.9280517972739,4268.35536604823,4235.42731425096
A1,ARX,I,161,9,170,0.999990083293913,1491.62654691411,1490.62655683082,29.4680653742272,4405.1227975913,4375.65473221707
A1,ARX,I,161,10,171,0.999990132714103,1773.17058660039,1772.17059646767,26.4645055899233,4530.2331398015,4503.76863421158
A1,ARX,I,161,11,172,0.999990198904424,2038.1193131147,2037.1193229158,23.856338711903,4649.78844230767,4625.93210359577
A1,ARX,I,161,12,173,0.999990282778779,2283.51083736806,2282.51084708528,21.5904235090956,4767.58259554035,4745.99217203126
A1,ARX,I,161,13,174,0.999990384102055,2507.15777645812,2506.15778607401,19.6204989055718,4886.15180156054,4866.53130265497
A1,ARX,I,161,14,175,0.999990501563928,2707.27654622491,2706.27655572334,17.9063172465788,5007.30126266892,4989.39494542234
A1,ARX,I,168,1,169,0.999990048690524,6.86284832173482,5.86285827304429,32.9280517972739,1058.38972178753,1025.46166999026
A1,ARX,I,168,2,170,0.999990083293913,25.6014510023989,24.601460919105,29.4680653742272,1921.79604187326,1892.32797649903
A1,ARX,I,168,3,171,0.999990132714103,68.9338489902921,67.933858857578,26.4645055899233,2640.45136524427,2613.98685965435
A1,ARX,I,168,4,172,0.999990198904424,151.518996441366,150.519006242461,23.856338711903,3221.06140383215,3197.20506512025
A1,ARX,I,168,5,173,0.999990282778779,286.844654423471,285.844664140692,21.5904235090956,3669.20739208392,3647.61696857482
A1,ARX,I,168,6,174,0.999990384102055,470.847648720383,469.847658336281,19.6204989055718,4005.83140512621,3986.21090622063
A1,ARX,I,168,7,175,0.999990501563928,680.884668700136,679.884678198572,17.9063172465788,4267.15896144749,4249.25264420091
A1,ARX,I,168,8,176,0.999990632992707,894.674792065102,893.674801432109,16.4129001634467,4484.65481314043,4468.24191297698
A1,ARX,I,168,9,177,0.999990775645079,1097.98493560829,1096.98494483264,15.1098955138434,4678.05767083008,4662.94777531623
A1,ARX,I,168,10,178,0.99999092650851,1282.58293979644,1281.58294886994,13.9710165948004,4858.76504911611,4844.79403252131
A1,ARX,I,168,11,179,0.999991082568327,1443.53592588638,1442.53593480381,12.9735482877009,5033.49089435648,5020.51734606878
A1,ARX,I,168,12,180,0.999991241012222,1577.65175050696,1576.65175926595,12.0979083976861,5206.37626587254,5194.27835747485
A1,ARX,I,168,13,181,0.999991399363943,1682.70632172032,1681.70633032096,11.3272556934912,5380.07438158117,5368.74712588768
A1,ARX,I,168,14,182,0.999991555551685,1757.07574609565,1756.0757545401,10.6471387358665,5556.30488266466,5545.6577439288
A1,ARX,I,175,1,176,0.999990632992707,6.54836219902652,5.54837156603382,16.4129001634467,1042.7823733583,1026.36947319485
A1,ARX,I,175,2,177,0.999990775645079,23.0788878077891,22.078897032144,15.1098955138434,1910.26534869676,1895.15545318291
A1,ARX,I,175,3,178,0.99999092650851,58.2985630178458,57.2985720913373,13.9710165948004,2637.58432267809,2623.61330608329
A1,ARX,I,175,4,179,0.999991082568327,119.035241963554,118.035250880986,12.9735482877009,3238.13763675928,3225.16408847158
A1,ARX,I,175,5,180,0.999991241012222,209.046085052064,208.046093811051,12.0979083976861,3725.557433791,3713.45952539331
