Model,ExoMode,Alpha,NumIntervalPoints,NominalCoverage,MeanCoverage,CoverageBias,AbsoluteCalibrationError,UnderCoverage,OverCoverage,MeanIntervalWidth,MeanIntervalScore,MeanWISIntervalComponent,MeanWISSharpnessComponent,MeanWISUnderpredictionComponent,MeanWISOverpredictionComponent
N4SID,None,0.05,2464,0.949999999999999,0.610795454545455,-0.339204545454544,0.339204545454544,0.339204545454544,0,0.0315698191506817,0.37942723697704,0.00210792909431689,0.000175387884170454,0.00139340186500845,0.000539139345137982
N4SID,None,0.1,2464,0.89999999999999,0.57711038961039,-0.3228896103896,0.3228896103896,0.3228896103896,0,0.0240724897839064,0.208149192889234,0.00231276880988037,0.000267472108710072,0.00142593799382246,0.000619358707347845
N4SID,None,0.2,2464,0.800000000000008,0.496347402597403,-0.303652597402605,0.303652597402605,0.303652597402605,0,0.0160889796302322,0.113415496507532,0.00252034436683405,0.000357532880671827,0.00146201823939656,0.000700793246765662
N4SID,None,0.5,2464,0.5,0.236607142857143,-0.263392857142857,0.263392857142857,0.263392857142857,0,0.00622299941881499,0.0511455133751324,0.00284141740972958,0.000345722189934166,0.00162691027942856,0.000868784940366859
N4SID,S,0.05,2464,0.949999999999999,0.482142857142857,-0.467857142857142,0.467857142857142,0.467857142857142,0,0.0589103832456392,1.25854010109192,0.00699188945051064,0.000327279906920218,0.00294801007724796,0.00371659946634247
N4SID,S,0.1,2464,0.89999999999999,0.460633116883117,-0.439366883116873,0.439366883116873,0.439366883116873,0,0.0476767749947329,0.680053393421325,0.00755614881579249,0.000529741944385922,0.00312154872417165,0.00390485814723493
N4SID,S,0.2,2464,0.800000000000008,0.42775974025974,-0.372240259740268,0.372240259740268,0.372240259740268,0,0.0344868696811423,0.370202036581707,0.00822671192403795,0.000766374881803162,0.00331741083868016,0.00414292620355462
N4SID,S,0.5,2464,0.5,0.291396103896104,-0.208603896103896,0.208603896103896,0.208603896103896,0,0.0156581496707451,0.16457705028307,0.00914316946017055,0.000869897203930285,0.00372842477723211,0.00454484747900815
SSEST,Both,0.05,2464,0.949999999999999,0.55762987012987,-0.392370129870129,0.392370129870129,0.392370129870129,0,0.193633550762802,2.18948969167912,0.0121638316204395,0.00107574194868223,0.00225055917940008,0.00883753049235722
SSEST,Both,0.1,2464,0.89999999999999,0.512987012987013,-0.387012987012977,0.387012987012977,0.387012987012977,0,0.161629889222043,1.29871401055117,0.0144301556727908,0.0017958876580227,0.00278783348896399,0.00984643452580406
SSEST,Both,0.2,2464,0.800000000000008,0.450487012987013,-0.349512987012995,0.349512987012995,0.349512987012995,0,0.125340322175627,0.775787484959556,0.0172397218879901,0.00278534049279171,0.00350005476314125,0.0109543266320572
SSEST,Both,0.5,2464,0.5,0.351461038961039,-0.148538961038961,0.148538961038961,0.148538961038961,0,0.0637539933535253,0.385437049561174,0.0214131694200653,0.00354188851964029,0.00497880261549233,0.0128924782849326
SSEST,I,0.05,2464,0.949999999999999,0.571834415584416,-0.378165584415583,0.378165584415583,0.378165584415583,0,0.223975379932648,1.70622739042089,0.00947904105789386,0.00124430766629249,0.00296229953378173,0.00527243385781964
SSEST,I,0.1,2464,0.89999999999999,0.518262987012987,-0.381737012987003,0.381737012987003,0.381737012987003,0,0.188194536962056,1.0580717379277,0.0117563526436411,0.00209105041068951,0.00362838787940243,0.00603691435354918
SSEST,I,0.2,2464,0.800000000000008,0.444399350649351,-0.355600649350657,0.355600649350657,0.355600649350657,0,0.147348108130087,0.667715102524973,0.0148381133894439,0.00327440240289082,0.00463581001519647,0.00692790097135656
SSEST,I,0.5,2464,0.5,0.330762987012987,-0.169237012987013,0.169237012987013,0.169237012987013,0,0.0773659618698673,0.360171426336225,0.0200095236853458,0.00429810899277041,0.00693260399595,0.00877881069662542
SSEST,None,0.05,2464,0.949999999999999,0.789366883116883,-0.160633116883116,0.160633116883116,0.160633116883116,0,0.306407830398838,0.780318808513444,0.00433510449174135,0.00170226572443799,0.00175862614179925,0.000874212625504116
SSEST,None,0.1,2464,0.89999999999999,0.705762987012987,-0.194237012987003,0.194237012987003,0.194237012987003,0,0.256653012916891,0.618621039430756,0.00687356710478617,0.00285170014352101,0.00242049529981736,0.0016013716614478
SSEST,None,0.2,2464,0.800000000000008,0.599837662337662,-0.200162337662345,0.200162337662345,0.200162337662345,0,0.199606914450973,0.482030208283159,0.0107117824062924,0.00443570921002162,0.00355902977527275,0.00271704342099804
SSEST,None,0.5,2464,0.5,0.407873376623377,-0.0921266233766234,0.0921266233766234,0.0921266233766234,0,0.104844050006524,0.316665251814517,0.0175925139896954,0.00582466944480691,0.00653127958109779,0.0052365649637907
SSEST,S,0.05,2464,0.949999999999999,0.522321428571429,-0.42767857142857,0.42767857142857,0.42767857142857,0,0.154764909491307,2.15332879227192,0.011962937734844,0.000859805052729484,0.00787610629840506,0.00322702638370944
SSEST,S,0.1,2464,0.89999999999999,0.479707792207792,-0.420292207792197,0.420292207792197,0.420292207792197,0,0.129386044173566,1.26847280217468,0.0140941422463854,0.00143762271303962,0.00883513675775904,0.0038213827755867
SSEST,S,0.2,2464,0.800000000000008,0.403409090909091,-0.396590909090917,0.396590909090917,0.396590909090917,0,0.100164732757955,0.75806466884062,0.0168458815297916,0.00222588295017678,0.0100509068678161,0.00456909171179867
SSEST,S,0.5,2464,0.5,0.311282467532468,-0.188717532467532,0.188717532467532,0.188717532467532,0,0.0524415319428278,0.379465826529915,0.0210814348072175,0.00291341844126821,0.012339821868123,0.00582819449782634
