Model,ExoMode,HorizonIdx,NumPoints,NumFiniteWIS,MeanWIS,MeanRawScaleWIS,MedianWIS,StdWIS,RMSE,MedianPointForecastRMSE,MAE,MeanAbsoluteError,MeanWISMedianComponent,MeanWISDispersionComponent,MeanWISUnderpredictionComponent,MeanWISOverpredictionComponent,MeanCoverage,MeanCalibrationBias,MeanAbsoluteCalibrationError,MeanIntervalWidth
N4SID,I,4,176,176,0.0174091827612993,0.0174091827612993,7.84999128631663e-05,0.101885634519913,0.103356807691907,0.103356807691907,0.0181151381292948,0.0181151381292948,0.0020127931254772,0.000243068434172173,0.00407455466303076,0.0110787665386192,0.410511363636364,-0.376988636363636,0.499005681818182,0.00479051567614696
N4SID,I,5,176,176,0.0203151611841037,0.0203151611841037,0.00015843884169325,0.102148168126372,0.104690457464691,0.104690457464691,0.0215971763460572,0.0215971763460572,0.00239968626067303,0.000456030128619417,0.00290118817049695,0.0145582566243143,0.414772727272727,-0.372727272727273,0.500284090909091,0.00874964419477706
N4SID,I,6,176,176,0.0273373634836348,0.0273373634836348,0.00030994779052133,0.13246439300719,0.136631529888983,0.136631529888983,0.0295550466272713,0.0295550466272713,0.00328389406969681,0.000766519405508909,0.00427468546132879,0.0190122645471003,0.411931818181818,-0.375568181818182,0.507670454545455,0.014368460138972
N4SID,I,7,176,176,0.0327389118416351,0.0327389118416351,0.000452268582867049,0.144287162804351,0.151243355883414,0.151243355883414,0.0361674523617767,0.0361674523617767,0.00401860581797518,0.00119082516048494,0.00602266784861702,0.0215068130145579,0.413352272727273,-0.374147727272727,0.509801136363637,0.0217958017741225
N4SID,I,8,176,176,0.0374067202132901,0.0374067202132901,0.000822850341551589,0.142556851001681,0.154662678900749,0.154662678900749,0.0424585749430912,0.0424585749430912,0.00471761943812125,0.00174024581947912,0.00809720280569253,0.0228516521499972,0.409090909090909,-0.378409090909091,0.516761363636364,0.0311766816083657
N4SID,I,9,176,176,0.0397638479407142,0.0397638479407142,0.00102037511692186,0.132769717604569,0.15532491707366,0.15532491707366,0.0470885035245434,0.0470885035245434,0.00523205594717149,0.00244255375519,0.0126376064898852,0.0194516317484675,0.424715909090909,-0.362784090909091,0.508948863636364,0.0428602414312168
N4SID,I,10,176,176,0.117643489874235,0.117643489874235,0.00138513261274254,0.96077587503146,0.992156235462823,0.992156235462823,0.129591949429591,0.129591949429591,0.0143991054921768,0.00353262671245306,0.0771363336510261,0.0225754240185789,0.424715909090909,-0.362784090909091,0.509375,0.0602138906713633
N4SID,I,11,176,176,0.233171140937792,0.233171140937792,0.00225632402743915,2.31723906517445,2.37590531245651,2.37590531245651,0.251163730172336,0.251163730172336,0.0279070811302595,0.00486950069876242,0.173423222806622,0.0269713363021481,0.401988636363636,-0.385511363636364,0.525426136363637,0.0815372613500069
N4SID,I,12,176,176,0.0822832888881235,0.0822832888881235,0.00326691300812959,0.268053498411313,0.355966188253931,0.355966188253931,0.101530283325369,0.101530283325369,0.0112811425917076,0.00542433087217662,0.0262518556467039,0.0393259597775353,0.40625,-0.38125,0.523011363636364,0.0918995816471627
N4SID,I,13,176,176,0.097599708154925,0.097599708154925,0.00452738543989864,0.322346072698951,0.449201664006854,0.449201664006854,0.122107773428545,0.122107773428545,0.0135675303809494,0.00675150252466207,0.0341590601213304,0.0431216151279832,0.404829545454545,-0.382670454545455,0.523295454545455,0.11314729393033
N4SID,I,14,176,176,0.11126217957016,0.11126217957016,0.0066396191197114,0.371675638012916,0.536281895953553,0.536281895953553,0.140640245232894,0.140640245232894,0.015626693914766,0.00802954910635026,0.0413684013237096,0.0462375352253337,0.413352272727273,-0.374147727272727,0.520170454545455,0.135140891269826
N4SID,None,1,176,176,0.000690380089109149,0.000690380089109149,1.14562543436201e-05,0.00726266693869929,0.00805497958300701,0.00805497958300701,0.000828094565281911,0.000828094565281911,9.20105072535456e-05,2.9795621741291e-05,0.000547078044360668,2.14959157536451e-05,0.620738636363636,-0.166761363636363,0.3640625,0.000505020725134283
N4SID,None,2,176,176,0.00159272709800671,0.00159272709800671,5.56487930808832e-05,0.0161924826527581,0.0177198508975828,0.0177198508975828,0.0019079196184767,0.0019079196184767,0.000211991068719634,7.26231374287074e-05,0.00121212408140489,9.59888104534853e-05,0.545454545454545,-0.242045454545454,0.403977272727273,0.00123009434275742
N4SID,None,3,176,176,0.00272406435930513,0.00272406435930513,0.000166110565274764,0.0261629822783203,0.0282515034284359,0.0282515034284359,0.00327051772823731,0.00327051772823731,0.000363390858693034,0.000134695643800902,0.00198331897553676,0.000242658881274437,0.511363636363636,-0.276136363636363,0.431960227272727,0.00233634758053706
N4SID,None,4,176,176,0.00405634946488128,0.00405634946488128,0.000400364213576132,0.0362490714823082,0.0384835999458121,0.0384835999458121,0.00486346022709008,0.00486346022709008,0.000540384469676676,0.000225067531489787,0.00282690877122351,0.000463988692491311,0.492897727272727,-0.294602272727273,0.447727272727273,0.0039700113873942
N4SID,None,5,176,176,0.00547497095054193,0.00547497095054193,0.000751055481097889,0.0442926244479099,0.0474874196058373,0.0474874196058373,0.00665990291272639,0.00665990291272639,0.000739989212525154,0.000359389903101836,0.00360382059096425,0.000771771243950689,0.482954545454545,-0.304545454545454,0.453693181818182,0.00640660605716304
N4SID,None,6,176,176,0.00704345872728217,0.00704345872728217,0.001045573426813,0.0508417912733611,0.0549906426885246,0.0549906426885246,0.00867542276133882,0.00867542276133882,0.00096393586237098,0.000534374891794337,0.00437177124518573,0.00117337672793112,0.473011363636364,-0.314488636363636,0.461505681818182,0.00962495367527848
N4SID,None,7,176,176,0.00883110970503403,0.00883110970503403,0.00129215631784795,0.056799611079521,0.0613955502777915,0.0613955502777915,0.0109204510253298,0.0109204510253298,0.00121338344725886,0.000753977839213162,0.00520324085009841,0.0016605075684636,0.465909090909091,-0.321590909090909,0.465056818181818,0.0135482446686543
N4SID,None,8,176,176,0.0108365684710547,0.0108365684710547,0.00157964606908983,0.0625144124582419,0.0675440572507876,0.0675440572507876,0.0135022190840796,0.0135022190840796,0.00150024656489774,0.0010157998191041,0.00607784040115522,0.00224268168589765,0.460227272727273,-0.327272727272727,0.474147727272727,0.01804252695293
N4SID,None,9,176,176,0.0130910433789858,0.0130910433789858,0.00196616057751739,0.0688174671016913,0.0741978328725332,0.0741978328725332,0.0164314952319485,0.0164314952319485,0.00182572169243872,0.00130506843777174,0.00703102399678587,0.00292922925198948,0.453125,-0.334375,0.478125,0.0229091654086888
N4SID,None,10,176,176,0.0155529175167094,0.0155529175167094,0.00246536810293692,0.0757744528258859,0.0815318134014849,0.0815318134014849,0.0195534970642817,0.0195534970642817,0.00217261078492019,0.0016266635064605,0.00803854368932424,0.00371509953600446,0.454545454545455,-0.332954545454545,0.482954545454545,0.0280351198940095
N4SID,None,11,176,176,0.0181715325384294,0.0181715325384294,0.00304426162991562,0.0829846965547864,0.0892138066675899,0.0892138066675899,0.0229644163978191,0.0229644163978191,0.0025516018219799,0.00196145037081406,0.00905112143313166,0.00460735891250377,0.447443181818182,-0.340056818181818,0.489204545454546,0.0333534041868128
N4SID,None,12,176,176,0.0208649611743843,0.0208649611743843,0.00360542304291232,0.0895616070625186,0.0963979451297819,0.0963979451297819,0.0265525776044764,0.0265525776044764,0.00295028640049737,0.00231242332868976,0.0100043013752651,0.00559795006993203,0.438920454545455,-0.348579545454545,0.495596590909091,0.0388065070931013
N4SID,None,13,176,176,0.0236648958705893,0.0236648958705893,0.00480942933529718,0.0952393524012668,0.102834583478473,0.102834583478473,0.0301740262245704,0.0301740262245704,0.00335266958050782,0.00267012404573922,0.0109222973504061,0.00671980489393615,0.443181818181818,-0.344318181818182,0.494034090909091,0.0442811704636562
N4SID,None,14,176,176,0.0266229230372319,0.0266229230372319,0.00596841921703518,0.100137210471439,0.10885129094163,0.10885129094163,0.0340672012123778,0.0340672012123778,0.00378524457915309,0.00304415681166186,0.0118423664823419,0.00795115516407504,0.433238636363636,-0.354261363636363,0.500710227272727,0.0497908355066065
N4SID,S,1,176,176,0.000976685177599056,0.000976685177599056,0.000355177198797044,0.0023572998647757,0.00341677583516073,0.00341677583516073,0.0015798444021905,0.0015798444021905,0.000175538266910055,0.000241254942389905,0.000201239829905419,0.000358652138393677,0.582386363636364,-0.205113636363636,0.418465909090909,0.0040790297912755
N4SID,S,2,176,176,0.00265946608677087,0.00265946608677087,0.000940664461592143,0.00607442455968867,0.00799761858063023,0.00799761858063023,0.00380479363506263,0.00380479363506263,0.000422754848340292,0.000448984801422076,0.000621405191620909,0.0011663212453876,0.495738636363636,-0.291761363636363,0.472727272727273,0.0075443419246269
N4SID,S,3,176,176,0.00528704444820108,0.00528704444820108,0.00159443130570022,0.0122018813629607,0.0153800459013757,0.0153800459013757,0.00716391908847746,0.00716391908847746,0.000795991009830829,0.000710194294559132,0.00130955922897946,0.00247129991483167,0.454545454545455,-0.332954545454545,0.496306818181818,0.0118611557078763
N4SID,S,4,176,176,0.0088430547423891,0.0088430547423891,0.00236813415637055,0.0221025674065408,0.0264187844050401,0.0264187844050401,0.0115371934089007,0.0115371934089007,0.00128191037876675,0.0010013514014449,0.00224316274772406,0.0043166302144534,0.440340909090909,-0.347159090909091,0.505397727272727,0.0165968852267478
N4SID,S,5,176,176,0.0134363942004029,0.0134363942004029,0.00317458218920828,0.0356852230259967,0.0412762733529814,0.0412762733529814,0.0170501464878338,0.0170501464878338,0.00189446072087042,0.00133446029727872,0.00351862526834544,0.00668884791390834,0.420454545454545,-0.367045454545454,0.517471590909091,0.0218628611848294
N4SID,S,6,176,176,0.0189377179291683,0.0189377179291683,0.00423854242626403,0.0507596032304332,0.0580445945856825,0.0580445945856825,0.0236653160347219,0.0236653160347219,0.00262947955941355,0.00170042196106892,0.00514183149872497,0.00946598490996082,0.413352272727273,-0.374147727272727,0.525142045454546,0.0275357596134598
N4SID,S,7,176,176,0.025148431308059,0.025148431308059,0.00532465938990515,0.0642964008538692,0.073934435035888,0.073934435035888,0.0309756605731627,0.0309756605731627,0.00344174006368474,0.00208147026607182,0.00721374549773151,0.0124114754805709,0.40625,-0.38125,0.530539772727273,0.0333380629646805
N4SID,S,8,176,176,0.0319671737781189,0.0319671737781189,0.00667746384224352,0.0752868341394202,0.0882974318056318,0.0882974318056318,0.0391184324012131,0.0391184324012131,0.00434649248902368,0.00247904722838736,0.00973821224408479,0.0154034218166231,0.399147727272727,-0.388352272727273,0.532954545454546,0.0396451849088301
N4SID,S,9,176,176,0.0397852664621806,0.0397852664621806,0.00805154734983866,0.0863310219085558,0.103469884827255,0.103469884827255,0.0482286586131791,0.0482286586131791,0.00535873984590879,0.0029098719068713,0.0128476988607504,0.0186689558486501,0.382102272727273,-0.405397727272727,0.544176136363637,0.0461210354627007
N4SID,S,10,176,176,0.0490243132800064,0.0490243132800064,0.00930844443034611,0.101596869454321,0.123253677331677,0.123253677331677,0.058977213234015,0.058977213234015,0.00655302369266833,0.00336300947174633,0.0166263873598808,0.0224818927557109,0.377840909090909,-0.409659090909091,0.548153409090909,0.0528978938674274
N4SID,S,11,176,176,0.0598618154820898,0.0598618154820898,0.0107758337481795,0.122882943618555,0.149131556920041,0.149131556920041,0.0713176593278862,0.0713176593278862,0.00792418436976514,0.00385001602509053,0.0212031227552452,0.0268844923319889,0.370738636363636,-0.416761363636364,0.549857954545455,0.060008839077237
N4SID,S,12,176,176,0.0722019001010859,0.0722019001010859,0.0127775776996257,0.149432769592914,0.180808891702604,0.180808891702604,0.0853063372320309,0.0853063372320309,0.0094784819146701,0.00435079115292302,0.026817212976406,0.0315554140570868,0.363636363636364,-0.423863636363636,0.556392045454546,0.0673798447397353
N4SID,S,13,176,176,0.0859531804989274,0.0859531804989274,0.0143529148179897,0.180689211502346,0.218000296568592,0.218000296568592,0.10087030368115,0.10087030368115,0.0112078115201278,0.00490938854353191,0.0337446821123175,0.0360912983229502,0.359375,-0.428125,0.558096590909091,0.0753923469243566
N4SID,S,14,176,176,0.101444478461487,0.101444478461487,0.0166228670362338,0.219426170389826,0.264047426680829,0.264047426680829,0.118488943524082,0.118488943524082,0.0131654381693424,0.0055258528257683,0.0423886362709297,0.0403645511954461,0.350852272727273,-0.436647727272727,0.5625,0.0842993801791253
SSEST,Both,1,176,176,0.0196367054522269,0.0196367054522269,0.00278628053083391,0.0885960563055416,0.105810345564344,0.105810345564344,0.0245106209747854,0.0245106209747854,0.00272340233053171,0.0035041298250499,9.80054919530224e-05,0.0133111678046923,0.784090909090909,-0.00340909090909091,0.290909090909091,0.0511465931495944
SSEST,Both,2,176,176,0.0299474602977019,0.0299474602977019,0.00620107078552423,0.114919956268585,0.12912623874876,0.12912623874876,0.0395892206380748,0.0395892206380748,0.00439880229311942,0.00585859403519613,0.000581323998348538,0.0191087399710378,0.65625,-0.13125,0.367755681818182,0.0866889014485752
SSEST,Both,3,176,176,0.0360752351668266,0.0360752351668266,0.0103603085255242,0.113394712379177,0.132330949609569,0.132330949609569,0.0504300783167745,0.0504300783167745,0.00560334203519717,0.00652935094841508,0.00153917855328801,0.0224033636299264,0.565340909090909,-0.222159090909091,0.428977272727273,0.0975985267983717
SSEST,Both,4,176,176,0.0440120058084223,0.0440120058084223,0.014883762401202,0.11414260001253,0.137113409946415,0.137113409946415,0.0614893464505637,0.0614893464505637,0.00683214960561819,0.00780985314228747,0.00296131125557363,0.026408691804943,0.511363636363636,-0.276136363636363,0.462642045454546,0.114099976631562
SSEST,Both,5,176,176,0.0516232338204753,0.0516232338204753,0.0188160537253988,0.11315140941351,0.144054921282897,0.144054921282897,0.0732593650149194,0.0732593650149194,0.00813992944610216,0.00801029837434333,0.00477544966874803,0.0306975563312818,0.477272727272727,-0.310227272727272,0.483948863636364,0.120643132604366
SSEST,Both,6,176,176,0.0608112900683144,0.0608112900683144,0.0229316127550724,0.116910800054261,0.151920696263517,0.151920696263517,0.0848425655381569,0.0848425655381569,0.00942695172646188,0.00876305926953321,0.00689764961617817,0.0357236294561412,0.448863636363636,-0.338636363636363,0.502414772727273,0.128974537473964
SSEST,Both,7,176,176,0.0694519000461252,0.0694519000461252,0.0269695989682162,0.118146884095532,0.162039068950841,0.162039068950841,0.0965743786898797,0.0965743786898797,0.0107304865210977,0.00914823045763929,0.00936174550771816,0.04021143755967,0.430397727272727,-0.357102272727273,0.5125,0.134908564143006
SSEST,Both,8,176,176,0.0786243884866138,0.0786243884866138,0.0322430854503633,0.120533621659415,0.174242778096965,0.174242778096965,0.109412404417725,0.109412404417725,0.0121569338241917,0.00973464641373847,0.0122081877955974,0.0445246204530862,0.411931818181818,-0.375568181818182,0.526420454545455,0.144806013562374
SSEST,Both,9,176,176,0.0885212889461898,0.0885212889461898,0.0380815116359102,0.125550932273426,0.187658224687926,0.187658224687926,0.121915331327925,0.121915331327925,0.013546147925325,0.0101985360068164,0.0154446956297768,0.0493319093842717,0.400568181818182,-0.386931818181818,0.538068181818182,0.150689825752173
SSEST,Both,10,176,176,0.0985595942834764,0.0985595942834764,0.0436191015199048,0.131845766083613,0.201265146577245,0.201265146577245,0.133646014730216,0.133646014730216,0.0148495571922463,0.0108884152868622,0.0189586146238891,0.0538630071804789,0.390625,-0.396875,0.545596590909091,0.161022583685862
SSEST,Both,11,176,176,0.108132671475246,0.108132671475246,0.0469059189986643,0.139629720555635,0.216761481048483,0.216761481048483,0.145439778637239,0.145439778637239,0.0161599754041377,0.0112318799328675,0.0226986060519346,0.0580422100863063,0.383522727272727,-0.403977272727273,0.548579545454546,0.167379031905116
SSEST,Both,12,176,176,0.118624306495464,0.118624306495464,0.0539883001384033,0.146816093295969,0.234508182511508,0.234508182511508,0.158475126987588,0.158475126987588,0.0176083474430654,0.011877551737865,0.026764630844581,0.0623737764699524,0.372159090909091,-0.415340909090909,0.553551136363637,0.175670955908957
SSEST,Both,13,176,176,0.130127712704387,0.130127712704387,0.059622121458005,0.158319152172196,0.254731466807419,0.254731466807419,0.172836841198693,0.172836841198693,0.0192040934665215,0.0123278784524553,0.0312313716673545,0.0673643691180553,0.359375,-0.428125,0.563920454545455,0.181768982784111
SSEST,Both,14,176,176,0.141410879960474,0.141410879960474,0.0657295848187675,0.171024937386551,0.275092594472799,0.275092594472799,0.186500280422948,0.186500280422948,0.0207222533803276,0.012901596784848,0.0357207299530262,0.0720662998422718,0.362215909090909,-0.425284090909091,0.560795454545455,0.189854518450957
SSEST,I,1,176,176,0.0118921798430631,0.0118921798430631,0.00224906574427677,0.0652298452104017,0.0870714432195595,0.0870714432195595,0.0153038430408028,0.0153038430408028,0.00170042700453365,0.00392593513922591,0.000412849025838408,0.00585296867346516,0.78125,-0.00625000000000002,0.282954545454546,0.057098608113362
SSEST,I,2,176,176,0.016565718058196,0.016565718058196,0.00616722596765803,0.0598300697605239,0.0867382489924512,0.0867382489924512,0.0275845014520461,0.0275845014520461,0.0030649446057829,0.00610083147705398,0.00172140647558066,0.00567853549977847,0.643465909090909,-0.144034090909091,0.369318181818182,0.0882471229236559
SSEST,I,3,176,176,0.0241658207031409,0.0241658207031409,0.0110669133772875,0.0645269372596937,0.0964104945464768,0.0964104945464768,0.0404629157133462,0.0404629157133462,0.00449587952370513,0.00707291757532353,0.00373611077290262,0.00886091283120965,0.558238636363636,-0.229261363636363,0.428409090909091,0.104217742991882
SSEST,I,4,176,176,0.0324814724921624,0.0324814724921624,0.0157799445313969,0.0711874563109519,0.110532027607943,0.110532027607943,0.053762594241119,0.053762594241119,0.00597362158234656,0.00834410927199752,0.00615832535223874,0.0120054162855796,0.515625,-0.271875,0.458096590909091,0.11937084388752
SSEST,I,5,176,176,0.0410194134753709,0.0410194134753709,0.021015051977667,0.0768935075415958,0.121633772493011,0.121633772493011,0.0665031678472085,0.0665031678472085,0.00738924087191206,0.00912772448376861,0.00884482577082051,0.0156576223488697,0.477272727272727,-0.310227272727272,0.482670454545455,0.132578267770718
SSEST,I,6,176,176,0.0501415526319796,0.0501415526319796,0.0276244974886224,0.083401167349813,0.134541364626811,0.134541364626811,0.0794422730988982,0.0794422730988982,0.00882691923321091,0.00996479517016566,0.0118050635367436,0.0195447746918594,0.451704545454545,-0.335795454545454,0.497159090909091,0.144905093024278
SSEST,I,7,176,176,0.0596408802180629,0.0596408802180629,0.0325542889733504,0.0904720757842494,0.148490873259993,0.148490873259993,0.0927045676588232,0.0927045676588232,0.010300507517647,0.0107557519963528,0.0149352816233141,0.023649339080749,0.423295454545455,-0.364204545454545,0.516193181818182,0.156400721333173
SSEST,I,8,176,176,0.0694171126326357,0.0694171126326357,0.037245180700466,0.0974359776797193,0.166111141792755,0.166111141792755,0.106707400948376,0.106707400948376,0.0118563778831528,0.0115954604883301,0.0182239052010747,0.027741369060078,0.411931818181818,-0.375568181818182,0.525426136363636,0.168526474749588
SSEST,I,9,176,176,0.0798258280861636,0.0798258280861636,0.0422913101649671,0.106127406605959,0.184354969421991,0.184354969421991,0.120981359694286,0.120981359694286,0.0134423732993651,0.0120154540020908,0.0216688055599428,0.0326991952247649,0.401988636363636,-0.385511363636363,0.530255681818182,0.177347752337945
SSEST,I,10,176,176,0.0898973438203974,0.0898973438203974,0.0494509906565432,0.115212261536519,0.203332060077223,0.203332060077223,0.135301667508083,0.135301667508083,0.0150335186120092,0.0131924833469067,0.0253622363338812,0.0363091055276004,0.386363636363636,-0.401136363636363,0.541903409090909,0.190690428393682
SSEST,I,11,176,176,0.100878003662137,0.100878003662137,0.0576780956849588,0.12603173694215,0.222801046202784,0.222801046202784,0.14959684073745,0.14959684073745,0.01662187119305,0.0135387893363527,0.0291746137193733,0.0415427294133612,0.373579545454545,-0.413920454545454,0.549005681818182,0.20038120595496
SSEST,I,12,176,176,0.111306854556865,0.111306854556865,0.0707046127015657,0.135372906293531,0.244020630096586,0.244020630096586,0.164473694740005,0.164473694740005,0.0182748549711117,0.0148125972766382,0.033163908399257,0.0450554939098582,0.372159090909091,-0.415340909090909,0.549431818181818,0.216015597165845
SSEST,I,13,176,176,0.122687394560094,0.122687394560094,0.0819724958220859,0.145909607982128,0.265994013465794,0.265994013465794,0.179341734683088,0.179341734683088,0.019926859409232,0.0154922363978336,0.037322683374547,0.0499456153784815,0.366477272727273,-0.421022727272727,0.553409090909091,0.228636667015726
SSEST,I,14,176,176,0.133826960925734,0.133826960925734,0.090658783199939,0.157346395917425,0.291930325122796,0.291930325122796,0.195090381813586,0.195090381813586,0.0216767090903984,0.016771086654965,0.0416974047951142,0.0536817603852559,0.365056818181818,-0.422443181818182,0.555113636363637,0.244677428468971
SSEST,None,1,176,176,0.00762195882276427,0.00762195882276427,0.00589704620234919,0.00651126951287051,0.0181866480389609,0.0181866480389609,0.0128390448750117,0.0128390448750117,0.00142656054166797,0.00571254006001009,0.000400380641907214,8.24775791789932e-05,0.910511363636364,0.123011363636364,0.235369318181818,0.0835108454613294
SSEST,None,2,176,176,0.0131536303026908,0.0131536303026908,0.00877591173242781,0.0152512681660734,0.0373508081307244,0.0373508081307244,0.0259309776244334,0.0259309776244334,0.00288121973604815,0.0081155261167642,0.00150682425180793,0.00065006019807051,0.84375,0.05625,0.240340909090909,0.118662895333336
SSEST,None,3,176,176,0.0187305673462033,0.0187305673462033,0.0114359064581937,0.0252265438865703,0.056706777876707,0.056706777876707,0.0389538125051533,0.0389538125051533,0.00432820138946148,0.00993675909653788,0.00296177773315704,0.00150382912704694,0.802556818181818,0.0150568181818182,0.25625,0.145320402491537
SSEST,None,4,176,176,0.0246077830332324,0.0246077830332324,0.0154430700776677,0.0352647012559514,0.0757185262912814,0.0757185262912814,0.0517900836370441,0.0517900836370441,0.00575445373744935,0.0114575635719032,0.00468487166595236,0.00271089405792753,0.748579545454545,-0.0389204545454546,0.284375,0.167593286210893
SSEST,None,5,176,176,0.0308209298880353,0.0308209298880353,0.0200578116456735,0.0444777537851386,0.0939028741383393,0.0939028741383393,0.0643289113125595,0.0643289113125595,0.00714765681250661,0.0127858727170559,0.00664333737200438,0.00424406298646836,0.697443181818182,-0.0900568181818182,0.315909090909091,0.187057956614101
SSEST,None,6,176,176,0.0373940126835443,0.0373940126835443,0.0252748684888913,0.0525939824079694,0.11111041868369,0.11111041868369,0.0766895807160963,0.0766895807160963,0.0085210645240107,0.0139768980916096,0.00885834809499354,0.00603770197293051,0.650568181818182,-0.136931818181818,0.348863636363637,0.204520597152693
SSEST,None,7,176,176,0.0443117161197939,0.0443117161197939,0.0308555951505571,0.0600330397815723,0.127539842732554,0.127539842732554,0.0887784382529885,0.0887784382529885,0.00986427091699873,0.0150634314098007,0.0113206197948775,0.00806339399811696,0.603693181818182,-0.183806818181818,0.386363636363637,0.220459900495394
SSEST,None,8,176,176,0.0515964377195705,0.0515964377195705,0.0356370239517993,0.0675620131421847,0.143561191168923,0.143561191168923,0.100662105716461,0.100662105716461,0.0111846784129401,0.0160668591503194,0.0140665518657361,0.0102783482905749,0.565340909090909,-0.222159090909091,0.413494318181818,0.235187985476634
SSEST,None,9,176,176,0.059146259731703,0.059146259731703,0.0388100513931527,0.075686059437991,0.159487950892345,0.159487950892345,0.112462874194015,0.112462874194015,0.0124958749104461,0.0170020611434204,0.0170131899192657,0.0126351337585707,0.529829545454545,-0.257670454545454,0.438636363636364,0.248921955384051
SSEST,None,10,176,176,0.0668950920530667,0.0668950920530667,0.04351350962857,0.0845194090547852,0.17538358612814,0.17538358612814,0.124132599849207,0.124132599849207,0.0137925110943563,0.0178798942238075,0.0201529354372906,0.0150697512976123,0.507102272727273,-0.280397727272727,0.457670454545455,0.26182017536713
SSEST,None,11,176,176,0.0746565130617992,0.0746565130617992,0.0475948805992212,0.0935963428414545,0.191021558564262,0.191021558564262,0.135661239508179,0.135661239508179,0.0150734710564644,0.0187085743798944,0.0233579094198274,0.017516558205613,0.494318181818182,-0.293181818181818,0.467471590909091,0.274002458706447
SSEST,None,12,176,176,0.0823150761778801,0.0823150761778801,0.0505083274943396,0.102197240551205,0.206066313359035,0.206066313359035,0.147034158166895,0.147034158166895,0.0163371286852105,0.0194945016858753,0.0265007280971721,0.0199827177096222,0.478693181818182,-0.308806818181818,0.479829545454546,0.285562113688099
SSEST,None,13,176,176,0.0898187146514999,0.0898187146514999,0.0543302047281134,0.109945036108373,0.220318058047304,0.220318058047304,0.158001586780638,0.158001586780638,0.0175557318645154,0.0202427803503612,0.0295991963419891,0.0224210060946343,0.470170454545455,-0.317329545454545,0.485795454545455,0.29657353732138
SSEST,None,14,176,176,0.0972020921700015,0.0972020921700015,0.0587676969980052,0.116874355824993,0.233811328252262,0.233811328252262,0.168537673660452,0.168537673660452,0.0187264081844946,0.0209575613216657,0.0327053605358391,0.024812762128002,0.457386363636364,-0.330113636363636,0.492329545454546,0.307097217503269
SSEST,S,1,176,176,0.00594950628374695,0.00594950628374695,0.00252592619663085,0.0308345405693201,0.0391573932067837,0.0391573932067837,0.00976339666373341,0.00976339666373341,0.00108482185152593,0.00195724156441208,0.000744157140345851,0.00216328572746309,0.78125,-0.00625000000000003,0.275,0.0289826211285949
SSEST,S,2,176,176,0.0145517261181189,0.0145517261181189,0.00641500218014778,0.05599373446345,0.0674128548190967,0.0674128548190967,0.0248180945960588,0.0248180945960588,0.00275756606622876,0.00359619002891094,0.00353169320632134,0.00466627681665783,0.609375,-0.178125,0.384517045454546,0.0531125867219771
SSEST,S,3,176,176,0.0235160945055071,0.0235160945055071,0.0101368538641768,0.06398527937074,0.0790360305652334,0.0790360305652334,0.038389570794016,0.038389570794016,0.00426550786600178,0.00461259398865986,0.0079789550759819,0.00665903757486359,0.507102272727273,-0.280397727272727,0.459232954545455,0.0677408583166606
SSEST,S,4,176,176,0.0331565055706539,0.0331565055706539,0.0145560440146349,0.0682636270791979,0.0939851160369959,0.0939851160369959,0.0521331794335656,0.0521331794335656,0.0057925754926184,0.00544426261869329,0.0133679959427292,0.00855167151661302,0.448863636363636,-0.338636363636363,0.502272727272727,0.0799989641102191
SSEST,S,5,176,176,0.0435452544774961,0.0435452544774961,0.0196837799864432,0.0747695374260678,0.110717850093606,0.110717850093606,0.065972713430395,0.065972713430395,0.00733030149226611,0.00617962044827502,0.0193812563296153,0.0106540762073397,0.419034090909091,-0.368465909090909,0.521875,0.0908551473486211
SSEST,S,6,176,176,0.0544650732912337,0.0544650732912337,0.0252520506047146,0.083717376083596,0.128454439074198,0.128454439074198,0.0799723172405505,0.0799723172405505,0.00888581302672783,0.00685432411127619,0.0257332134731446,0.0129917226800851,0.400568181818182,-0.386931818181818,0.532670454545455,0.1007798478773
SSEST,S,7,176,176,0.0661475400891583,0.0661475400891583,0.0306240654716526,0.0960373641337295,0.147081496216057,0.147081496216057,0.0942983185306699,0.0942983185306699,0.0104775909478522,0.00746947613023587,0.0324204625933172,0.015780010417753,0.389204545454545,-0.398295454545454,0.542897727272727,0.109646408132404
SSEST,S,8,176,176,0.0775871639585562,0.0775871639585562,0.0368875627489824,0.105046664210006,0.16684890899792,0.16684890899792,0.108968456601032,0.108968456601032,0.0121076062890035,0.00808553138284245,0.0394864616290672,0.017907564657643,0.375,-0.4125,0.553409090909091,0.118789327184358
SSEST,S,9,176,176,0.0898816286249421,0.0898816286249421,0.0413215917339579,0.118700049394329,0.188072113853299,0.188072113853299,0.123987439642449,0.123987439642449,0.0137763821824944,0.00863683983147951,0.0469169429420207,0.0205514636689475,0.365056818181818,-0.422443181818182,0.560227272727273,0.126849816549283
SSEST,S,10,176,176,0.102779922176034,0.102779922176034,0.0452834362174975,0.135068878332565,0.21092497744538,0.21092497744538,0.139240823975458,0.139240823975458,0.0154712026639398,0.00917771966171444,0.0547108997677936,0.0234201000825863,0.352272727272727,-0.435227272727273,0.5671875,0.134586155086595
