CaseID,CaseName,TruthModel,Solver,StructuralMismatch,ObservationNoise,ProcessNoise,ReplicateID,Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,ResultSource,WindowDay,WindowDayIdx,HorizonIdx,ForecastDay,Truth_Rt,Alpha,NominalCoverage,LowerBound,UpperBound,Coverage,IntervalMethod,IntervalStatus,IntervalWidth,CoverageError,AbsoluteCoverageError,IntervalScore,WISIntervalComponent,WISSharpnessComponent,WISUnderpredictionComponent,WISOverpredictionComponent
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/combined_stress/forecasts/partB_combined_stress_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,2,51,1.49487796559399,0.5,0.5,1.5103161254367,1.78138743758663,0,closed_loop_monte_carlo,ok,0.271071312149932,-0.5,0.5,0.332823951520736,0.0184902195289298,0.0150595173416629,0.00343070218726687,0
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/combined_stress/forecasts/partB_combined_stress_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,3,52,1.49280316518971,0.5,0.5,1.56729824560764,1.6483382492383,0,closed_loop_monte_carlo,ok,0.0810400036306658,-0.5,0.5,0.379020325302365,0.0210566847390203,0.00450222242392588,0.0165544623150944,0
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,1,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/combined_stress/forecasts/partB_combined_stress_forecast_A1_rep001_AR_None.mat,forecast_results,49,50,1,50,1.4966032770697,0.05,0.95,1.38275564709342,1.63111560081506,1,closed_loop_monte_carlo,ok,0.248359953721646,0.05,0.05,0.248359953721646,0.00137977752067581,0.00137977752067581,0,0
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,1,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/combined_stress/forecasts/partB_combined_stress_forecast_A1_rep001_AR_None.mat,forecast_results,49,50,2,51,1.49487796559399,0.05,0.95,1.30398762109534,1.77951093688731,1,closed_loop_monte_carlo,ok,0.47552331579197,0.05,0.05,0.47552331579197,0.00264179619884428,0.00264179619884428,0,0
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,1,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/combined_stress/forecasts/partB_combined_stress_forecast_A1_rep001_AR_None.mat,forecast_results,49,50,3,52,1.49280316518971,0.05,0.95,1.37005375851816,1.7683372262398,1,closed_loop_monte_carlo,ok,0.398283467721647,0.05,0.05,0.398283467721647,0.00221268593178693,0.00221268593178693,0,0
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,1,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/combined_stress/forecasts/partB_combined_stress_forecast_A1_rep001_AR_None.mat,forecast_results,49,50,1,50,1.4966032770697,0.1,0.9,1.38275564709342,1.63111560081506,1,closed_loop_monte_carlo,ok,0.248359953721646,0.1,0.1,0.248359953721646,0.00275955504135162,0.00275955504135162,0,0
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,1,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/combined_stress/forecasts/partB_combined_stress_forecast_A1_rep001_AR_None.mat,forecast_results,49,50,2,51,1.49487796559399,0.1,0.9,1.30398762109534,1.77951093688731,1,closed_loop_monte_carlo,ok,0.47552331579197,0.1,0.1,0.47552331579197,0.00528359239768855,0.00528359239768855,0,0
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,1,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/combined_stress/forecasts/partB_combined_stress_forecast_A1_rep001_AR_None.mat,forecast_results,49,50,3,52,1.49280316518971,0.1,0.9,1.37005375851816,1.7683372262398,1,closed_loop_monte_carlo,ok,0.398283467721647,0.1,0.1,0.398283467721647,0.00442537186357385,0.00442537186357385,0,0
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,1,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/combined_stress/forecasts/partB_combined_stress_forecast_A1_rep001_AR_None.mat,forecast_results,49,50,1,50,1.4966032770697,0.2,0.8,1.41770246854257,1.61158201153947,1,closed_loop_monte_carlo,ok,0.193879542996896,0.2,0.2,0.193879542996896,0.00430843428881992,0.00430843428881992,0,0
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,1,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/combined_stress/forecasts/partB_combined_stress_forecast_A1_rep001_AR_None.mat,forecast_results,49,50,2,51,1.49487796559399,0.2,0.8,1.33620514186882,1.72389444584865,1,closed_loop_monte_carlo,ok,0.387689303979839,0.2,0.2,0.387689303979839,0.00861531786621864,0.00861531786621864,0,0
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,1,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/combined_stress/forecasts/partB_combined_stress_forecast_A1_rep001_AR_None.mat,forecast_results,49,50,3,52,1.49280316518971,0.2,0.8,1.39170421020037,1.73488515844303,1,closed_loop_monte_carlo,ok,0.34318094824266,0.2,0.2,0.34318094824266,0.00762624329428134,0.00762624329428134,0,0
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,1,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/combined_stress/forecasts/partB_combined_stress_forecast_A1_rep001_AR_None.mat,forecast_results,49,50,1,50,1.4966032770697,0.5,0.5,1.51989961975657,1.59204842226387,0,closed_loop_monte_carlo,ok,0.0721488025072956,-0.5,0.5,0.165334173254776,0.00918523184748753,0.00400826680596087,0.00517696504152666,0
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,1,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/combined_stress/forecasts/partB_combined_stress_forecast_A1_rep001_AR_None.mat,forecast_results,49,50,2,51,1.49487796559399,0.5,0.5,1.38432155220655,1.5588821414423,1,closed_loop_monte_carlo,ok,0.174560589235759,0.5,0.5,0.174560589235759,0.0096978105130977,0.0096978105130977,0,0
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,1,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/combined_stress/forecasts/partB_combined_stress_forecast_A1_rep001_AR_None.mat,forecast_results,49,50,3,52,1.49280316518971,0.5,0.5,1.41811862992306,1.6785343876328,1,closed_loop_monte_carlo,ok,0.260415757709745,0.5,0.5,0.260415757709745,0.0144675420949858,0.0144675420949858,0,0
