Scenario,Model,ExoMode,GroupCount,Mean_WindowWIS,Median_WindowWIS,Std_WindowWIS,Min_WindowWIS,Max_WindowWIS
real,ARX,I,132,0.0824260923262188,0.0493502218462502,0.0826408596034642,0.0240944380692861,0.464062691053313
real,AR,None,132,0.0685947643963618,0.0454031874645489,0.0730896591656449,0.0247007225677353,0.552554429640231
