CaseID,CaseName,TruthModel,Solver,StructuralMismatch,ObservationNoise,ProcessNoise,ReplicateID,Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,ResultSource,WindowDay,WindowDayIdx,WindowWIS,WindowRawScaleWIS,WindowRMSE,WindowMAE,MeanWISMedianComponent,MeanWISDispersionComponent,MeanWISUnderpredictionComponent,MeanWISOverpredictionComponent,MeanCoverage,MeanCalibrationBias,MeanAbsoluteCalibrationError,MeanIntervalWidth,IsValid,IntervalMethod,IntervalStatus,RecordedStatus,AICC
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,119,120,6.35641546078698e-06,6.35641546078698e-06,1.21133143546811e-05,6.69340881659375e-06,7.43712090732639e-07,5.50488866794884e-08,0,5.55765448337485e-06,0,-0.7875,0.7875,8.53524473164367e-07,1,closed_loop_monte_carlo,ok,ok,-5062.08813361165
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,126,127,2.53380464457084e-06,2.53380464457084e-06,6.21875997997932e-06,3.20800677845932e-06,3.56445197606591e-07,1.09501449369979e-07,2.06785799759427e-06,0,0.285714285714286,-0.501785714285714,0.592857142857143,1.60324854054015e-06,1,closed_loop_monte_carlo,ok,ok,-5295.9029395267
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,133,134,8.01234354088768e-06,8.01234354088768e-06,1.62073704378109e-05,8.707581719796e-06,9.67509079977334e-07,1.18767648446803e-07,6.92606681246354e-06,0,0,-0.7875,0.7875,1.6868673345006e-06,1,closed_loop_monte_carlo,ok,ok,-5568.11625466814
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,140,141,1.04658379368248e-05,1.04658379368248e-05,2.06034083796847e-05,1.12738861834779e-05,1.25265402038644e-06,1.33175763131519e-07,9.08000815330689e-06,0,0,-0.7875,0.7875,1.9653394315311e-06,1,closed_loop_monte_carlo,ok,ok,-5772.61224520452
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,147,148,1.19891433351106e-05,1.19891433351106e-05,2.31800302772205e-05,1.28397072726002e-05,1.42663414140002e-06,1.98458231626913e-07,1.03640509620837e-05,0,0,-0.7875,0.7875,3.00105011143137e-06,1,closed_loop_monte_carlo,ok,ok,-5948.74084045779
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,154,155,1.05992844145433e-05,1.05992844145433e-05,2.17588199217531e-05,1.22093519175914e-05,1.35659465751016e-06,2.99110627698437e-07,8.94357912933467e-06,0,0,-0.7875,0.7875,4.58079467236171e-06,1,closed_loop_monte_carlo,ok,ok,-6136.40581203032
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,161,162,3.29660257896502e-06,3.29660257896502e-06,9.24783745102651e-06,5.28539310004231e-06,5.87265900004701e-07,4.01744233469611e-07,2.30759244549071e-06,0,0.0535714285714286,-0.733928571428571,0.746428571428572,5.68624928311477e-06,1,closed_loop_monte_carlo,ok,ok,-6374.77574106302
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,168,169,9.96553692379622e-07,9.96553692379622e-07,4.83926854089792e-06,2.63336587283788e-06,2.92596208093098e-07,3.81373914292918e-07,0,3.22583569993606e-07,0.803571428571429,0.0160714285714286,0.233928571428571,5.53391207425147e-06,1,closed_loop_monte_carlo,ok,ok,-6653.72749141613
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,175,176,3.20348151388629e-06,3.20348151388629e-06,9.52446450359329e-06,5.33508519264179e-06,5.92787243626866e-07,3.93474464031411e-07,0,2.21721980622802e-06,0.285714285714286,-0.501785714285714,0.576785714285714,5.87097782908663e-06,1,closed_loop_monte_carlo,ok,ok,-6934.0178044811
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,182,183,3.03758223244577e-06,3.03758223244577e-06,9.87874265462381e-06,5.62332965563834e-06,6.24814406182038e-07,4.09770861744787e-07,0,2.00299696451894e-06,0.303571428571429,-0.483928571428571,0.541071428571429,6.08343965907698e-06,1,closed_loop_monte_carlo,ok,ok,-7208.40684435269
