State_Order_n,Differencing_d,MeanWIS_A1,MeanWIS_A2,MeanWIS_A3,MeanWIS_A4,GlobalMeanWIS,Rank
1,0,0.0332966931752316,0.0296098455782071,0.0822549094768082,0.0733707773443869,0.0546330563936584,1
2,0,0.00948453843923509,0.290798952197171,0.0441115284226927,0.0941885762031873,0.109645898815572,2
3,0,0.0491156554813049,0.126571962715523,66.4794168113594,0.0928486022805157,16.6869882579592,3
6,0,17032298947.1317,2935088589.55743,0.141881442243809,0.143658159348119,4991846884.24367,4
4,0,0.0491156554813049,7.02800772650286e+25,0.141881442243809,0.143658159348119,1.75700193162572e+25,5
8,0,4.95448191341201e+160,83273.8831838809,5.31842753334206e+75,1783997388691.33,1.238620478353e+160,6
7,0,1.09931370225786e+173,2.02454800035096e+105,0.141881442243809,0.143658159348119,2.74828425564464e+172,7
5,0,9.87846155995149e+275,2.19647226051487e+119,0.141881442243809,0.143658159348119,2.46961538998787e+275,8
