State_Order_n,Differencing_d,MeanWIS_A1,MeanWIS_A2,MeanWIS_A3,MeanWIS_A4,GlobalMeanWIS,Rank
1,0,0.0263194950588389,0.0341020011272996,0.0679415132676896,0.0711429287638249,0.0498764845544132,1
4,0,0.0416726731465032,0.0414651897003802,0.136045333932607,0.195090794523679,0.103568497825792,2
2,0,0.00390758114314288,1.29591527315492e+31,0.0175020752133603,0.0167957513642597,3.23978818288729e+30,3
3,0,0.0355920219591459,4.6903881545512e+55,0.0611574761069681,0.0402628907401737,1.1725970386378e+55,4
