State_Order_n,Differencing_d,MeanWIS_A1,MeanWIS_A2,MeanWIS_A3,MeanWIS_A4,GlobalMeanWIS,Rank
3,0,0.0499562493110907,1.20317232555785e+20,3.18264601390667e+29,2.80214624199055e+134,7.00536560497638e+133,1
2,0,0.101778016142334,3356137831.29156,3.79804508809552e+34,2.65866464147525e+155,6.64666160368813e+154,2
1,0,0.0378929652603154,7.85088867954311e+188,0.138394850433746,0.133900319729033,1.96272216988578e+188,3
6,0,9.15563951537073e+128,1.0689210453516e+189,2.31308566763222e+145,1.33532649495627e+177,2.67230261338233e+188,4
7,0,8.9399056155476e+256,6003.66849887609,2.81596269529059e+297,1.34778133720385e+252,7.03990673822648e+296,5
8,0,3.56149989312215e+59,8.94334998226504e+142,4.03186366118344e+297,5.11415611836613e+250,1.00796591529586e+297,6
4,0,6.06217779447487e+289,3500836.99542546,5.77795357081707e+268,3.55922330370268e+299,8.89805826077223e+298,7
5,0,3.01842253002397e+251,1.43278846779381e+53,7.11201497529749e+302,4.39380543054649e+125,1.77800374382437e+302,8
