na,nb,nk,MeanWIS_A1,MeanWIS_A2,MeanWIS_A3,MeanWIS_A4,GlobalMeanWIS,Rank
4,4,5,0.00238860768834344,0.0893003827591191,0.0291763175970758,0.193615123346233,0.0786201078476929,24
4,5,6,0.00220172131551118,0.0972691656155241,0.0353024880600079,0.220641242685866,0.0888536544192272,25
0,1,1,0.0912750432925844,0.119779678093613,0.209323216293053,0.185165696231765,0.151385908477754,26
4,2,4,0.00124170463219239,0.0479451688092977,0.0180039308103371,0.869394062794397,0.234146216761556,27
2,2,3,0.00183380518562304,0.0323306070127685,0.0611798662712808,1.16430764944844,0.314912981979527,28
2,2,4,0.00240640335068524,0.0312988695871775,0.0925933698616678,1.65942759707897,0.446431559969625,29
4,7,7,0.00189030061925096,0.923241408458253,0.0475113006253702,0.925524321916555,0.474541832904857,30
4,5,5,0.00156903704062109,0.104746076366758,0.0361950686749102,2.18190707385425,0.581104313984135,31
2,2,5,0.00296787292997405,0.030875190492447,0.115528164971167,2.52480396985967,0.668543799563313,32
2,3,4,0.00230709350875037,0.0386897260027366,0.097907791055443,2.84192690740371,0.745207879492659,33
2,3,5,0.00280021387804438,0.0376969833509095,0.129311536998317,3.70814088158698,0.969487403953562,34
2,3,6,0.0032531513447611,0.0374993348032214,0.156123046770666,5.2983163508622,1.37379797094521,35
2,6,7,0.00378875611911652,0.28771567067616,0.231563228636467,5.0660391962978,1.39727671293239,36
2,4,5,0.00289014611720672,0.0845044565231737,0.125785171328612,5.81734895405144,1.50763218200511,37
2,5,7,0.00367513247406801,0.149061575922962,0.198851095042129,6.7630530624012,1.77866021646009,38
2,4,6,0.0033166135118593,0.132241109382381,0.158288145806657,6.87281267151037,1.79166463505282,39
2,5,6,0.00340441872507969,0.140801482702461,0.162688098193539,7.88890368257072,2.04894942054795,40
2,3,7,0.00364846467991808,0.0378691958788785,0.181902631549994,8.29003119269113,2.12836287119998,41
2,4,7,0.00364060305498794,0.163407529885955,0.184510737403651,9.08730516633551,2.35971600917003,42
2,3,3,0.00168721647442161,0.0469809173117097,0.155816199676473,422.81406317585,105.754636877328,43
2,2,2,0.00132545614378812,0.0416339523980587,0.0540962005103608,430.243858574373,107.585228545856,44
2,4,4,0.00224279155454416,0.245126176501861,0.50683603780152,7654.1885190765,1913.73568102059,45
2,7,7,0.0039267847990506,0.807315735715569,881.282637702936,22713.8145205997,5898.97710020578,46
2,5,5,0.00280991557273916,0.440729887911362,2.42734906973185,129687.207423522,32422.5195780989,47
2,6,6,0.00340733951430818,0.387806394925145,22.9500395660993,887929.69364654,221988.25872496,48
0,4,2,0.0491156554813049,1597004.73640943,0.141881442243809,0.143658159348119,399251.267766171,49
1,2,3,0.0405353869468266,0.0431598560678658,0.369713828599791,1854084.40017924,463521.213397078,50
1,2,4,0.0519650697815933,0.0407540068090124,0.702957725694628,6137284.38036663,1534321.29401086,51
1,5,5,0.0615990751145326,20437.1928936816,335072.619382404,9448713.15276266,2451055.75665946,52
1,2,5,0.066488508352388,0.0385318272180765,0.968442685747933,15480478.0297182,3870119.7757953,53
1,2,6,0.0834716103234581,0.0366151744361763,1.86164379081731,67474896.1087404,16868724.5226178,54
1,2,7,0.103803220512664,0.0350231624552398,2.37428375165551,158497589.4533,39624397.9916026,55
2,2,7,0.00388205828877152,6313163226.45562,0.146878036760446,7.6953445512983,1578290808.57543,56
1,3,5,0.28639921527986,0.086313156752013,741.405319964886,6827389645.4694,1706847596.81186,57
1,3,6,0.364552902954653,0.0746907975829044,442.876215975901,7123720274.07521,1780930179.34767,58
1,3,4,0.185735386401296,0.0987007684243944,824.560784501942,25665779481.3736,6416445076.55471,59
1,4,5,0.299965173040775,2108.88233265878,485.541941548553,49117941008.9221,12279485900.9116,60
8,1,5,0.00432827876362289,70157654088.8159,0.0780194522889329,0.00810034792956346,17539413522.2266,61
