State_Order_n,Differencing_d,MeanWIS_A1,MeanWIS_A2,MeanWIS_A3,MeanWIS_A4,GlobalMeanWIS,Rank
1,0,0.0492550968082854,0.031323190761912,0.133719278658779,0.134935183576076,0.087308187451263,1
2,0,0.019622622273641,6.96583368304669e+52,0.153502134736152,0.0582202579314257,1.74145842076167e+52,2
3,0,4.72780098000687e+117,0.120944481596951,1.56495553229371e+15,7080548039.97194,1.18195024500172e+117,3
4,0,3.87834290572456e+192,0.0329441361483629,5.24220989952087e+85,0.221969227050333,9.6958572643114e+191,4
