State_Order_n,Differencing_d,MeanWIS_A1,MeanWIS_A2,MeanWIS_A3,MeanWIS_A4,GlobalMeanWIS,Rank
1,0,0.0349068619766084,0.0333314033996099+0i,0.102044793810379,0.105658147361923,0.0689853016371302+0i,1
4,0,0.046796434192748,0.221743668059823+0i,0.126514684940188,0.111387536663175,0.126610580963983+0i,2
2,0,0.0060926250525925,7.21593658350349e+19+0i,0.0209610733977711,0.0217369206890243,1.80398414587587e+19+0i,3
7,0,0.0491156554813049,0.282975226134808+0i,0.658627037118368,2.56272893352892e+52,6.40682233382231e+51+0i,4
5,0,1.16384162599394e+90,24.4465204526043-0.00304217533571442i,0.117192672373741,0.135307938917593,2.90960406498485e+89-0.000760543833928605i,5
6,0,1.56801098106072e+211,0.0987572193009138-0.0151729705897048i,11825.5349079758,0.142937114437646,3.9200274526518e+210-0.00379324264742621i,6
8,0,8.44806486898283e+148,1.4937462136267e+36+0i,7.35050370627093e+298,3.50062483746583e+263,1.83762592656773e+298+0i,7
3,0,0.0423794579457918,1.15817000399159e+299+0i,0.185020471232838,0.105743652000091,2.89542500997899e+298+0i,8
