ExperimentID,ExperimentName,DataSource,CountryCode,CountryName,Strategies,MinWindow,StepSize,ForecastHorizon,WISAlphas,NumForecastArtifacts,NumWindowScores,NumPointwiseScores
partC_real_data_validation,Part C Swedish COVID real-data validation,WHO-derived COVID-19 daily cases,SE,Sweden,"fixed_parameters, online_reestimate, local_order_retuning",49,7,14,"0.05, 0.1, 0.2, 0.5",6,162,2268
