DataSource,CountryCode,CountryName,Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,ResultSource,WindowDay,WindowDate,WindowDayIdx,WindowWIS,WindowRawScaleWIS,WindowRMSE,WindowMAE,MeanWISMedianComponent,MeanWISDispersionComponent,MeanWISUnderpredictionComponent,MeanWISOverpredictionComponent,MeanCoverage,MeanCalibrationBias,MeanAbsoluteCalibrationError,MeanIntervalWidth,IsValid,IntervalMethod,IntervalStatus,RecordedStatus,AICC
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,364,2021-03-21,365,0.0314921717951329,0.0314921717951329,0.0616908143386293,0.0536909519291306,0.00596566132545895,0.0253698867337398,0,0.000156623735934079,0.964285714285714,0.176785714285714,0.2125,0.377655119349679,1,closed_loop_monte_carlo,ok,ok,-1377.33544546621
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,371,2021-03-28,372,0.0318887493437579,0.0318887493437579,0.0717753082040393,0.0544241012961458,0.00604712236623842,0.0254101850402632,0.00043144193725625,0,0.964285714285714,0.176785714285714,0.2125,0.373757406471691,1,closed_loop_monte_carlo,ok,ok,-1410.24353281321
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,378,2021-04-04,379,0.0320243121841388,0.0320243121841388,0.0857153628757346,0.0649499090536066,0.00721665656151184,0.0211598947902032,0,0.00364776083242376,0.892857142857143,0.105357142857143,0.2125,0.321481191592279,1,closed_loop_monte_carlo,ok,ok,-1441.6259719206
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,385,2021-04-11,386,0.0382173637966207,0.0382173637966207,0.108790901532725,0.090156803780338,0.0100174226422598,0.02384880551161,0.00435113564275088,0,0.857142857142857,0.0696428571428571,0.2125,0.352961157669616,1,closed_loop_monte_carlo,ok,ok,-1469.8949246892
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,392,2021-04-18,393,0.0225540096561306,0.0225540096561306,0.0169424821213006,0.0137534533215244,0.00152816148016938,0.0210258481759612,0,0,1,0.2125,0.2125,0.308644866210764,1,closed_loop_monte_carlo,ok,ok,-1499.93840051852
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,399,2021-04-25,400,0.0232522885702335,0.0232522885702335,0.021905692509989,0.0207554963274538,0.00230616625860598,0.0209461223116275,0,0,1,0.2125,0.2125,0.30673018463462,1,closed_loop_monte_carlo,ok,ok,-1531.14164537373
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,406,2021-05-02,407,0.0323219628022588,0.0323219628022588,0.0794943157391212,0.0581346929183659,0.00645941032426288,0.0227378836810599,0.00312466879693604,0,0.928571428571429,0.141071428571429,0.223214285714286,0.335862004171051,1,closed_loop_monte_carlo,ok,ok,-1564.69431932891
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,413,2021-05-09,414,0.0479428833598132,0.0479428833598132,0.133833155678679,0.118182170509122,0.0131313522787914,0.021027311729207,0.0137842193518149,0,0.732142857142857,-0.0553571428571429,0.255357142857143,0.314388949416051,1,closed_loop_monte_carlo,ok,ok,-1598.89916078469
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,420,2021-05-16,421,0.100603631820852,0.100603631820852,0.22707151261476,0.161203701939484,0.0179115224377205,0.0209057737391147,0.0617353517575591,5.09838864573326e-05,0.625,-0.1625,0.371428571428571,0.315745916131499,1,closed_loop_monte_carlo,ok,ok,-1627.01894148851
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,427,2021-05-23,428,0.116381592164508,0.116381592164508,0.229375905443038,0.184788383588923,0.0205320426209914,0.0169223336859399,0.057874668664912,0.0210525471926648,0.410714285714286,-0.376785714285714,0.517857142857143,0.254198745543465,1,closed_loop_monte_carlo,ok,ok,-1652.50207627065
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,434,2021-05-30,435,0.289297334820087,0.289297334820087,0.431222040965809,0.339276429853653,0.0376973810948504,0.0137675181645181,0,0.237832435560718,0.339285714285714,-0.448214285714286,0.582142857142857,0.198564489322648,1,closed_loop_monte_carlo,ok,ok,-1644.97591350835
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,441,2021-06-06,442,0.339373388799129,0.339373388799129,0.503164637528817,0.475832490224728,0.0528702766916364,0.0256375795038608,0.260865532603632,0,0.107142857142857,-0.680357142857143,0.705357142857143,0.379323929873617,1,closed_loop_monte_carlo,ok,ok,-1585.66472802654
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,448,2021-06-13,449,0.124725069856694,0.124725069856694,0.276834305043032,0.209298469858046,0.0232553855397829,0.0197958653513096,0.0330034626449931,0.0486703563206083,0.428571428571429,-0.358928571428571,0.478571428571429,0.305739611358522,1,closed_loop_monte_carlo,ok,ok,-1573.41927204715
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,455,2021-06-20,456,0.157303565208868,0.157303565208868,0.277169053560828,0.237034389797069,0.0263371544218966,0.0174061189415565,0.0550811654641109,0.0584791263813041,0.25,-0.5375,0.617857142857143,0.267596511708163,1,closed_loop_monte_carlo,ok,ok,-1313.01330360564
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,462,2021-06-27,463,0.0704481755103646,0.0704481755103646,0.165574040335383,0.127189672489602,0.0141321858321779,0.0177428920635066,0.00357631991203939,0.0349967777026407,0.517857142857143,-0.269642857142857,0.45,0.279014601865811,1,closed_loop_monte_carlo,ok,ok,-1237.08767407612
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,469,2021-07-04,470,0.0503019692386212,0.0503019692386212,0.128589696196089,0.110215911660486,0.0122462124067207,0.0273565536053664,0.0073064671912963,0.00339273603523791,0.821428571428571,0.0339285714285714,0.223214285714286,0.470602103135304,1,closed_loop_monte_carlo,ok,ok,-1234.0211870523
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,476,2021-07-11,477,0.12132789144427,0.12132789144427,0.281579378227149,0.254143154607056,0.0282381282896729,0.0249616601608007,0,0.0681281029937963,0.392857142857143,-0.394642857142857,0.458928571428571,0.400395226496866,1,closed_loop_monte_carlo,ok,ok,-1250.33541339776
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,483,2021-07-18,484,0.0720567932392333,0.0720567932392333,0.181157914262835,0.167373725138087,0.0185970805708986,0.0293134140321724,0,0.0241462986361623,0.625,-0.1625,0.325,0.46396432722169,1,closed_loop_monte_carlo,ok,ok,-1273.30593135277
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,490,2021-07-25,491,0.0458076743585576,0.0458076743585576,0.112077706234742,0.093206481759466,0.0103562757510518,0.0301441789104588,0.000294275086215819,0.00501294461083127,0.875,0.0875,0.2125,0.516413253993973,1,closed_loop_monte_carlo,ok,ok,-1295.86126198095
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,497,2021-08-01,498,0.0513748251569627,0.0513748251569627,0.127356133036681,0.117997439155229,0.0131108265728032,0.0309654280723314,0,0.00729857051182818,0.839285714285714,0.0517857142857143,0.2125,0.552484794102699,1,closed_loop_monte_carlo,ok,ok,-1319.59200177788
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,504,2021-08-08,505,0.0356547412975766,0.0356547412975766,0.0797185887123023,0.0709276417127877,0.00788084907919863,0.0258593232631093,0,0.00191456895526862,0.928571428571429,0.141071428571429,0.2125,0.395217125724223,1,closed_loop_monte_carlo,ok,ok,-1343.58948197484
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,511,2021-08-15,512,0.0342367403335141,0.0342367403335141,0.0383750631415526,0.0317486029713072,0.00352762255236747,0.0307091177811466,0,0,1,0.2125,0.2125,0.54229399195588,1,closed_loop_monte_carlo,ok,ok,-1368.44481121796
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,518,2021-08-22,519,0.0315334250118473,0.0315334250118473,0.0409704179878597,0.0321249765216648,0.00356944183574053,0.0279639831761067,0,0,1,0.2125,0.2125,0.441876971693993,1,closed_loop_monte_carlo,ok,ok,-1393.92072871621
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,525,2021-08-29,526,0.0294848133911719,0.0294848133911719,0.0498485032778977,0.0399904526536515,0.0044433836281835,0.0242132125567743,0,0.000828217206214053,0.964285714285714,0.176785714285714,0.223214285714286,0.366021914652077,1,closed_loop_monte_carlo,ok,ok,-1419.26038104812
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,532,2021-09-05,533,0.0402297008816016,0.0402297008816016,0.0980535093119309,0.0739603105677629,0.00821781228530699,0.0282714974407053,0.00374039115558929,0,0.928571428571429,0.141071428571429,0.223214285714286,0.478042220536725,1,closed_loop_monte_carlo,ok,ok,-1441.36530687117
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,539,2021-09-12,540,0.0934929594281272,0.0934929594281272,0.21394752531983,0.19096224780093,0.0212180275334367,0.0234329722162714,0.0488419596784191,0,0.428571428571429,-0.358928571428571,0.469642857142857,0.387901453783865,1,closed_loop_monte_carlo,ok,ok,-1466.15993801176
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,546,2021-09-19,547,0.0463308952503695,0.0463308952503695,0.110626408755399,0.0939954376149701,0.0104439375127745,0.0263180527023514,0.00956890503524366,0,0.803571428571429,0.0160714285714286,0.266071428571429,0.39992065992283,1,closed_loop_monte_carlo,ok,ok,-1488.64895685031
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,553,2021-09-26,554,0.0291743599451875,0.0291743599451875,0.0677695970365878,0.060172057692595,0.00668578418806611,0.0210804588559738,0,0.00140811690114762,0.892857142857143,0.105357142857143,0.2125,0.317514139998951,1,closed_loop_monte_carlo,ok,ok,-1506.17905110946
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,560,2021-10-03,561,0.0262144844058421,0.0262144844058421,0.020529264603515,0.0171836744806458,0.0019092971645162,0.0243051872413259,0,0,1,0.2125,0.2125,0.420337481879911,1,closed_loop_monte_carlo,ok,ok,-1531.78869279973
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,567,2021-10-10,568,0.0320193322540886,0.0320193322540886,0.0620848104456991,0.0381689847444332,0.00424099830493702,0.0263672428657497,0,0.00141109108340185,0.964285714285714,0.176785714285714,0.2125,0.467055984253854,1,closed_loop_monte_carlo,ok,ok,-1557.29203417816
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,574,2021-10-17,575,0.0537688343337407,0.0537688343337407,0.147591534276509,0.118595692556902,0.0131772991729891,0.0248455272007801,0,0.0157460079599715,0.785714285714286,-0.00178571428571429,0.248214285714286,0.424610841353238,1,closed_loop_monte_carlo,ok,ok,-1582.73900266992
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,581,2021-10-24,582,0.0420466144361148,0.0420466144361148,0.0731334181297819,0.0587763918309391,0.00653071020343768,0.0324475529241898,0.00284291235268137,0.000225438955806043,0.910714285714286,0.123214285714286,0.223214285714286,0.60422356546871,1,closed_loop_monte_carlo,ok,ok,-1605.23869476507
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,588,2021-10-31,589,0.0568018795490929,0.0568018795490929,0.151687908999961,0.123916781001178,0.0137685312223531,0.0272855480689629,0.0157478002577768,0,0.767857142857143,-0.0196428571428571,0.244642857142857,0.476273931841426,1,closed_loop_monte_carlo,ok,ok,-1621.97807127406
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,595,2021-11-07,596,0.0455948081024217,0.0455948081024217,0.126288682717577,0.111826897464654,0.012425210829406,0.0236719368144076,0,0.00949766045860811,0.767857142857143,-0.0196428571428571,0.233928571428571,0.367174792321559,1,closed_loop_monte_carlo,ok,ok,-1646.82763751013
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,602,2021-11-14,603,0.0941444181821115,0.0941444181821115,0.250091751931631,0.183954361811433,0.0204393735346037,0.0262254875068017,0,0.0474795571407061,0.625,-0.1625,0.3875,0.396256146259066,1,closed_loop_monte_carlo,ok,ok,-1671.57777230104
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,609,2021-11-21,610,0.085874149505175,0.085874149505175,0.217772741939005,0.18561408125213,0.0206237868057922,0.0313958938665098,0,0.0338544688328729,0.678571428571429,-0.108928571428571,0.2875,0.585311035617929,1,closed_loop_monte_carlo,ok,ok,-1697.1911313925
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,616,2021-11-28,617,0.0391421419526402,0.0391421419526402,0.076241571505638,0.0649693537982276,0.00721881708869196,0.0311220650024731,0,0.000801259861475071,0.946428571428571,0.158928571428571,0.2125,0.521126671605081,1,closed_loop_monte_carlo,ok,ok,-1720.12475719068
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,623,2021-12-05,624,0.0566393672082591,0.0566393672082591,0.161018268270081,0.146873228317628,0.0163192475908475,0.0249110828863335,0,0.0154090367310781,0.714285714285714,-0.0732142857142857,0.255357142857143,0.386980268192964,1,closed_loop_monte_carlo,ok,ok,-1746.74201700552
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,630,2021-12-12,631,0.0405372120929925,0.0405372120929925,0.0983257331672454,0.0850090409246674,0.00944544899162971,0.0268240933648988,0,0.00426766973646393,0.892857142857143,0.105357142857143,0.2125,0.421275865995151,1,closed_loop_monte_carlo,ok,ok,-1771.88145202228
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,637,2021-12-19,638,0.119620985143156,0.119620985143156,0.314260071777098,0.208458821364952,0.0231620912627725,0.0300799896695146,0,0.0663789042108689,0.678571428571429,-0.108928571428571,0.360714285714286,0.517538489700024,1,closed_loop_monte_carlo,ok,ok,-1798.02788642234
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,644,2021-12-26,645,0.332513746550732,0.332513746550732,0.526603725622809,0.484010408621603,0.0537789342912892,0.0236681905577827,0,0.25506662170166,0.160714285714286,-0.626785714285714,0.666071428571429,0.402734692824129,1,closed_loop_monte_carlo,ok,ok,-1823.19279523464
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,651,2022-01-02,652,0.118069115392426,0.118069115392426,0.294914393312914,0.261507539576702,0.0290563932863002,0.0307276332216624,0,0.0582850888844638,0.5,-0.2875,0.408928571428571,0.485636554674272,1,closed_loop_monte_carlo,ok,ok,-1838.89389620222
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,658,2022-01-09,659,0.0469056150472345,0.0469056150472345,0.116349666992137,0.101582202304494,0.011286911367166,0.0324210996610823,0.000787394396473016,0.00241020962251325,0.928571428571429,0.141071428571429,0.2125,0.497170580306915,1,closed_loop_monte_carlo,ok,ok,-1859.61196013229
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,665,2022-01-16,666,0.051816380387469,0.051816380387469,0.149775490057189,0.125743775853701,0.0139715306504112,0.0279643761367158,0,0.00988047360034198,0.839285714285714,0.0517857142857143,0.223214285714286,0.435333453635337,1,closed_loop_monte_carlo,ok,ok,-1885.87211862826
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,672,2022-01-23,673,0.103872728292675,0.103872728292675,0.266648250118894,0.223600247274969,0.024844471919441,0.0327883725351415,0.0462398838380927,0,0.571428571428571,-0.216071428571429,0.410714285714286,0.480093194178645,1,closed_loop_monte_carlo,ok,ok,-1911.50438572363
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,679,2022-01-30,680,0.162775969861568,0.162775969861568,0.345699255354397,0.308309612653664,0.0342566236281849,0.0294447871437858,0.0990745590895968,0,0.321428571428571,-0.466071428571429,0.519642857142857,0.533637178309382,1,closed_loop_monte_carlo,ok,ok,-1937.5710925185
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,686,2022-02-06,687,0.208563997778617,0.208563997778617,0.346989395889673,0.301659910464338,0.0335177678293709,0.0199160094627768,0.155130220486469,0,0.196428571428571,-0.591071428571429,0.658928571428571,0.312057735070567,1,closed_loop_monte_carlo,ok,ok,-1960.99546889693
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,693,2022-02-13,694,0.0581180817530757,0.0581180817530757,0.128075185436861,0.111140106613776,0.012348900734864,0.0142144123946376,0.0265017593597774,0.00505300926379672,0.517857142857143,-0.269642857142857,0.428571428571429,0.224383226217498,1,closed_loop_monte_carlo,ok,ok,-1976.27347626744
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,700,2022-02-20,701,0.0918180287082651,0.0918180287082651,0.177683696364191,0.166759538760276,0.0185288376400307,0.0159123396390793,0,0.0573768514291551,0.321428571428571,-0.466071428571429,0.5375,0.262241737554333,1,closed_loop_monte_carlo,ok,ok,-1981.08872345104
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,707,2022-02-27,708,0.0384937789158995,0.0384937789158995,0.0765960208682561,0.0685531284427565,0.00761701427141739,0.0306115888648172,0,0.000265175779664935,0.982142857142857,0.194642857142857,0.2125,0.567784564238249,1,closed_loop_monte_carlo,ok,ok,-2002.74212537903
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,714,2022-03-06,715,0.0280721450485512,0.0280721450485512,0.0522315469462701,0.0453057159295805,0.00503396843662005,0.022403231401037,0.000634945210894179,0,0.946428571428571,0.158928571428571,0.2125,0.364846068902518,1,closed_loop_monte_carlo,ok,ok,-2027.44697885686
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,721,2022-03-13,722,0.0243907821673981,0.0243907821673981,0.028722496774524,0.0264212121352205,0.00293569023724672,0.021382924244518,0,7.2167685633412e-05,0.982142857142857,0.194642857142857,0.2125,0.331625464422305,1,closed_loop_monte_carlo,ok,ok,-2052.12656246811
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,728,2022-03-20,729,0.0430474991854573,0.0430474991854573,0.103343099515818,0.0852911678246674,0.00947679642496304,0.0288514977360387,0.00471920502445553,0,0.892857142857143,0.105357142857143,0.223214285714286,0.493015060745801,1,closed_loop_monte_carlo,ok,ok,-2077.69559425893
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,735,2022-03-27,736,0.0511652324724707,0.0511652324724707,0.112420588656251,0.0998223790743521,0.0110913754527058,0.0339385523926072,0.00613530462715773,0,0.839285714285714,0.0517857142857143,0.2125,0.624254827031589,1,closed_loop_monte_carlo,ok,ok,-2103.57766561345
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,742,2022-04-03,743,0.0317558606584066,0.0317558606584066,0.0737611483703086,0.057960515734312,0.00644005730381244,0.0231309465602873,0.00125768670269276,0.000927170091614069,0.928571428571429,0.141071428571429,0.2125,0.365075747755288,1,closed_loop_monte_carlo,ok,ok,-2127.8427675656
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,749,2022-04-10,750,0.0641806211492296,0.0641806211492296,0.156280584516779,0.130460595083473,0.0144956216759415,0.023733985662513,0.0234807621851893,0.00247025162558581,0.571428571428571,-0.216071428571429,0.378571428571429,0.368384016661525,1,closed_loop_monte_carlo,ok,ok,-2151.03241865538
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,756,2022-04-17,757,0.0404674480014949,0.0404674480014949,0.108058588419122,0.0821532568833395,0.00912813965370438,0.0220841866576155,0.00296339304675593,0.00629172864341912,0.821428571428571,0.0339285714285714,0.233928571428571,0.341461400742923,1,closed_loop_monte_carlo,ok,ok,-2170.46157894165
WHO-derived COVID-19 daily cases,SE,Sweden,real,Sweden,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partC/forecasts/partC_forecast_real_ARX_I.mat,forecast_results,763,2022-04-24,764,0.0376081369195778,0.0376081369195778,0.0840054272970441,0.0785470005273014,0.00872744450303349,0.0271140976823858,0.000910792689205901,0.000855802044952683,0.892857142857143,0.105357142857143,0.223214285714286,0.442642568216698,1,closed_loop_monte_carlo,ok,ok,-2189.95059985351
