Model,ExoMode,Strategy,ForecastConfiguration,OriginPosition,OriginDate,LeadTime,TargetDate,TargetRtEstimated,MedianForecast,Error,AbsoluteError,SquaredError,WIS,MeanCoverage,MeanIntervalWidth
"AR","None","partA_fixed_fit","5",16,"15-Apr-2021",7,"22-Apr-2021",1.46657115014242,1.24497927084744,-0.221591879294979,0.221591879294979,0.0491029609694807,0.129697354337917,1,1.73332596183958
"AR","None","partA_fixed_fit","5",16,"15-Apr-2021",8,"23-Apr-2021",1.18606401371935,1.0619000572999,-0.124163956419451,0.124163956419451,0.0154166880737312,0.14026911613509,1,2.1846534211239
"AR","None","partA_fixed_fit","5",16,"15-Apr-2021",9,"24-Apr-2021",0.995945463421884,1.04634788665057,0.0504024232286833,0.0504024232286833,0.00254040426732331,0.124225143089126,1,1.82938150663407
"AR","None","partA_fixed_fit","5",16,"15-Apr-2021",10,"25-Apr-2021",0.796187764517258,0.946314429907457,0.150126665390199,0.150126665390199,0.0225380156611807,0.117897303925424,1,1.51336458924532
"AR","None","partA_fixed_fit","5",16,"15-Apr-2021",11,"26-Apr-2021",0.303356745125229,0.922328556644393,0.618971811519164,0.618971811519164,0.383126103455316,0.355554690759346,0,1.73527029802424
"AR","None","partA_fixed_fit","5",16,"15-Apr-2021",12,"27-Apr-2021",0.551407462038856,0.978949511360318,0.427542049321462,0.427542049321462,0.182792203937996,0.237546115471825,0.25,1.51532252000338
"AR","None","partA_fixed_fit","5",16,"15-Apr-2021",13,"28-Apr-2021",1.4314572147828,0.982876009095053,-0.448581205687745,0.448581205687745,0.201225098096271,0.166392226442044,1,1.55340153457797
"AR","None","partA_fixed_fit","5",16,"15-Apr-2021",14,"29-Apr-2021",1.50894236528466,0.96511249711613,-0.543829868168535,0.543829868168535,0.295750925512206,0.181684430531308,0.75,1.40753607062603
"AR","None","partA_fixed_fit","5",17,"22-Apr-2021",1,"23-Apr-2021",1.18606401371935,1.50478058326668,0.318716569547332,0.318716569547332,0.101580251704019,0.131108763571748,1,1.38238118036003
"AR","None","partA_fixed_fit","5",17,"22-Apr-2021",2,"24-Apr-2021",0.995945463421884,1.1313664807783,0.135421017356414,0.135421017356414,0.0183388519418462,0.103821622971474,1,1.35921092380517
"AR","None","partA_fixed_fit","5",17,"22-Apr-2021",3,"25-Apr-2021",0.796187764517258,0.954918677962265,0.158730913445007,0.158730913445007,0.0251955028830863,0.094288035789671,1,1.201022084558
"AR","None","partA_fixed_fit","5",17,"22-Apr-2021",4,"26-Apr-2021",0.303356745125229,0.895437346240767,0.592080601115538,0.592080601115538,0.350559438217336,0.277175891223057,0,1.54590504566423
"AR","None","partA_fixed_fit","5",17,"22-Apr-2021",5,"27-Apr-2021",0.551407462038856,0.953407096561322,0.401999634522466,0.401999634522466,0.161603706156196,0.177822328886682,0.75,1.50815980158547
"AR","None","partA_fixed_fit","5",17,"22-Apr-2021",6,"28-Apr-2021",1.4314572147828,1.08847841715844,-0.342978797624359,0.342978797624359,0.117634455619851,0.131710507218351,1,1.37204832358151
"AR","None","partA_fixed_fit","5",17,"22-Apr-2021",7,"29-Apr-2021",1.50894236528466,1.14441109572271,-0.364531269561953,0.364531269561953,0.132883046488449,0.134124372386072,0.75,1.25848601455393
"AR","None","partA_fixed_fit","5",17,"22-Apr-2021",8,"30-Apr-2021",1.23088906021464,1.10165522970183,-0.129233830512809,0.129233830512809,0.0167013829490135,0.119518342946669,1,1.45085835269743
"AR","None","partA_fixed_fit","5",17,"22-Apr-2021",9,"01-May-2021",1.06190473546052,0.905397277396913,-0.156507458063609,0.156507458063609,0.0244945844295322,0.142244586212569,1,1.76864408638287
"AR","None","partA_fixed_fit","5",17,"22-Apr-2021",10,"02-May-2021",0.887714906035704,0.941620459977343,0.0539055539416385,0.0539055539416385,0.0029058087457549,0.0954070862417332,1,1.21043797895327
"AR","None","partA_fixed_fit","5",17,"22-Apr-2021",11,"03-May-2021",0.314460165969188,1.06950303904033,0.755042873071146,0.755042873071146,0.570089740175531,0.319869237308971,0.5,1.52811103378672
"AR","None","partA_fixed_fit","5",17,"22-Apr-2021",12,"04-May-2021",0.576903154911759,1.01509200493189,0.438188850020131,0.438188850020131,0.192009468281965,0.160440652741153,0.75,1.25577774101227
"AR","None","partA_fixed_fit","5",17,"22-Apr-2021",13,"05-May-2021",1.43670996794544,0.967237331420866,-0.469472636524571,0.469472636524571,0.220404556445332,0.165125291071928,0.75,1.57299530381167
"AR","None","partA_fixed_fit","5",17,"22-Apr-2021",14,"06-May-2021",1.4099237458307,1.07681215249388,-0.333111593336821,0.333111593336821,0.110963333615395,0.167145894814388,1,1.71319297167325
"AR","None","partA_fixed_fit","5",18,"29-Apr-2021",1,"30-Apr-2021",1.23088906021464,1.57007996525641,0.33919090504177,0.33919090504177,0.115050470063055,0.156435637372854,1,1.64507603112368
"AR","None","partA_fixed_fit","5",18,"29-Apr-2021",2,"01-May-2021",1.06190473546052,1.1224802304575,0.0605754949969755,0.0605754949969755,0.0036693905941286,0.125171329294191,1,1.64537939552402
"AR","None","partA_fixed_fit","5",18,"29-Apr-2021",3,"02-May-2021",0.887714906035704,0.823416428655656,-0.0642984773800479,0.0642984773800479,0.00413429419339253,0.0750303952904518,1,0.986048736732291
"AR","None","partA_fixed_fit","5",18,"29-Apr-2021",4,"03-May-2021",0.314460165969188,0.820330096440727,0.50586993047154,0.50586993047154,0.25590438655528,0.195153628801695,0.5,1.07302600428709
"AR","None","partA_fixed_fit","5",18,"29-Apr-2021",5,"04-May-2021",0.576903154911759,0.943258397791349,0.36635524287959,0.36635524287959,0.134216163985363,0.162743315473342,0.75,1.5039216280477
"AR","None","partA_fixed_fit","5",18,"29-Apr-2021",6,"05-May-2021",1.43670996794544,1.21146294354351,-0.225247024401925,0.225247024401925,0.0507362220019213,0.145454265957762,1,1.86144386295839
"AR","None","partA_fixed_fit","5",18,"29-Apr-2021",7,"06-May-2021",1.4099237458307,1.14847183434507,-0.261451911485624,0.261451911485624,0.0683571020194866,0.141638654688524,1,1.70859453485361
"AR","None","partA_fixed_fit","5",18,"29-Apr-2021",8,"07-May-2021",1.22230104821888,1.19582987054954,-0.0264711776693483,0.0264711776693483,0.000700723247202202,0.10139666957999,1,1.51341333594804
"AR","None","partA_fixed_fit","5",18,"29-Apr-2021",9,"08-May-2021",1.0655796891501,1.07986032372041,0.0142806345703048,0.0142806345703048,0.000203936523730585,0.124888167457958,1,1.90319695314265
"AR","None","partA_fixed_fit","5",18,"29-Apr-2021",10,"09-May-2021",0.871333375151499,0.924541751259295,0.0532083761077952,0.0532083761077952,0.00283113128802859,0.10909163539241,1,1.41056191749201
"AR","None","partA_fixed_fit","5",18,"29-Apr-2021",11,"10-May-2021",0.31674279234619,1.00203395377171,0.685291161425515,0.685291161425515,0.469623975927932,0.262620296285284,0.25,1.17674127519262
"AR","None","partA_fixed_fit","5",18,"29-Apr-2021",12,"11-May-2021",0.483888130952106,1.10502787064806,0.621139739695953,0.621139739695953,0.385814576229556,0.264274139701837,0.5,1.8273580165172
"AR","None","partA_fixed_fit","5",18,"29-Apr-2021",13,"12-May-2021",1.35465300474874,1.15554602212278,-0.199106982625962,0.199106982625962,0.039643590530415,0.155384813523461,1,1.89648546274595
"AR","None","partA_fixed_fit","5",18,"29-Apr-2021",14,"13-May-2021",1.22048632108704,0.915797410367138,-0.304688910719901,0.304688910719901,0.0928353323156796,0.159980116786235,1,1.8831861807009
"AR","None","partA_fixed_fit","5",19,"06-May-2021",1,"07-May-2021",1.22230104821888,1.51298367215489,0.290682623936001,0.290682623936001,0.0844963878583186,0.145277532169779,1,1.56076893360757
"AR","None","partA_fixed_fit","5",19,"06-May-2021",2,"08-May-2021",1.0655796891501,1.15178434027917,0.0862046511290624,0.0862046511290624,0.00743124187628336,0.112910403338952,1,1.50154924642946
"AR","None","partA_fixed_fit","5",19,"06-May-2021",3,"09-May-2021",0.871333375151499,0.843929003588632,-0.0274043715628676,0.0274043715628676,0.000750999580755705,0.0824884832506188,1,1.22263843974181
"AR","None","partA_fixed_fit","5",19,"06-May-2021",4,"10-May-2021",0.31674279234619,0.813125387144442,0.496382594798252,0.496382594798252,0.246395680418646,0.19576077002362,0.25,1.03784384631336
"AR","None","partA_fixed_fit","5",19,"06-May-2021",5,"11-May-2021",0.483888130952106,0.858448116801077,0.374559985848971,0.374559985848971,0.140295182999182,0.174351324545718,0.75,1.34444384460468
