Model,ExoMode,Strategy,ForecastConfiguration,OriginPosition,OriginDate,Alpha,NominalCoverage,EmpiricalCoverage,CoverageError,MeanIntervalWidth
"AR","None","partA_fixed_fit","5",15,"08-Apr-2021",0.5,0.5,0.714285714285714,0.214285714285714,0.758205888776355
"AR","None","partA_fixed_fit","5",16,"15-Apr-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,2.23241641604986
"AR","None","partA_fixed_fit","5",16,"15-Apr-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.9044171704713
"AR","None","partA_fixed_fit","5",16,"15-Apr-2021",0.2,0.8,0.785714285714286,-0.0142857142857143,1.43229229373202
"AR","None","partA_fixed_fit","5",16,"15-Apr-2021",0.5,0.5,0.571428571428571,0.0714285714285714,0.699146898093239
"AR","None","partA_fixed_fit","5",17,"22-Apr-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,2.33663080496553
"AR","None","partA_fixed_fit","5",17,"22-Apr-2021",0.1,0.9,0.857142857142857,-0.0428571428571429,1.83117927231166
"AR","None","partA_fixed_fit","5",17,"22-Apr-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.36758084898184
"AR","None","partA_fixed_fit","5",17,"22-Apr-2021",0.5,0.5,0.571428571428571,0.0714285714285714,0.695571641891319
"AR","None","partA_fixed_fit","5",18,"29-Apr-2021",0.05,0.95,1,0.05,2.80481395816803
"AR","None","partA_fixed_fit","5",18,"29-Apr-2021",0.1,0.9,0.928571428571429,0.0285714285714286,2.19380420333437
"AR","None","partA_fixed_fit","5",18,"29-Apr-2021",0.2,0.8,0.928571428571429,0.128571428571429,1.6340723472709
"AR","None","partA_fixed_fit","5",18,"29-Apr-2021",0.5,0.5,0.714285714285714,0.214285714285714,0.801482095656189
"AR","None","partA_fixed_fit","5",19,"06-May-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,2.15246518536019
"AR","None","partA_fixed_fit","5",19,"06-May-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.73386232426237
"AR","None","partA_fixed_fit","5",19,"06-May-2021",0.2,0.8,0.785714285714286,-0.0142857142857143,1.30350898436706
"AR","None","partA_fixed_fit","5",19,"06-May-2021",0.5,0.5,0.571428571428571,0.0714285714285714,0.63918669311397
"AR","None","partA_fixed_fit","5",20,"13-May-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,2.17963928211909
"AR","None","partA_fixed_fit","5",20,"13-May-2021",0.1,0.9,0.857142857142857,-0.0428571428571429,1.78340784690491
"AR","None","partA_fixed_fit","5",20,"13-May-2021",0.2,0.8,0.714285714285714,-0.0857142857142857,1.3621373318463
"AR","None","partA_fixed_fit","5",20,"13-May-2021",0.5,0.5,0.357142857142857,-0.142857142857143,0.672526468833275
"AR","None","partA_fixed_fit","5",21,"20-May-2021",0.05,0.95,0.714285714285714,-0.235714285714286,2.45151803412197
"AR","None","partA_fixed_fit","5",21,"20-May-2021",0.1,0.9,0.642857142857143,-0.257142857142857,1.8739290837486
"AR","None","partA_fixed_fit","5",21,"20-May-2021",0.2,0.8,0.5,-0.3,1.33672475101522
"AR","None","partA_fixed_fit","5",21,"20-May-2021",0.5,0.5,0.285714285714286,-0.214285714285714,0.669121842413478
"AR","None","partA_fixed_fit","5",22,"27-May-2021",0.05,0.95,0.714285714285714,-0.235714285714286,2.25726269304456
"AR","None","partA_fixed_fit","5",22,"27-May-2021",0.1,0.9,0.571428571428571,-0.328571428571429,1.8381438294931
"AR","None","partA_fixed_fit","5",22,"27-May-2021",0.2,0.8,0.428571428571429,-0.371428571428571,1.4206696531032
"AR","None","partA_fixed_fit","5",22,"27-May-2021",0.5,0.5,0.285714285714286,-0.214285714285714,0.706800132535818
"ARX","I","partA_online_fit","[4 1 1]",1,"31-Dec-2020",0.05,0.95,1,0.05,2.08424966568385
"ARX","I","partA_online_fit","[4 1 1]",1,"31-Dec-2020",0.1,0.9,1,0.1,1.70241541145105
"ARX","I","partA_online_fit","[4 1 1]",1,"31-Dec-2020",0.2,0.8,0.857142857142857,0.0571428571428571,1.23715211246333
"ARX","I","partA_online_fit","[4 1 1]",1,"31-Dec-2020",0.5,0.5,0.642857142857143,0.142857142857143,0.624697067360396
"ARX","I","partA_online_fit","[4 1 1]",2,"07-Jan-2021",0.05,0.95,1,0.05,2.47633658334734
"ARX","I","partA_online_fit","[4 1 1]",2,"07-Jan-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.85316907836296
"ARX","I","partA_online_fit","[4 1 1]",2,"07-Jan-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.33321892850046
"ARX","I","partA_online_fit","[4 1 1]",2,"07-Jan-2021",0.5,0.5,0.642857142857143,0.142857142857143,0.655092819596647
"ARX","I","partA_online_fit","[4 1 1]",3,"14-Jan-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,2.01089089790328
"ARX","I","partA_online_fit","[4 1 1]",3,"14-Jan-2021",0.1,0.9,0.857142857142857,-0.0428571428571429,1.65045487409972
"ARX","I","partA_online_fit","[4 1 1]",3,"14-Jan-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.27237565738294
"ARX","I","partA_online_fit","[4 1 1]",3,"14-Jan-2021",0.5,0.5,0.428571428571429,-0.0714285714285715,0.666377099892483
"ARX","I","partA_online_fit","[4 1 1]",4,"21-Jan-2021",0.05,0.95,1,0.05,1.98382692303051
"ARX","I","partA_online_fit","[4 1 1]",4,"21-Jan-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.60658054109987
"ARX","I","partA_online_fit","[4 1 1]",4,"21-Jan-2021",0.2,0.8,0.928571428571429,0.128571428571429,1.22537146346029
"ARX","I","partA_online_fit","[4 1 1]",4,"21-Jan-2021",0.5,0.5,0.428571428571429,-0.0714285714285715,0.611313298832919
"ARX","I","partA_online_fit","[4 1 1]",5,"28-Jan-2021",0.05,0.95,1,0.05,2.18892495066777
"ARX","I","partA_online_fit","[4 1 1]",5,"28-Jan-2021",0.1,0.9,1,0.1,1.77436090595423
"ARX","I","partA_online_fit","[4 1 1]",5,"28-Jan-2021",0.2,0.8,0.928571428571429,0.128571428571429,1.27861635667919
"ARX","I","partA_online_fit","[4 1 1]",5,"28-Jan-2021",0.5,0.5,0.5,0,0.655851153052605
"ARX","I","partA_online_fit","[4 1 1]",6,"04-Feb-2021",0.05,0.95,1,0.05,2.46978131295677
"ARX","I","partA_online_fit","[4 1 1]",6,"04-Feb-2021",0.1,0.9,1,0.1,1.83518745519062
"ARX","I","partA_online_fit","[4 1 1]",6,"04-Feb-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.31263436962602
"ARX","I","partA_online_fit","[4 1 1]",6,"04-Feb-2021",0.5,0.5,0.428571428571429,-0.0714285714285715,0.665664849434929
"ARX","I","partA_online_fit","[4 1 1]",7,"11-Feb-2021",0.05,0.95,1,0.05,2.33886793191788
"ARX","I","partA_online_fit","[4 1 1]",7,"11-Feb-2021",0.1,0.9,1,0.1,1.89495974551024
"ARX","I","partA_online_fit","[4 1 1]",7,"11-Feb-2021",0.2,0.8,1,0.2,1.31137517924641
"ARX","I","partA_online_fit","[4 1 1]",7,"11-Feb-2021",0.5,0.5,0.5,0,0.602610425611021
"ARX","I","partA_online_fit","[4 1 1]",8,"18-Feb-2021",0.05,0.95,1,0.05,2.20447892102549
"ARX","I","partA_online_fit","[4 1 1]",8,"18-Feb-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.81151977393164
"ARX","I","partA_online_fit","[4 1 1]",8,"18-Feb-2021",0.2,0.8,0.928571428571429,0.128571428571429,1.32065632260965
"ARX","I","partA_online_fit","[4 1 1]",8,"18-Feb-2021",0.5,0.5,0.714285714285714,0.214285714285714,0.676968020159141
"ARX","I","partA_online_fit","[4 1 1]",9,"25-Feb-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,2.11171433607748
"ARX","I","partA_online_fit","[4 1 1]",9,"25-Feb-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.73671105165288
"ARX","I","partA_online_fit","[4 1 1]",9,"25-Feb-2021",0.2,0.8,0.785714285714286,-0.0142857142857143,1.30081549974767
"ARX","I","partA_online_fit","[4 1 1]",9,"25-Feb-2021",0.5,0.5,0.428571428571429,-0.0714285714285715,0.623501735496658
"ARX","I","partA_online_fit","[4 1 1]",10,"04-Mar-2021",0.05,0.95,1,0.05,1.99958703046438
"ARX","I","partA_online_fit","[4 1 1]",10,"04-Mar-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.66176206197739
"ARX","I","partA_online_fit","[4 1 1]",10,"04-Mar-2021",0.2,0.8,0.785714285714286,-0.0142857142857143,1.20924321122128
"ARX","I","partA_online_fit","[4 1 1]",10,"04-Mar-2021",0.5,0.5,0.5,0,0.640420845529649
"ARX","I","partA_online_fit","[4 1 1]",11,"11-Mar-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,1.96079788621989
"ARX","I","partA_online_fit","[4 1 1]",11,"11-Mar-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.67480074144578
"ARX","I","partA_online_fit","[4 1 1]",11,"11-Mar-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.24615263315344
"ARX","I","partA_online_fit","[4 1 1]",11,"11-Mar-2021",0.5,0.5,0.5,0,0.62167370376187
"ARX","I","partA_online_fit","[4 1 1]",12,"18-Mar-2021",0.05,0.95,1,0.05,2.39101853840501
"ARX","I","partA_online_fit","[4 1 1]",12,"18-Mar-2021",0.1,0.9,1,0.1,1.87858960007923
"ARX","I","partA_online_fit","[4 1 1]",12,"18-Mar-2021",0.2,0.8,0.928571428571429,0.128571428571429,1.37273229244577
"ARX","I","partA_online_fit","[4 1 1]",12,"18-Mar-2021",0.5,0.5,0.428571428571429,-0.0714285714285715,0.696111380217821
"ARX","I","partA_online_fit","[4 1 1]",13,"25-Mar-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,1.88751641764652
"ARX","I","partA_online_fit","[4 1 1]",13,"25-Mar-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.59623062807676
"ARX","I","partA_online_fit","[4 1 1]",13,"25-Mar-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.22801391192792
"ARX","I","partA_online_fit","[4 1 1]",13,"25-Mar-2021",0.5,0.5,0.428571428571429,-0.0714285714285715,0.64743854065304
"ARX","I","partA_online_fit","[4 1 1]",14,"01-Apr-2021",0.05,0.95,1,0.05,1.93612448455828
"ARX","I","partA_online_fit","[4 1 1]",14,"01-Apr-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.59033490670551
"ARX","I","partA_online_fit","[4 1 1]",14,"01-Apr-2021",0.2,0.8,0.928571428571429,0.128571428571429,1.29579587436912
"ARX","I","partA_online_fit","[4 1 1]",14,"01-Apr-2021",0.5,0.5,0.428571428571429,-0.0714285714285715,0.659271012895653
"ARX","I","partA_online_fit","[4 1 1]",15,"08-Apr-2021",0.05,0.95,1,0.05,2.03438935117827
"ARX","I","partA_online_fit","[4 1 1]",15,"08-Apr-2021",0.1,0.9,1,0.1,1.80478353089115
"ARX","I","partA_online_fit","[4 1 1]",15,"08-Apr-2021",0.2,0.8,1,0.2,1.36768988888678
"ARX","I","partA_online_fit","[4 1 1]",15,"08-Apr-2021",0.5,0.5,0.571428571428571,0.0714285714285714,0.653886084586023
"ARX","I","partA_online_fit","[4 1 1]",16,"15-Apr-2021",0.05,0.95,1,0.05,1.90331315410368
"ARX","I","partA_online_fit","[4 1 1]",16,"15-Apr-2021",0.1,0.9,1,0.1,1.54715104186461
"ARX","I","partA_online_fit","[4 1 1]",16,"15-Apr-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.21160010681407
"ARX","I","partA_online_fit","[4 1 1]",16,"15-Apr-2021",0.5,0.5,0.571428571428571,0.0714285714285714,0.586126255352629
"ARX","I","partA_online_fit","[4 1 1]",17,"22-Apr-2021",0.05,0.95,1,0.05,2.16168525671976
"ARX","I","partA_online_fit","[4 1 1]",17,"22-Apr-2021",0.1,0.9,1,0.1,1.67086948156132
"ARX","I","partA_online_fit","[4 1 1]",17,"22-Apr-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.25278697200551
"ARX","I","partA_online_fit","[4 1 1]",17,"22-Apr-2021",0.5,0.5,0.571428571428571,0.0714285714285714,0.62944146741137
"ARX","I","partA_online_fit","[4 1 1]",18,"29-Apr-2021",0.05,0.95,1,0.05,2.03769863370961
"ARX","I","partA_online_fit","[4 1 1]",18,"29-Apr-2021",0.1,0.9,1,0.1,1.56271813445895
"ARX","I","partA_online_fit","[4 1 1]",18,"29-Apr-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.136723193946
"ARX","I","partA_online_fit","[4 1 1]",18,"29-Apr-2021",0.5,0.5,0.571428571428571,0.0714285714285714,0.584983889593901
"ARX","I","partA_online_fit","[4 1 1]",19,"06-May-2021",0.05,0.95,1,0.05,2.13887385687591
"ARX","I","partA_online_fit","[4 1 1]",19,"06-May-2021",0.1,0.9,1,0.1,1.74710709335325
"ARX","I","partA_online_fit","[4 1 1]",19,"06-May-2021",0.2,0.8,0.928571428571429,0.128571428571429,1.339858769273
"ARX","I","partA_online_fit","[4 1 1]",19,"06-May-2021",0.5,0.5,0.642857142857143,0.142857142857143,0.726769783054706
"ARX","I","partA_online_fit","[4 1 1]",20,"13-May-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,2.04852680256725
"ARX","I","partA_online_fit","[4 1 1]",20,"13-May-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.69706600197161
"ARX","I","partA_online_fit","[4 1 1]",20,"13-May-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.27254012312768
"ARX","I","partA_online_fit","[4 1 1]",20,"13-May-2021",0.5,0.5,0.428571428571429,-0.0714285714285715,0.605444633612008
"ARX","I","partA_online_fit","[4 1 1]",21,"20-May-2021",0.05,0.95,0.642857142857143,-0.307142857142857,2.13600437307306
"ARX","I","partA_online_fit","[4 1 1]",21,"20-May-2021",0.1,0.9,0.642857142857143,-0.257142857142857,1.6662408855346
"ARX","I","partA_online_fit","[4 1 1]",21,"20-May-2021",0.2,0.8,0.571428571428571,-0.228571428571429,1.30098529246696
"ARX","I","partA_online_fit","[4 1 1]",21,"20-May-2021",0.5,0.5,0.285714285714286,-0.214285714285714,0.659948199958271
"ARX","I","partA_online_fit","[4 1 1]",22,"27-May-2021",0.05,0.95,0.571428571428571,-0.378571428571429,1.99470824267539
"ARX","I","partA_online_fit","[4 1 1]",22,"27-May-2021",0.1,0.9,0.571428571428571,-0.328571428571429,1.61985107644434
"ARX","I","partA_online_fit","[4 1 1]",22,"27-May-2021",0.2,0.8,0.428571428571429,-0.371428571428571,1.2682300179148
"ARX","I","partA_online_fit","[4 1 1]",22,"27-May-2021",0.5,0.5,0.214285714285714,-0.285714285714286,0.622827121335371
"ARX","I","local_online_fit","[6 1 1]",1,"31-Dec-2020",0.05,0.95,1,0.05,1.76850163927098
"ARX","I","local_online_fit","[6 1 1]",1,"31-Dec-2020",0.1,0.9,1,0.1,1.44449900075615
"ARX","I","local_online_fit","[6 1 1]",1,"31-Dec-2020",0.2,0.8,0.857142857142857,0.0571428571428571,1.04348867999639
"ARX","I","local_online_fit","[6 1 1]",1,"31-Dec-2020",0.5,0.5,0.285714285714286,-0.214285714285714,0.55931689241186
"ARX","I","local_online_fit","[6 1 1]",2,"07-Jan-2021",0.05,0.95,0.785714285714286,-0.164285714285714,1.65841628391972
"ARX","I","local_online_fit","[6 1 1]",2,"07-Jan-2021",0.1,0.9,0.714285714285714,-0.185714285714286,1.37222858374913
"ARX","I","local_online_fit","[6 1 1]",2,"07-Jan-2021",0.2,0.8,0.5,-0.3,1.04815826778864
"ARX","I","local_online_fit","[6 1 1]",2,"07-Jan-2021",0.5,0.5,0.285714285714286,-0.214285714285714,0.537329814378103
"ARX","I","local_online_fit","[6 1 1]",3,"14-Jan-2021",0.05,0.95,0.857142857142857,-0.0928571428571429,1.66472867319125
"ARX","I","local_online_fit","[6 1 1]",3,"14-Jan-2021",0.1,0.9,0.857142857142857,-0.0428571428571429,1.36057509011175
"ARX","I","local_online_fit","[6 1 1]",3,"14-Jan-2021",0.2,0.8,0.785714285714286,-0.0142857142857143,1.05187965329021
"ARX","I","local_online_fit","[6 1 1]",3,"14-Jan-2021",0.5,0.5,0.5,0,0.52943961294257
"ARX","I","local_online_fit","[6 1 1]",4,"21-Jan-2021",0.05,0.95,1,0.05,1.7243344152039
"ARX","I","local_online_fit","[6 1 1]",4,"21-Jan-2021",0.1,0.9,1,0.1,1.40039935199822
"ARX","I","local_online_fit","[6 1 1]",4,"21-Jan-2021",0.2,0.8,1,0.2,1.07002067670647
"ARX","I","local_online_fit","[6 1 1]",4,"21-Jan-2021",0.5,0.5,0.428571428571429,-0.0714285714285715,0.529201340287502
"ARX","I","local_online_fit","[6 1 1]",5,"28-Jan-2021",0.05,0.95,1,0.05,1.81531511594211
"ARX","I","local_online_fit","[6 1 1]",5,"28-Jan-2021",0.1,0.9,1,0.1,1.54664684992332
"ARX","I","local_online_fit","[6 1 1]",5,"28-Jan-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.09976030184149
"ARX","I","local_online_fit","[6 1 1]",5,"28-Jan-2021",0.5,0.5,0.5,0,0.554034514198803
"ARX","I","local_online_fit","[6 1 1]",6,"04-Feb-2021",0.05,0.95,1,0.05,1.81494937366841
"ARX","I","local_online_fit","[6 1 1]",6,"04-Feb-2021",0.1,0.9,1,0.1,1.40747614722313
"ARX","I","local_online_fit","[6 1 1]",6,"04-Feb-2021",0.2,0.8,1,0.2,1.09870361385646
"ARX","I","local_online_fit","[6 1 1]",6,"04-Feb-2021",0.5,0.5,0.571428571428571,0.0714285714285714,0.56794980772969
"ARX","I","local_online_fit","[6 1 1]",7,"11-Feb-2021",0.05,0.95,1,0.05,1.85777787259862
"ARX","I","local_online_fit","[6 1 1]",7,"11-Feb-2021",0.1,0.9,1,0.1,1.53977932791236
"ARX","I","local_online_fit","[6 1 1]",7,"11-Feb-2021",0.2,0.8,1,0.2,1.13989214812607
"ARX","I","local_online_fit","[6 1 1]",7,"11-Feb-2021",0.5,0.5,0.857142857142857,0.357142857142857,0.575986188839524
"ARX","I","local_online_fit","[6 1 1]",8,"18-Feb-2021",0.05,0.95,1,0.05,1.7329866884065
"ARX","I","local_online_fit","[6 1 1]",8,"18-Feb-2021",0.1,0.9,1,0.1,1.45147108981264
"ARX","I","local_online_fit","[6 1 1]",8,"18-Feb-2021",0.2,0.8,1,0.2,1.04344299642591
"ARX","I","local_online_fit","[6 1 1]",8,"18-Feb-2021",0.5,0.5,0.785714285714286,0.285714285714286,0.475690147770959
"ARX","I","local_online_fit","[6 1 1]",9,"25-Feb-2021",0.05,0.95,1,0.05,1.65432046666203
"ARX","I","local_online_fit","[6 1 1]",9,"25-Feb-2021",0.1,0.9,1,0.1,1.41856054388877
"ARX","I","local_online_fit","[6 1 1]",9,"25-Feb-2021",0.2,0.8,0.928571428571429,0.128571428571429,1.08721182626032
"ARX","I","local_online_fit","[6 1 1]",9,"25-Feb-2021",0.5,0.5,0.714285714285714,0.214285714285714,0.572872049399475
"ARX","I","local_online_fit","[6 1 1]",10,"04-Mar-2021",0.05,0.95,1,0.05,1.82251077356173
"ARX","I","local_online_fit","[6 1 1]",10,"04-Mar-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.50291592786327
"ARX","I","local_online_fit","[6 1 1]",10,"04-Mar-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.12770571653676
"ARX","I","local_online_fit","[6 1 1]",10,"04-Mar-2021",0.5,0.5,0.5,0,0.561248961094824
"ARX","I","local_online_fit","[6 1 1]",11,"11-Mar-2021",0.05,0.95,1,0.05,1.70048659931441
"ARX","I","local_online_fit","[6 1 1]",11,"11-Mar-2021",0.1,0.9,1,0.1,1.4240987766361
"ARX","I","local_online_fit","[6 1 1]",11,"11-Mar-2021",0.2,0.8,0.928571428571429,0.128571428571429,1.00614138118321
"ARX","I","local_online_fit","[6 1 1]",11,"11-Mar-2021",0.5,0.5,0.357142857142857,-0.142857142857143,0.497587961581228
"ARX","I","local_online_fit","[6 1 1]",12,"18-Mar-2021",0.05,0.95,1,0.05,1.90747715450493
"ARX","I","local_online_fit","[6 1 1]",12,"18-Mar-2021",0.1,0.9,1,0.1,1.52916407629899
"ARX","I","local_online_fit","[6 1 1]",12,"18-Mar-2021",0.2,0.8,0.928571428571429,0.128571428571429,1.16064647142925
"ARX","I","local_online_fit","[6 1 1]",12,"18-Mar-2021",0.5,0.5,0.5,0,0.57812923591978
"ARX","I","local_online_fit","[6 1 1]",13,"25-Mar-2021",0.05,0.95,1,0.05,1.94624385211039
"ARX","I","local_online_fit","[6 1 1]",13,"25-Mar-2021",0.1,0.9,1,0.1,1.62452651090206
"ARX","I","local_online_fit","[6 1 1]",13,"25-Mar-2021",0.2,0.8,0.928571428571429,0.128571428571429,1.14350155184822
"ARX","I","local_online_fit","[6 1 1]",13,"25-Mar-2021",0.5,0.5,0.714285714285714,0.214285714285714,0.597370292977293
"ARX","I","local_online_fit","[6 1 1]",14,"01-Apr-2021",0.05,0.95,1,0.05,1.66200942314958
"ARX","I","local_online_fit","[6 1 1]",14,"01-Apr-2021",0.1,0.9,1,0.1,1.34967141704451
"ARX","I","local_online_fit","[6 1 1]",14,"01-Apr-2021",0.2,0.8,0.928571428571429,0.128571428571429,1.02593113404138
"ARX","I","local_online_fit","[6 1 1]",14,"01-Apr-2021",0.5,0.5,0.642857142857143,0.142857142857143,0.55687694680975
"ARX","I","local_online_fit","[6 1 1]",15,"08-Apr-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,1.72857410847719
"ARX","I","local_online_fit","[6 1 1]",15,"08-Apr-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.3580805634411
"ARX","I","local_online_fit","[6 1 1]",15,"08-Apr-2021",0.2,0.8,0.928571428571429,0.128571428571429,1.05481815886181
"ARX","I","local_online_fit","[6 1 1]",15,"08-Apr-2021",0.5,0.5,0.642857142857143,0.142857142857143,0.527201956811092
"ARX","I","local_online_fit","[6 1 1]",16,"15-Apr-2021",0.05,0.95,1,0.05,1.62840329542328
"ARX","I","local_online_fit","[6 1 1]",16,"15-Apr-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.38084012794624
"ARX","I","local_online_fit","[6 1 1]",16,"15-Apr-2021",0.2,0.8,0.785714285714286,-0.0142857142857143,1.04238553069054
"ARX","I","local_online_fit","[6 1 1]",16,"15-Apr-2021",0.5,0.5,0.642857142857143,0.142857142857143,0.506717268487018
"ARX","I","local_online_fit","[6 1 1]",17,"22-Apr-2021",0.05,0.95,1,0.05,1.94426024191188
"ARX","I","local_online_fit","[6 1 1]",17,"22-Apr-2021",0.1,0.9,1,0.1,1.47668893665009
"ARX","I","local_online_fit","[6 1 1]",17,"22-Apr-2021",0.2,0.8,1,0.2,1.09038756536551
"ARX","I","local_online_fit","[6 1 1]",17,"22-Apr-2021",0.5,0.5,0.714285714285714,0.214285714285714,0.52269083866771
"ARX","I","local_online_fit","[6 1 1]",18,"29-Apr-2021",0.05,0.95,1,0.05,1.67476225380606
"ARX","I","local_online_fit","[6 1 1]",18,"29-Apr-2021",0.1,0.9,1,0.1,1.36788483738162
"ARX","I","local_online_fit","[6 1 1]",18,"29-Apr-2021",0.2,0.8,1,0.2,1.02866911246289
"ARX","I","local_online_fit","[6 1 1]",18,"29-Apr-2021",0.5,0.5,0.642857142857143,0.142857142857143,0.515567878667141
"ARX","I","local_online_fit","[6 1 1]",19,"06-May-2021",0.05,0.95,1,0.05,1.61392507948961
"ARX","I","local_online_fit","[6 1 1]",19,"06-May-2021",0.1,0.9,1,0.1,1.32810885628973
"ARX","I","local_online_fit","[6 1 1]",19,"06-May-2021",0.2,0.8,0.928571428571429,0.128571428571429,0.992890404784154
"ARX","I","local_online_fit","[6 1 1]",19,"06-May-2021",0.5,0.5,0.571428571428571,0.0714285714285714,0.515198959646589
"ARX","I","local_online_fit","[6 1 1]",20,"13-May-2021",0.05,0.95,0.857142857142857,-0.0928571428571429,1.5106233383528
"ARX","I","local_online_fit","[6 1 1]",20,"13-May-2021",0.1,0.9,0.714285714285714,-0.185714285714286,1.23293623347802
"ARX","I","local_online_fit","[6 1 1]",20,"13-May-2021",0.2,0.8,0.714285714285714,-0.0857142857142857,0.924892432773479
"ARX","I","local_online_fit","[6 1 1]",20,"13-May-2021",0.5,0.5,0.357142857142857,-0.142857142857143,0.471132533533724
"ARX","I","local_online_fit","[6 1 1]",21,"20-May-2021",0.05,0.95,0.785714285714286,-0.164285714285714,1.62497408094848
"ARX","I","local_online_fit","[6 1 1]",21,"20-May-2021",0.1,0.9,0.428571428571429,-0.471428571428571,1.3018699791892
"ARX","I","local_online_fit","[6 1 1]",21,"20-May-2021",0.2,0.8,0.357142857142857,-0.442857142857143,0.992741184494178
"ARX","I","local_online_fit","[6 1 1]",21,"20-May-2021",0.5,0.5,0.142857142857143,-0.357142857142857,0.510410489365426
"ARX","I","local_online_fit","[6 1 1]",22,"27-May-2021",0.05,0.95,0.5,-0.45,1.65276169704924
"ARX","I","local_online_fit","[6 1 1]",22,"27-May-2021",0.1,0.9,0.5,-0.4,1.37586703128602
"ARX","I","local_online_fit","[6 1 1]",22,"27-May-2021",0.2,0.8,0.428571428571429,-0.371428571428571,1.02849036079453
"ARX","I","local_online_fit","[6 1 1]",22,"27-May-2021",0.5,0.5,0.142857142857143,-0.357142857142857,0.520627084691382
"ARX","I","partA_fixed_fit","[4 1 1]",1,"31-Dec-2020",0.05,0.95,1,0.05,2.08424966568385
"ARX","I","partA_fixed_fit","[4 1 1]",1,"31-Dec-2020",0.1,0.9,1,0.1,1.70241541145105
"ARX","I","partA_fixed_fit","[4 1 1]",1,"31-Dec-2020",0.2,0.8,0.857142857142857,0.0571428571428571,1.23715211246333
"ARX","I","partA_fixed_fit","[4 1 1]",1,"31-Dec-2020",0.5,0.5,0.642857142857143,0.142857142857143,0.624697067360396
"ARX","I","partA_fixed_fit","[4 1 1]",2,"07-Jan-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,2.39203990986834
"ARX","I","partA_fixed_fit","[4 1 1]",2,"07-Jan-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.87224456699608
"ARX","I","partA_fixed_fit","[4 1 1]",2,"07-Jan-2021",0.2,0.8,0.714285714285714,-0.0857142857142857,1.32483726514961
"ARX","I","partA_fixed_fit","[4 1 1]",2,"07-Jan-2021",0.5,0.5,0.571428571428571,0.0714285714285714,0.649095233634262
"ARX","I","partA_fixed_fit","[4 1 1]",3,"14-Jan-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,2.21356224428395
"ARX","I","partA_fixed_fit","[4 1 1]",3,"14-Jan-2021",0.1,0.9,0.857142857142857,-0.0428571428571429,1.81353463916687
"ARX","I","partA_fixed_fit","[4 1 1]",3,"14-Jan-2021",0.2,0.8,0.714285714285714,-0.0857142857142857,1.30106020992842
"ARX","I","partA_fixed_fit","[4 1 1]",3,"14-Jan-2021",0.5,0.5,0.5,0,0.689713774864763
"ARX","I","partA_fixed_fit","[4 1 1]",4,"21-Jan-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,2.41456012452514
"ARX","I","partA_fixed_fit","[4 1 1]",4,"21-Jan-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.84730507789912
"ARX","I","partA_fixed_fit","[4 1 1]",4,"21-Jan-2021",0.2,0.8,0.928571428571429,0.128571428571429,1.42826954966292
"ARX","I","partA_fixed_fit","[4 1 1]",4,"21-Jan-2021",0.5,0.5,0.214285714285714,-0.285714285714286,0.694687159612139
