StrategyID,StrategyName,OrderTreatment,ParameterTreatment,Model,ExoMode,NumPoints,MeanRawScaleWIS,MeanMedianComponent,MeanDispersionComponent,MeanUnderpredictionComponent,MeanOverpredictionComponent,MedianComponentShare,DispersionComponentShare,UnderpredictionComponentShare,OverpredictionComponentShare
fixed_parameters,Fixed-parameter transfer,Part A-selected order,Fit once on initial real-data calibration segment,AR,None,378,0.0845740502263174,0.0145694578390524,0.0284134394238994,0.0187745366660277,0.0228166162973378,0.172268654511225,0.335959308415123,0.221989329064738,0.269782708008914
fixed_parameters,Fixed-parameter transfer,Part A-selected order,Fit once on initial real-data calibration segment,ARX,I,378,0.0972741325724866,0.0146446914820863,0.0107878739257054,0.027130463065383,0.0447111040993118,0.150550728079466,0.110901774607618,0.278907273166028,0.459640224146888
local_order_retuning,Local order retuning,Local real-data order retuning around Part A-selected order,Re-estimate parameters at each forecast origin,AR,None,378,0.0870616901344734,0.0148626538849514,0.0286136242924734,0.0191118071279447,0.0244736048291039,0.170714051863625,0.328659186931445,0.219520286114652,0.281106475090278
local_order_retuning,Local order retuning,Local real-data order retuning around Part A-selected order,Re-estimate parameters at each forecast origin,ARX,I,378,0.0897398493861129,0.0151890903680692,0.0252792936329154,0.0206717301977761,0.0285997351873521,0.169256918436724,0.281695298196337,0.230351737151177,0.318696046215762
online_reestimate,Online parameter re-estimation,Part A-selected order,Re-estimate parameters at each forecast origin,AR,None,378,0.0870616901344734,0.0148626538849514,0.0286136242924734,0.0191118071279447,0.0244736048291039,0.170714051863625,0.328659186931445,0.219520286114652,0.281106475090278
online_reestimate,Online parameter re-estimation,Part A-selected order,Re-estimate parameters at each forecast origin,ARX,I,378,0.0900380003530163,0.0153283464453893,0.0277203758546417,0.020707382470232,0.0262818955827532,0.170243079425251,0.307874183633101,0.229984921800169,0.291897815141479
