Model,ExoMode,NumPoints,MeanRawScaleWIS,MeanMedianComponent,MeanDispersionComponent,MeanUnderpredictionComponent,MeanOverpredictionComponent,MedianComponentShare,DispersionComponentShare,UnderpredictionComponentShare,OverpredictionComponentShare
AR,None,1904,0.0689021052664939,0.0133507487466327,0.0264849864433387,0.0137924314102834,0.0152739386662392,0.193764017732052,0.384385735978636,0.20017431045014,0.221675935839172
ARX,I,1904,0.0706564692569768,0.0135641754000338,0.0253751393744052,0.0143977984776902,0.0173193560048476,0.1919735806597,0.35913398505827,0.203771836168682,0.245120598113349
