CaseID,CaseName,TruthModel,Solver,StructuralMismatch,ObservationNoise,ProcessNoise,Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,ResultSource,WindowDay,WindowDayIdx,HorizonIdx,ForecastDay,Truth_Rt,Alpha,NominalCoverage,LowerBound,UpperBound,Coverage,IntervalMethod,IntervalStatus,IntervalWidth,CoverageError,AbsoluteCoverageError,IntervalScore,WISIntervalComponent,WISSharpnessComponent,WISUnderpredictionComponent,WISOverpredictionComponent,ReplicateID,ReplicateIndex,NumReplicates
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_combined_stress_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,1,50,1.4966032770697,0.05,0.95,0.971312628429177,1.19122397077538,0,closed_loop_monte_carlo,ok,0.219911342346198,-0.95,0.95,12.4350835941193,0.069083797745107,0.0012217296797011,0,0.0678620680654059,rep001,1,2
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_combined_stress_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,2,51,1.49487796559399,0.05,0.95,0.951181620610515,1.20741683226822,0,closed_loop_monte_carlo,ok,0.256235211657702,-0.95,0.95,11.7546805446888,0.0653037808038267,0.0014235289536539,0,0.0638802518501728,rep001,1,2
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_combined_stress_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,3,52,1.49280316518971,0.05,0.95,0.883476424865045,1.22541111409304,0,closed_loop_monte_carlo,ok,0.341934689227997,-0.95,0.95,11.0376167330947,0.0613200929616374,0.00189963716237776,0,0.0594204557992597,rep001,1,2
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_combined_stress_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,4,53,1.49038133490722,0.05,0.95,0.834365051048822,1.19699672921519,0,closed_loop_monte_carlo,ok,0.362631678166366,-0.95,0.95,12.0980159058476,0.0672111994769314,0.00201462043425759,0,0.0651965790426738,rep001,1,2
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_combined_stress_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,5,54,1.48761534509619,0.05,0.95,0.853326351324417,1.18978309617968,0,closed_loop_monte_carlo,ok,0.336456744855266,-0.95,0.95,12.2497467015155,0.0680541483417527,0.00186920413808481,0,0.0661849442036678,rep001,1,2
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_combined_stress_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,6,55,1.48450847400365,0.05,0.95,0.883746899922801,1.1920039445839,0,closed_loop_monte_carlo,ok,0.308257044661098,-0.95,0.95,12.0084382214512,0.0667135456747289,0.0017125391370061,0,0.0650010065377228,rep001,1,2
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_combined_stress_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,7,56,1.48106440388863,0.05,0.95,0.901207741480669,1.26099878746711,0,closed_loop_monte_carlo,ok,0.359791045986445,-0.95,0.95,9.16241570284706,0.0509023094602614,0.00199883914436914,0,0.0489034703158923,rep001,1,2
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_combined_stress_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,1,50,1.4966032770697,0.1,0.9,0.971312628429177,1.19122397077538,0,closed_loop_monte_carlo,ok,0.219911342346198,-0.9,0.9,6.32749746823273,0.0703055274248081,0.0024434593594022,0,0.0678620680654059,rep001,1,2
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_combined_stress_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,2,51,1.49487796559399,0.1,0.9,0.951181620610515,1.20741683226822,0,closed_loop_monte_carlo,ok,0.256235211657702,-0.9,0.9,6.00545787817326,0.0667273097574806,0.0028470579073078,0,0.0638802518501728,rep001,1,2
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_combined_stress_forecast_A1_rep001_ARX_I.mat,forecast_results,49,50,3,52,1.49280316518971,0.1,0.9,0.883476424865045,1.22541111409304,0,closed_loop_monte_carlo,ok,0.341934689227997,-0.9,0.9,5.68977571116137,0.0632197301240152,0.00379927432475552,0,0.0594204557992597,rep001,1,2
