CaseID,CaseName,TruthModel,Solver,StructuralMismatch,ObservationNoise,ProcessNoise,Model,ExoMode,NumWindows,NumValidWindows,NumFailedWindows,FailureRate,MeanWIS,MedianWIS,StdWIS,MeanRMSE,MeanMAE,MeanCoverage,MeanCalibrationBias,MeanAbsoluteCalibrationError,MeanIntervalWidth,MeanWISMedianComponent,MeanWISDispersionComponent,MeanWISUnderpredictionComponent,MeanWISOverpredictionComponent
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,AR,None,176,176,0,0,0.0180440726693545,0.00731170533575392,0.0394446489674474,0.0314709179774601,0.0245872620170062,0.478693181818182,-0.308806818181818,0.466446834415584,0.0392635100017915,0.00273191800188958,0.00245764291814999,0.00573603336256302,0.00711847838675189
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,ARX,I,176,176,0,0,0.0243000137078271,0.00869281063973679,0.0488808701982614,0.0427046429188642,0.0326719525333108,0.370231331168831,-0.417268668831169,0.520779220779221,0.0375593991307648,0.00363021694814564,0.00236580352714478,0.0072967470793056,0.0110072461532311
