CaseID,CaseName,TruthModel,Solver,StructuralMismatch,ObservationNoise,ProcessNoise,Model,ExoMode,NumWindows,NumValidWindows,NumFailedWindows,FailureRate,MeanWIS,MedianWIS,StdWIS,MeanRMSE,MeanMAE,MeanCoverage,MeanCalibrationBias,MeanAbsoluteCalibrationError,MeanIntervalWidth,MeanWISMedianComponent,MeanWISDispersionComponent,MeanWISUnderpredictionComponent,MeanWISOverpredictionComponent
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,AR,None,2,2,0,0,0.267862605899083,0.267862605899083,0.131199456832381,0.343728847230666,0.343252500509658,0,-0.7875,0.7875,0.20624841621047,0.0381391667232953,0.0148223396334276,0,0.21490109954236
combined_stress,SEIR with observation and process noise,SEIR,ssa,1,1,1,ARX,I,2,2,0,0,0.21309072995009,0.21309072995009,0.066675889731188,0.300727803377189,0.299206587173713,0,-0.7875,0.7875,0.216940425705693,0.0332451763526348,0.0156400007040932,0,0.164205552893362
