CaseID,CaseName,TruthModel,Solver,StructuralMismatch,ObservationNoise,ProcessNoise,Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,ResultSource,WindowDay,WindowDayIdx,HorizonIdx,ForecastDay,Truth_Rt,Alpha,NominalCoverage,LowerBound,UpperBound,Coverage,IntervalMethod,IntervalStatus,IntervalWidth,CoverageError,AbsoluteCoverageError,IntervalScore,WISIntervalComponent,WISSharpnessComponent,WISUnderpredictionComponent,WISOverpredictionComponent,ReplicateID,ReplicateIndex,NumReplicates
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_rep001_ARX_I.mat,forecast_results,56,57,3,59,1.46875178722047,0.1,0.9,1.46881762241769,1.46889845041906,0,closed_loop_monte_carlo,ok,8.08280013648854e-05,-0.9,0.9,0.00139753194572112,1.55281327302347e-05,8.98088904054283e-07,1.46300438261804e-05,0,rep001,1,1
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_rep001_ARX_I.mat,forecast_results,56,57,4,60,1.46400366119206,0.1,0.9,1.46413308737386,1.46425662843483,0,closed_loop_monte_carlo,ok,0.000123541060973453,-0.9,0.9,0.0027120646968648,3.01340521873867e-05,1.37267845526059e-06,2.87613737321261e-05,0,rep001,1,1
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_rep001_ARX_I.mat,forecast_results,56,57,5,61,1.45894263841497,0.1,0.9,1.45915838745717,1.459329590767,0,closed_loop_monte_carlo,ok,0.000171203309821344,-0.9,0.9,0.00448618415385038,4.98464905983376e-05,1.90225899801493e-06,4.79442316003226e-05,0,rep001,1,1
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_rep001_ARX_I.mat,forecast_results,56,57,6,62,1.45357471720592,0.1,0.9,1.45390826424732,1.45412279059796,0,closed_loop_monte_carlo,ok,0.000214526350638788,-0.9,0.9,0.00688546717871175,7.6505190874575e-05,2.38362611820876e-06,7.41215647563662e-05,0,rep001,1,1
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_rep001_ARX_I.mat,forecast_results,56,57,7,63,1.44790625961717,0.1,0.9,1.44840290342122,1.44864808454333,0,closed_loop_monte_carlo,ok,0.000245181122106919,-0.9,0.9,0.0101780572030739,0.000113089524478598,2.72423469007688e-06,0.000110365289788521,0,rep001,1,1
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_rep001_ARX_I.mat,forecast_results,56,57,1,57,1.47728721665793,0.2,0.8,1.47729283138285,1.47730468118619,0,closed_loop_monte_carlo,ok,1.18498033425674e-05,-0.8,0.8,6.79970525303553e-05,1.51104561178567e-06,2.63328963168163e-07,1.24771664861751e-06,0,rep001,1,1
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_rep001_ARX_I.mat,forecast_results,56,57,2,58,1.47318138902826,0.2,0.8,1.47320750317263,1.47324438200038,0,closed_loop_monte_carlo,ok,3.68788277547161e-05,-0.8,0.8,0.000298020271390698,6.62267269757106e-06,8.19529505660357e-07,5.8031431919107e-06,0,rep001,1,1
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_rep001_ARX_I.mat,forecast_results,56,57,3,59,1.46875178722047,0.2,0.8,1.46881881769795,1.46888737248171,0,closed_loop_monte_carlo,ok,6.85547837624423e-05,-0.8,0.8,0.000738859558497174,1.64191012999372e-05,1.52343963916538e-06,1.48956616607718e-05,0,rep001,1,1
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_rep001_ARX_I.mat,forecast_results,56,57,4,60,1.46400366119206,0.2,0.8,1.46413607279981,1.46423585122505,0,closed_loop_monte_carlo,ok,9.97784252352307e-05,-0.8,0.8,0.00142389450273872,3.16421000608605e-05,2.21729833856068e-06,2.94248017222998e-05,0,rep001,1,1
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_rep001_ARX_I.mat,forecast_results,56,57,5,61,1.45894263841497,0.2,0.8,1.45916156167583,1.45929890578879,0,closed_loop_monte_carlo,ok,0.000137344112953519,-0.8,0.8,0.00232657672154279,5.17017049231732e-05,3.05209139896709e-06,4.86496135242061e-05,0,rep001,1,1
