CaseID,CaseName,TruthModel,Solver,StructuralMismatch,ObservationNoise,ProcessNoise,Scenario,ScenarioName,ReplicateID,ReplicateIndex,NumReplicates,Model,ExoMode,ForecastArtifact,ResultSource,WindowDay,WindowDayIdx,HorizonIdx,ForecastDay,Truth_Rt,Median_Forecast,Error,SquaredError,AbsoluteError,WIS,RawScaleWIS,WISMedianComponent,WISDispersionComponent,WISUnderpredictionComponent,WISOverpredictionComponent,CoverageMean,CalibrationBiasMean,AbsoluteCalibrationErrorMean,IntervalWidthMean,IntervalMethod,IntervalStatus
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep001,1,2,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep001_AR_None.mat,forecast_results,49,50,7,56,1.48106440388863,1.48665297580196,0.00558857191332929,3.1232136030453e-05,0.00558857191332929,0.00540807940704384,0.00540807940704384,0.000620952434814365,7.93915793408718e-05,0.0047077353928886,0,0,-0.7875,0.7875,0.00119515485248334,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep001,1,2,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep001_AR_None.mat,forecast_results,56,57,1,57,1.47728721665793,1.47747998679663,0.000192770138697895,3.71603263736058e-08,0.000192770138697895,0.000186607081843464,0.000186607081843464,2.14189042997661e-05,3.93490474427013e-06,0.000161253272799428,0,0,-0.7875,0.7875,4.98629539101292e-05,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep001,1,2,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep001_AR_None.mat,forecast_results,56,57,2,58,1.47318138902826,1.47377760026633,0.000596211238066413,3.55467840396685e-07,0.000596211238066413,0.000568530717473222,0.000568530717473222,6.62456931184903e-05,1.2655362630133e-05,0.000489629661724599,0,0,-0.7875,0.7875,0.000148508487125776,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep001,1,2,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep001_AR_None.mat,forecast_results,56,57,3,59,1.46875178722047,1.46997149870888,0.00121971148840583,1.48769611494916e-06,0.00121971148840583,0.00116303794034114,0.00116303794034114,0.000135523498711759,2.02743173182979e-05,0.00100724012431108,0,0,-0.7875,0.7875,0.000267162040048174,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep001,1,2,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep001_AR_None.mat,forecast_results,56,57,4,60,1.46400366119206,1.46602583595379,0.00202217476172706,4.08919076696588e-06,0.00202217476172706,0.00199110662353465,0.00199110662353465,0.00022468608463634,2.31240053593762e-05,0.00174329653353893,0,0,-0.7875,0.7875,0.000344840745721442,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep001,1,2,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep001_AR_None.mat,forecast_results,56,57,5,61,1.45894263841497,1.46202880832416,0.00308616990918997,9.52444470838965e-06,0.00308616990918997,0.00301447915359857,0.00301447915359857,0.000342907767687775,3.23204175054406e-05,0.00263925096840535,0,0,-0.7875,0.7875,0.000488192112802044,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep001,1,2,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep001_AR_None.mat,forecast_results,56,57,6,62,1.45357471720592,1.45788183651531,0.00430711930939331,1.85512767453487e-05,0.00430711930939331,0.00421585978292324,0.00421585978292324,0.000478568812154813,4.96552208461158e-05,0.00368763574992231,0,0,-0.7875,0.7875,0.000658763112293903,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep001,1,2,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep001_AR_None.mat,forecast_results,56,57,7,63,1.44790625961717,1.45359606312234,0.0056898035051629,3.23738639273641e-05,0.0056898035051629,0.00557885442564975,0.00557885442564975,0.000632200389462545,7.24832000483418e-05,0.00487417083613886,0,0,-0.7875,0.7875,0.000901910468971368,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep002,2,2,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep002_ARX_I.mat,forecast_results,49,50,1,50,1.4966032770697,1.4966181221256,1.48450559025459e-05,2.20375684749714e-10,1.48450559025459e-05,1.19705465719501e-05,1.19705465719501e-05,1.64945065583844e-06,5.5088145592593e-07,9.77021446018571e-06,0,0,-0.7875,0.7875,9.02580241568529e-06,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep002,2,2,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep002_ARX_I.mat,forecast_results,49,50,2,51,1.49487796559399,1.49491961822902,4.165263502931e-05,1.73494200488491e-09,4.165263502931e-05,3.66738227980772e-05,3.66738227980772e-05,4.62807055881223e-06,9.70133636684572e-07,3.10756186025804e-05,0,0,-0.7875,0.7875,1.57385125619247e-05,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep002,2,2,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep002_ARX_I.mat,forecast_results,49,50,3,52,1.49280316518971,1.49288929264338,8.61274536647638e-05,7.41793827477604e-09,8.61274536647638e-05,7.82957209779944e-05,7.82957209779944e-05,9.56971707386265e-06,1.96783230041279e-06,6.6758171603719e-05,0,0,-0.7875,0.7875,2.95859337846038e-05,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep002,2,2,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep002_ARX_I.mat,forecast_results,49,50,4,53,1.49038133490722,1.49053795386248,0.000156618955255761,2.4529497145406e-08,0.000156618955255761,0.000140401911911012,0.000140401911911012,1.7402106139529e-05,3.32593868179372e-06,0.000119673867089689,0,0,-0.7875,0.7875,4.39409929729462e-05,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep002,2,2,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep002_ARX_I.mat,forecast_results,49,50,5,54,1.48761534509619,1.48786480080045,0.000249455704266044,6.2228148390868e-08,0.000249455704266044,0.000225200499242216,0.000225200499242216,2.77173004740049e-05,4.69573409351461e-06,0.000192787464674697,0,0,-0.7875,0.7875,6.39772506795255e-05,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep002,2,2,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep002_ARX_I.mat,forecast_results,49,50,6,55,1.48450847400365,1.48487636595498,0.000367891951331023,1.35344487854148e-07,0.000367891951331023,0.000338551269849785,0.000338551269849785,4.08768834812248e-05,6.55114154644279e-06,0.000291123244822117,0,0,-0.7875,0.7875,8.88476922446535e-05,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep002,2,2,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep002_ARX_I.mat,forecast_results,49,50,7,56,1.48106440388863,1.48158257707481,0.000518173186182747,2.68503450878779e-07,0.000518173186182747,0.000487889432365186,0.000487889432365186,5.75747984647496e-05,8.02831950022694e-06,0.00042228631440021,0,0,-0.7875,0.7875,0.000107789865466057,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep002,2,2,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep002_ARX_I.mat,forecast_results,56,57,1,57,1.47728721665793,1.47730154328702,1.43266290906219e-05,2.05252301100253e-10,1.43266290906219e-05,8.02193744924172e-06,8.02193744924172e-06,1.59184767673576e-06,8.44444754979603e-07,5.58564501752635e-06,0,0,-0.7875,0.7875,1.15052084338485e-05,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep002,2,2,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep002_ARX_I.mat,forecast_results,56,57,2,58,1.47318138902826,1.4732298735343,4.84845060320094e-05,2.35074732516795e-09,4.84845060320094e-05,2.88177832393396e-05,2.88177832393396e-05,5.38716733688993e-06,2.94891517318676e-06,2.04817007292629e-05,0,0,-0.7875,0.7875,4.27634462384918e-05,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep002,2,2,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep002_ARX_I.mat,forecast_results,56,57,3,59,1.46875178722047,1.46885546015817,0.000103672937696642,1.07480780106517e-08,0.000103672937696642,6.70502511772056e-05,6.70502511772056e-05,1.15192152996269e-05,5.58724429132246e-06,4.99437915862562e-05,0,0,-0.7875,0.7875,7.86630634440622e-05,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep002,2,2,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep002_ARX_I.mat,forecast_results,56,57,4,60,1.46400366119206,1.46417520513465,0.00017154394258978,2.94273242392458e-08,0.00017154394258978,0.000121062269055548,0.000121062269055548,1.90604380655311e-05,8.5353368653328e-06,9.34664941246844e-05,0,0,-0.7875,0.7875,0.000120034178557993,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep002,2,2,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep002_ARX_I.mat,forecast_results,56,57,5,61,1.45894263841497,1.45920310161121,0.00026046319623374,6.78410765922958e-08,0.00026046319623374,0.000192780334208135,0.000192780334208135,2.89403551370822e-05,1.11539140311836e-05,0.000152686065039869,0,0,-0.7875,0.7875,0.000163081749581906,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep002,2,2,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep002_ARX_I.mat,forecast_results,56,57,6,62,1.45357471720592,1.45394186719844,0.000367149992519744,1.34799117007248e-07,0.000367149992519744,0.000286878079874624,0.000286878079874624,4.07944436133049e-05,1.39784257418526e-05,0.000232105210519467,0,0,-0.7875,0.7875,0.000204467220139337,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep002,2,2,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep002_ARX_I.mat,forecast_results,56,57,7,63,1.44790625961717,1.4484125678577,0.000506308240531439,2.56348034430041e-07,0.000506308240531439,0.000413695220632081,0.000413695220632081,5.62564711701599e-05,1.64308941453275e-05,0.000341007855316593,0,0,-0.7875,0.7875,0.000236267960059267,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep002,2,2,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep002_AR_None.mat,forecast_results,49,50,1,50,1.4966032770697,1.49678562323085,0.000182346161148983,3.32501224857709e-08,0.000182346161148983,0.000174362063095411,0.000174362063095411,2.02606845721092e-05,7.33341907933492e-06,0.000146767959443967,0,0,-0.7875,0.7875,9.83402916523435e-05,closed_loop_monte_carlo,ok
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,A1,Seasonal Forcing,rep002,2,2,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_process_noise_forecast_A1_rep002_AR_None.mat,forecast_results,49,50,2,51,1.49487796559399,1.49544196338649,0.000563997792490722,3.18093509934408e-07,0.000563997792490722,0.000536600466462147,0.000536600466462147,6.26664213878581e-05,1.96898594826374e-05,0.000454244185591652,0,0,-0.7875,0.7875,0.00029037470491694,closed_loop_monte_carlo,ok
