CaseID,CaseName,TruthModel,Solver,StructuralMismatch,ObservationNoise,ProcessNoise,Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,ResultSource,WindowDay,WindowDayIdx,HorizonIdx,ForecastDay,Truth_Rt,Alpha,NominalCoverage,LowerBound,UpperBound,Coverage,IntervalMethod,IntervalStatus,IntervalWidth,CoverageError,AbsoluteCoverageError,IntervalScore,WISIntervalComponent,WISSharpnessComponent,WISUnderpredictionComponent,WISOverpredictionComponent
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,49,50,3,52,1.49280316518971,0.5,0.5,1.42727115429778,1.56437426082145,1,closed_loop_monte_carlo,ok,0.137103106523667,0.5,0.5,0.137103106523667,0.00761683925131482,0.00761683925131482,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,49,50,4,53,1.49038133490722,0.5,0.5,1.35814606461585,1.64922629453185,1,closed_loop_monte_carlo,ok,0.291080229916006,0.5,0.5,0.291080229916006,0.0161711238842226,0.0161711238842226,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,49,50,5,54,1.48761534509619,0.5,0.5,1.32577584766495,1.4883598285922,1,closed_loop_monte_carlo,ok,0.16258398092725,0.5,0.5,0.16258398092725,0.00903244338484721,0.00903244338484721,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,49,50,6,55,1.48450847400365,0.5,0.5,1.29821939252971,1.42704814885853,0,closed_loop_monte_carlo,ok,0.128828756328825,-0.5,0.5,0.358670056909304,0.0199261142727391,0.00715715312937918,0,0.0127689611433599
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,49,50,7,56,1.48106440388863,0.5,0.5,1.27291386766084,1.39912738576678,0,closed_loop_monte_carlo,ok,0.126213518105949,-0.5,0.5,0.453961590593329,0.0252200883662961,0.00701186211699718,0,0.0182082262492989
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,1,57,1.47728721665793,0.05,0.95,1.07509444514782,1.32710971832804,0,closed_loop_monte_carlo,ok,0.252015273180222,-0.95,0.95,6.25911520637585,0.0347728622576436,0.00140008485100123,0,0.0333727774066424
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,2,58,1.47318138902826,0.05,0.95,1.04774415085784,1.45425128322513,0,closed_loop_monte_carlo,ok,0.40650713236729,-0.95,0.95,1.16371136449253,0.00646506313606962,0.00225837295759606,0,0.00420669017847356
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,3,59,1.46875178722047,0.05,0.95,1.03807080640926,1.67621567999131,1,closed_loop_monte_carlo,ok,0.638144873582043,0.05,0.05,0.638144873582043,0.00354524929767801,0.00354524929767801,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,4,60,1.46400366119206,0.05,0.95,1.07614470125035,1.68153556587982,1,closed_loop_monte_carlo,ok,0.605390864629467,0.05,0.05,0.605390864629467,0.00336328258127481,0.00336328258127481,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,5,61,1.45894263841497,0.05,0.95,1.06471043757831,1.65145522805813,1,closed_loop_monte_carlo,ok,0.586744790479817,0.05,0.05,0.586744790479817,0.00325969328044343,0.00325969328044343,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,6,62,1.45357471720592,0.05,0.95,1.0391429191598,1.66210670742058,1,closed_loop_monte_carlo,ok,0.622963788260783,0.05,0.05,0.622963788260783,0.00346090993478213,0.00346090993478213,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,7,63,1.44790625961717,0.05,0.95,0.975473064456349,1.88852680762237,1,closed_loop_monte_carlo,ok,0.913053743166018,0.05,0.05,0.913053743166018,0.00507252079536677,0.00507252079536677,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,1,57,1.47728721665793,0.1,0.9,1.07509444514782,1.32710971832804,0,closed_loop_monte_carlo,ok,0.252015273180222,-0.9,0.9,3.25556523977804,0.0361729471086448,0.00280016970200246,0,0.0333727774066424
