Scenario,Rt_Mean,Rt_Std
A1,0.00958203005794232,0.0522539696990495
A2,0.281827058574412,1.3013329542515
A3,0.00109508393796449,0.00177806750644943
A4,0.000810883670291695,0.00149012195416466
