Scenario,Rt_Mean,Rt_Std,Cases_Mean,Cases_Std
A1,3.49182527342564e-14,2.35586366522705e-14,34.863586863062,17.0151281454372
A2,611.103171488068,2315.20652291191,3416.05945599566,8754.79306440918
A3,5.81036064437359e-15,5.28097964707351e-15,28.5125914184603,13.7237208621011
A4,0.00428838830589622,0.00278332698968981,31.4132919982326,14.6680736123749
