Scenario,Model,ExoMode,WindowDay,HorizonIdx,ForecastDay,Truth_Rt,Median_Forecast,WIS
A3,SSEST,S,154,2,156,1.50193171770902,1.54762490266653,0.0181043970397928
A3,SSEST,S,154,3,157,1.47454384252821,1.55265088114806,0.0363563389659014
A3,SSEST,S,154,4,158,1.44559054133432,1.55759886518015,0.0617724789841995
A3,SSEST,S,154,5,159,1.4153180611801,1.56246607904861,0.0896098363177366
A3,SSEST,S,154,6,160,1.38397926171425,1.56724981080773,0.119190350522238
A3,SSEST,S,154,7,161,1.3518308415805,1.57194741894619,0.150038169921173
A3,SSEST,S,154,8,162,1.31913065359098,1.57655636636417,0.181761975594487
A3,SSEST,S,154,9,163,1.28613515109258,1.58107424434717,0.214016905678003
A3,SSEST,S,154,10,164,1.25309700269766,1.58549876611075,0.246488145582755
A3,SSEST,S,154,11,165,1.2202629065207,1.58982780312204,0.278883374613963
A3,SSEST,S,154,12,166,1.18787162844738,1.59405941271407,0.31092921601136
A3,SSEST,S,154,13,167,1.1561522819687,1.59819184661392,0.342369616694297
A3,SSEST,S,154,14,168,1.12532285995501,1.60222354363517,0.37296517763432
A3,SSEST,S,161,1,162,1.31913065359098,1.33742608990856,0.00725987703562096
A3,SSEST,S,161,2,163,1.28613515109258,1.34079535304086,0.0273805402189973
A3,SSEST,S,161,3,164,1.25309700269766,1.34409969107136,0.0546038865690087
A3,SSEST,S,161,4,165,1.2202629065207,1.34733922151574,0.0834861615532354
A3,SSEST,S,161,5,166,1.18787162844738,1.3505141451516,0.112929918638299
A3,SSEST,S,161,6,167,1.1561522819687,1.35362474143238,0.142341649520945
A3,SSEST,S,161,7,168,1.12532285995501,1.35667136090754,0.171308598549103
A3,SSEST,S,161,8,169,1.09558902163416,1.35965443617155,0.199506803318498
A3,SSEST,S,161,9,170,1.06714313118089,1.36257447957025,0.226665871601285
A3,SSEST,S,161,10,171,1.04016353791194,1.36543206976932,0.252552934203239
A3,SSEST,S,161,11,172,1.01481408228635,1.36822785893592,0.276964415592082
A3,SSEST,S,161,12,173,0.991243806884174,1.37096257248343,0.299721368284423
A3,SSEST,S,161,13,174,0.969586847401787,1.37363700210505,0.320666575082762
A3,SSEST,S,161,14,175,0.949962475553668,1.37625199747112,0.339662586075402
A3,SSEST,S,168,1,169,1.09558902163416,1.11195784826355,0.00658970456672114
A3,SSEST,S,168,2,170,1.06714313118089,1.11518344044448,0.0245314254546605
A3,SSEST,S,168,3,171,1.04016353791194,1.11836700520088,0.0468907459680679
A3,SSEST,S,168,4,172,1.01481408228635,1.12150957112575,0.0692626785537483
A3,SSEST,S,168,5,173,0.991243806884174,1.12461215942473,0.0907522404232822
A3,SSEST,S,168,6,174,0.969586847401787,1.12767578291131,0.110908519440447
A3,SSEST,S,168,7,175,0.949962475553668,1.1307014462854,0.129442823832997
A3,SSEST,S,168,8,176,0.932475263671701,1.13369014184836,0.146147592456175
A3,SSEST,S,168,9,177,0.917215339775503,1.13664284806486,0.16086469951658
A3,SSEST,S,168,10,178,0.904258701950913,1.13956053179807,0.173470575235786
A3,SSEST,S,168,11,179,0.893667561987406,1.14244414469708,0.183868264085774
A3,SSEST,S,168,12,180,0.885490690328758,1.14529462136559,0.191982765503442
A3,SSEST,S,168,13,181,0.879763737397501,1.14811287973341,0.197758099556896
A3,SSEST,S,168,14,182,0.876509510151597,1.15089982254651,0.201155364831991
A3,SSEST,S,175,1,176,0.932475263671701,0.94229631555996,0.00364003059149138
A3,SSEST,S,175,2,177,0.917215339775503,0.945374776436196,0.0108589747301592
A3,SSEST,S,175,3,178,0.904258701950913,0.948438656334033,0.0183913989443117
A3,SSEST,S,175,4,179,0.893667561987406,0.951488549364324,0.0258371900532322
A3,SSEST,S,175,5,180,0.885490690328758,0.954525022447149,0.0318623196317608
A3,SSEST,S,175,6,181,0.879763737397501,0.957548618067768,0.0363416026562824
A3,SSEST,S,175,7,182,0.876509510151597,0.960559857776439,0.0389848014731695
A3,SSEST,S,175,8,183,0.875738187189561,0.963559237950532,0.0399193464576279
A3,SSEST,S,175,9,184,0.877447460689384,0.966547231025838,0.039050464923626
A3,SSEST,S,175,10,185,0.881622598785737,0.969524290773485,0.0363657100855528
A3,SSEST,S,175,11,186,0.888236427489117,0.972490849400168,0.0333933836417298
A3,SSEST,S,175,12,187,0.897249236755849,0.975447317389882,0.0294030432405798
A3,SSEST,S,175,13,188,0.908608620655388,0.978394085814363,0.0260576482981991
A3,SSEST,S,175,14,189,0.922249266582213,0.981331529151739,0.0226162388923173
A3,SSEST,S,182,1,183,0.875738187189561,0.876786352738396,0.00170271324624284
A3,SSEST,S,182,2,184,0.877447460689384,0.879329209127042,0.0037399122828095
A3,SSEST,S,182,3,185,0.881622598785737,0.881869056828238,0.00477650083140305
A3,SSEST,S,182,4,186,0.888236427489117,0.884406226198876,0.00615070267336025
A3,SSEST,S,182,5,187,0.897249236755849,0.886941027639638,0.00771304057178752
A3,SSEST,S,182,6,188,0.908608620655388,0.889473753915008,0.00944902816931473
A3,SSEST,S,182,7,189,0.922249266582213,0.892004682807873,0.0116837237060697
A3,SSEST,S,182,8,190,0.938092712963733,0.89453407460665,0.0162427501023127
A3,SSEST,S,182,9,191,0.956047098776359,0.897062173268234,0.0214977980234962
A3,SSEST,S,182,10,192,0.976006931269497,0.899589210052733,0.0291170149889715
A3,SSEST,S,182,11,193,0.997852900502735,0.902115401898535,0.0393610195214128
A3,SSEST,S,182,12,194,1.02145177053989,0.904640951556613,0.0538762422486403
A3,SSEST,S,182,13,195,1.04665637735629,0.907166049250157,0.0727797705775569
A3,SSEST,S,182,14,196,1.07330576267278,0.909690874559674,0.0938602869602988
A3,SSEST,S,189,1,190,0.938092712963733,0.930888101233861,0.00276381463585428
A3,SSEST,S,189,2,191,0.956047098776359,0.933603432141184,0.00826721665871793
A3,SSEST,S,189,3,192,0.976006931269497,0.936316383513561,0.0153040842943866
A3,SSEST,S,189,4,193,0.997852900502735,0.939027190343221,0.0254259964857389
A3,SSEST,S,189,5,194,1.02145177053989,0.941736073574681,0.0395430216521477
A3,SSEST,S,189,6,195,1.04665637735629,0.944443241683465,0.0572840149216898
