Scenario,Rt_Mean,Rt_Std
A1,0.0016640083030842,0.0109726137053858
A2,0.385603088403244,1.70631051326205
A3,0.0010179741343487,0.00187637170143082
A4,0.000772553010800191,0.00139494268905893
