Scenario,Rt_Mean,Rt_Std
A1,0.152773854164266,1.00255010467292
A2,0.364906533666685,1.62365118092457
A3,0.00109049512171308,0.0015470261503234
A4,0.000697526492098838,0.000875564039686625
