Scenario,Rt_Mean,Rt_Std
track1_results_A1,4.51993660877467,3.88542813736949
track1_results_A2,0.102464408666407,0.199656234300548
track1_results_A3,2.9367054024725,2.83455646413798
track1_results_A4,3.73604497865681,3.09078672395625
