date,t,I_observed,I_smoothed,Lambda_t,Rt_est,Rt_model_input,Rt_evaluation_proxy
2021-03-13,377,4994,4066.42857142857,3890.68275632882,1.04517094456336,1.04517094456336,1.04517094456336
2021-03-14,378,3953,4138,3880.82388912356,1.06626843119504,1.06626843119504,1.06626843119504
2021-03-15,379,1040,4079.28571428571,3893.41359391719,1.04774014264986,1.04774014264986,1.04774014264986
2021-03-16,380,2714,4183.85714285714,3931.39505256554,1.06421692221616,1.06421692221616,1.06421692221616
2021-03-17,381,6786,4306.42857142857,3981.16861356329,1.08169961873937,1.08169961873937,1.08169961873937
2021-03-18,382,6431,4464.28571428571,4031.29280049694,1.10740795452402,1.10740795452402,1.10740795452402
2021-03-19,383,5736,4522,4085.85541977928,1.10674498615623,1.10674498615623,1.10674498615623
2021-03-20,384,5406,4580.85714285714,4154.95386814469,1.10250493464627,1.10250493464627,1.10250493464627
2021-03-21,385,4380,4641.85714285714,4239.42900997715,1.09492507880965,1.09492507880965,1.09492507880965
2021-03-22,386,1579,4718.85714285714,4329.70065909211,1.08988069023844,1.08988069023844,1.08988069023844
2021-03-23,387,2687,4715,4416.56068738797,1.06757278654956,1.06757278654956,1.06757278654956
2021-03-24,388,7652,4838.71428571429,4496.64243055156,1.07607272769536,1.07607272769536,1.07607272769536
2021-03-25,389,7706,5020.85714285714,4567.6421997832,1.09922295207262,1.09922295207262,1.09922295207262
2021-03-26,390,6365,5110.71428571429,4632.81320504494,1.10315569817253,1.10315569817253,1.10315569817253
2021-03-27,391,6294,5237.57142857143,4705.18059180822,1.11314992620902,1.11314992620902,1.11314992620902
2021-03-28,392,5196,5354.14285714286,4792.97974690992,1.11708021728961,1.11708021728961,1.11708021728961
2021-03-29,393,1980,5411.42857142857,4894.41775825199,1.10563275116941,1.10563275116941,1.10563275116941
2021-03-30,394,2962,5450.71428571429,5004.26362085908,1.08921405798733,1.08921405798733,1.08921405798733
2021-03-31,395,8467,5567.14285714286,5114.48298909746,1.08850549879828,1.08850549879828,1.08850549879828
2021-04-01,396,8290,5650.57142857143,5216.0561673018,1.08330340919132,1.08330340919132,1.08330340919132
2021-04-02,397,6976,5737.85714285714,5307.58878966222,1.08106663312594,1.08106663312594,1.08106663312594
2021-04-03,398,6836,5815.28571428571,5394.02603770714,1.07809744959215,1.07809744959215,1.07809744959215
2021-04-04,399,3403,5559.14285714286,5479.27413633809,1.01457651484803,1.01457651484803,1.01457651484803
2021-04-05,400,1449,5483.28571428571,5562.17835899266,0.985816232487512,0.985816232487512,0.985816232487512
2021-04-06,401,3103,5503.42857142857,5622.48851166934,0.978824333745874,0.978824333745874,0.978824333745874
2021-04-07,402,6813,5267.14285714286,5639.29784441885,0.934006857317475,0.934006857317475,0.934006857317475
2021-04-08,403,7824,5200.57142857143,5617.92680833736,0.925710071703577,0.925710071703577,0.925710071703577
2021-04-09,404,7760,5312.57142857143,5567.29583046766,0.954246296648685,0.954246296648685,0.954246296648685
2021-04-10,405,7625,5425.28571428571,5493.32440709808,0.987614295503019,0.987614295503019,0.987614295503019
2021-04-11,406,5626,5742.85714285714,5418.11503353833,1.05993636298023,1.05993636298023,1.05993636298023
2021-04-12,407,2390,5877.28571428571,5371.85471501617,1.09408873212015,1.09408873212015,1.09408873212015
2021-04-13,408,3471,5929.85714285714,5381.38934453221,1.10191936751096,1.10191936751096,1.10191936751096
2021-04-14,409,8869,6223.57142857143,5453.12394579108,1.1412855255885,1.1412855255885,1.1412855255885
2021-04-15,410,7093,6119.14285714286,5565.84337750759,1.09940981844211,1.09940981844211,1.09940981844211
2021-04-16,411,7665,6105.57142857143,5700.78879295316,1.07100467151469,1.07100467151469,1.07100467151469
2021-04-17,412,6440,5936.28571428571,5837.14210989631,1.01698495642608,1.01698495642608,1.01698495642608
2021-04-18,413,4983,5844.42857142857,5947.34115536929,0.982696034874709,0.982696034874709,0.982696034874709
2021-04-19,414,2514,5862.14285714286,6009.99000553463,0.975399768010326,0.975399768010326,0.975399768010326
2021-04-20,415,2713,5753.85714285714,6019.1236898014,0.955929374338375,0.955929374338375,0.955929374338375
2021-04-21,416,7538,5563.71428571429,5990.53627645449,0.928750620805385,0.928750620805385,0.928750620805385
2021-04-22,417,7706,5651.28571428571,5942.20617455653,0.951041675141383,0.951041675141383,0.951041675141383
2021-04-23,418,6248,5448.85714285714,5877.22748039929,0.927113534575483,0.927113534575483,0.927113534575483
2021-04-24,419,5501,5314.71428571429,5803.41620951712,0.915790647067256,0.915790647067256,0.915790647067256
2021-04-25,420,4568,5255.42857142857,5726.68777157989,0.917708242714042,0.917708242714042,0.917708242714042
2021-04-26,421,1756,5147.14285714286,5641.24337393006,0.912412834540946,0.912412834540946,0.912412834540946
2021-04-27,422,3069,5198,5546.4145091173,0.937182028399686,0.937182028399686,0.937182028399686
2021-04-28,423,7267,5159.28571428571,5448.24400601942,0.946963041410323,0.946963041410323,0.946963041410323
2021-04-29,424,7144,5079,5358.80304157611,0.947786279994754,0.947786279994754,0.947786279994754
2021-04-30,425,5931,5033.71428571429,5287.75165397492,0.951957394203703,0.951957394203703,0.951957394203703
2021-05-01,426,5424,5022.71428571429,5231.60389545385,0.960071592973411,0.960071592973411,0.960071592973411
2021-05-02,427,4753,5049.14285714286,5181.89611170257,0.974381336156102,0.974381336156102,0.974381336156102
2021-05-03,428,1718,5043.71428571429,5136.177905716,0.981997582307494,0.981997582307494,0.981997582307494
2021-05-04,429,3068,5043.57142857143,5098.80167595297,0.989167994581546,0.989167994581546,0.989167994581546
2021-05-05,430,7034,5010.28571428571,5073.2738061247,0.987584330307002,0.987584330307002,0.987584330307002
2021-05-06,431,6482,4915.71428571429,5058.08394680316,0.971853045029263,0.971853045029263,0.971853045029263
2021-05-07,432,5716,4885,5047.35760442819,0.967833148123733,0.967833148123733,0.967833148123733
2021-05-08,433,5244,4859.28571428571,5031.44537443841,0.965783259612171,0.965783259612171,0.965783259612171
2021-05-09,434,4476,4819.71428571429,5004.84241043614,0.963010199015293,0.963010199015293,0.963010199015293
2021-05-10,435,1657,4811,4970.35296203605,0.967939306674355,0.967939306674355,0.967939306674355
2021-05-11,436,2460,4724.14285714286,4933.01571165393,0.957658181785713,0.957658181785713,0.957658181785713
2021-05-12,437,6311,4620.85714285714,4896.69489547721,0.943668584931676,0.943668584931676,0.943668584931676
2021-05-13,438,5269,4447.57142857143,4859.89080413598,0.915158716073693,0.915158716073693,0.915158716073693
2021-05-14,439,3918,4190.71428571429,4815.03786144606,0.870338802373554,0.870338802373554,0.870338802373554
2021-05-15,440,2580,3810.14285714286,4751.30725718755,0.801914641781808,0.801914641781808,0.801914641781808
2021-05-16,441,3970,3737.85714285714,4654.97958092375,0.802980352088975,0.802980352088975,0.802980352088975
2021-05-17,442,1408,3702.28571428571,4511.52535758682,0.820628373075585,0.820628373075585,0.820628373075585
2021-05-18,443,2107,3651.85714285714,4329.19578566803,0.843541693112322,0.843541693112322,0.843541693112322
2021-05-19,444,4642,3413.42857142857,4141.80418195865,0.82414050048459,0.82414050048459,0.82414050048459
2021-05-20,445,3410,3147.85714285714,3977.89033180732,0.791338342760933,0.791338342760933,0.791338342760933
2021-05-21,446,3166,3040.42857142857,3835.74963289925,0.792655637727445,0.792655637727445,0.792655637727445
2021-05-22,447,2318,3003,3692.2645348244,0.813322006502121,0.813322006502121,0.813322006502121
2021-05-23,448,1909,2708.57142857143,3536.6147404664,0.76586555996038,0.76586555996038,0.76586555996038
2021-05-24,449,620,2596,3379.99839903065,0.768047701071252,0.768047701071252,0.768047701071252
2021-05-25,450,1194,2465.57142857143,3226.11775187701,0.76425339004967,0.76425339004967,0.76425339004967
2021-05-26,451,2739,2193.71428571429,3070.1086903098,0.714539616345935,0.714539616345935,0.714539616345935
2021-05-27,452,1418,1909.14285714286,2912.96238460431,0.655395643703855,0.655395643703855,0.655395643703855
2021-05-28,453,92,1470,2750.3429409663,0.534478801935709,0.534478801935709,0.534478801935709
2021-05-29,454,297,1181.28571428571,2569.00124405217,0.459822943651999,0.459822943651999,0.459822943651999
2021-05-30,455,285,949.285714285714,2351.641686808,0.403669368344218,0.403669368344218,0.403669368344218
2021-05-31,456,1948,1139,2093.12289434971,0.544162983967486,0.544162983967486,0.544162983967486
2021-06-01,457,1898,1239.57142857143,1812.16634861959,0.684027396003498,0.684027396003498,0.684027396003498
2021-06-02,458,2783,1245.85714285714,1556.49124754311,0.800426693580003,0.800426693580003,0.800426693580003
2021-06-03,459,1364,1238.14285714286,1374.1489954151,0.901025188152062,0.901025188152062,0.901025188152062
2021-06-04,460,1081,1379.42857142857,1274.65155653092,1.08220051539639,1.08220051539639,1.08220051539639
2021-06-05,461,989,1478.28571428571,1235.54687895481,1.19646266723303,1.19646266723303,1.19646266723303
2021-06-06,462,758,1545.85714285714,1236.3605639843,1.25032873733489,1.25032873733489,1.25032873733489
2021-06-07,463,222,1299.28571428571,1268.50378091169,1.02426633159256,1.02426633159256,1.02426633159256
2021-06-08,464,491,1098.28571428571,1321.85234351939,0.830868681869235,0.830868681869235,0.830868681869235
2021-06-09,465,1184,869.857142857143,1366.91865761901,0.636363501228608,0.636363501228608,0.636363501228608
2021-06-10,466,825,792.857142857143,1367.88143980414,0.579624169014729,0.579624169014729,0.579624169014729
2021-06-11,467,729,742.571428571429,1308.57466241052,0.567465846544467,0.567465846544467,0.567465846544467
2021-06-12,468,484,670.428571428571,1201.69472831592,0.55790256512827,0.55790256512827,0.55790256512827
2021-06-13,469,524,637,1076.88957181637,0.59151840325242,0.59151840325242,0.59151840325242
2021-06-14,470,159,628,958.030745806778,0.655511321268868,0.655511321268868,0.655511321268868
2021-06-15,471,0,557.857142857143,856.383066679747,0.65141075829534,0.65141075829534,0.65141075829534
2021-06-16,472,1,388.857142857143,775.661625537153,0.501323167286838,0.501323167286838,0.501323167286838
2021-06-17,473,36,276.142857142857,711.459017064131,0.388136000134447,0.388136000134447,0.388136000134447
