Scenario,Model,ExoMode,WindowDay,WindowDayIdx,HorizonIdx,ForecastDay,Truth_I,ForecastDriven_I,PersistenceRt_I,ForecastDrivenAbsoluteError,PersistenceRtAbsoluteError
A1,ARX,I,70,71,13,83,1766.9438423481,1767.0120749231,1749.43188562574,0.0682325750049131,17.5119567223549
A1,ARX,I,70,71,14,84,1812.13347105671,1812.22376143453,1791.59979702372,0.09029037781238,20.533674032996
A1,ARX,I,77,78,1,78,1559.00404691109,1559.00404691109,1559.00404691109,0,0
A1,ARX,I,77,78,2,79,1598.26837848647,1598.26852072337,1598.1029155618,0.000142236901865544,0.165462924675694
A1,ARX,I,77,78,3,80,1638.67112691156,1638.67166773092,1638.17443604351,0.000540819353545885,0.496690868047153
A1,ARX,I,77,78,4,81,1680.23574915501,1680.23715808812,1679.24236940928,0.00140893311163381,0.993379745731545
A1,ARX,I,77,78,5,82,1722.98559223138,1722.98860017933,1721.33103216153,0.00300794795111869,1.65456006984687
A1,ARX,I,77,78,6,83,1766.9438423481,1766.94946222814,1764.46530770261,0.00561988004346858,2.47853464548552
A1,ARX,I,77,78,7,84,1812.13347105671,1812.14305928995,1808.6706579171,0.00958823323321667,3.46281313961322
A1,ARX,I,77,78,8,85,1858.57717836058,1858.59239933406,1853.97313487885,0.0152209734794724,4.60404348172301
A1,ARX,I,77,78,9,86,1906.29733274003,1906.32032684282,1900.3993926749,0.0229941027980658,5.89794006513034
A1,ARX,I,77,78,10,87,1955.31590806528,1955.34934637826,1947.97669933711,0.0334383129866183,7.33920872816998
A1,ARX,I,77,78,11,88,2005.65441737779,2005.70164448656,1996.73294887168,0.0472271087753597,8.92146850610675
A1,ARX,I,77,78,12,89,2057.3338435321,2057.39883464361,2046.69667337501,0.0649911115037867,10.6371701570924
A1,ARX,I,77,78,13,90,2110.37456670262,2110.46209759347,2097.89705522351,0.0875308908562147,12.4775114791041
A1,ARX,I,77,78,14,91,2164.79628877282,2164.91196449418,2150.36393932326,0.115675721355274,14.4323494495625
A1,ARX,I,84,85,1,85,1858.57717836058,1858.57717836058,1858.57717836058,0,0
A1,ARX,I,84,85,2,86,1906.29733274003,1906.29749071342,1906.19981200041,0.000157973392106214,0.0975207396136284
A1,ARX,I,84,85,3,87,1955.31590806528,1955.31658783606,1955.03064971238,0.000679770781289335,0.28525835290111
A1,ARX,I,84,85,4,88,2005.65441737779,2005.65619813305,2005.09965751127,0.00178075526946486,0.554759866514132
A1,ARX,I,84,85,5,89,2057.3338435321,2057.33756239172,2056.43750336584,0.00371885961294538,0.896340166262235
A1,ARX,I,84,85,6,90,2110.37456670262,2110.38139187094,2109.0755709636,0.00682516832512192,1.29899573901639
A1,ARX,I,84,85,7,91,2164.79628877282,2164.80781495586,2163.04597354906,0.0115261830374038,1.75031522375775
A1,ARX,I,84,85,8,92,2220.61795463905,2220.63622440201,2218.38156781737,0.0182697629529684,2.23638682168985
A1,ARX,I,84,85,9,93,2277.857670476,2277.88530056389,2275.11596784337,0.0276300878908842,2.74170263263341
A1,ARX,I,84,85,10,94,2336.53261902736,2336.57274465486,2333.28355902396,0.0401256275063133,3.24906000339752
A1,ARX,I,84,85,11,95,2396.65897200255,2396.71549477913,2392.91951200903,0.0565227765737291,3.73945999352509
A1,ARX,I,84,85,12,96,2458.2517996784,2458.32942889801,2454.05979659381,0.0776292196142094,4.19200308458221
A1,ARX,I,84,85,13,97,2521.32497782375,2521.42923680384,2516.7411955425,0.104258980091345,4.58378228125048
A1,ARX,I,84,85,14,98,2585.89109208544,2586.02858562481,2581.00131830981,0.137493539376919,4.88977377562878
A1,ARX,I,91,92,1,92,2220.61795463905,2220.61795463905,2220.61795463905,0,0
A1,ARX,I,91,92,2,93,2277.857670476,2277.85786586343,2277.86199319699,0.000195387432995631,0.00432272098669273
A1,ARX,I,91,92,3,94,2336.53261902736,2336.53341228878,2336.56365144532,0.000793261428952974,0.031032417960887
A1,ARX,I,91,92,4,95,2396.65897200255,2396.66102665525,2396.75898802826,0.00205465269255001,0.100016025704463
A1,ARX,I,91,92,5,96,2458.2517996784,2458.25620071119,2458.48488773498,0.00440103279197501,0.233088056588713
A1,ARX,I,91,92,6,97,2521.32497782375,2521.33329338717,2521.77907592961,0.00831556342200201,0.454098105860339
A1,ARX,I,91,92,7,98,2585.89109208544,2585.90528828174,2586.68013287675,0.0141961963076938,0.789040791315074
A1,ARX,I,91,92,8,99,2651.96133999421,2651.98395149366,2653.22750792394,0.0226114994470663,1.26616792972845
A1,ARX,I,91,92,9,100,2719.54543077159,2719.57940710756,2721.46153349828,0.0339763359652352,1.91610272668686
A1,ARX,I,91,92,10,101,2788.65148314034,2788.70063781734,2791.42343887011,0.0491546769990236,2.77195572977371
A1,ARX,I,91,92,11,102,2859.28592136472,2859.35472241661,2863.15536363184,0.0688010518924784,3.86944226712512
A1,ARX,I,91,92,12,103,2931.45336976999,2931.54701895188,2936.70037083456,0.0936491818924878,5.24700106457703
A1,ARX,I,91,92,13,104,3005.15654601456,3005.28112602386,3012.10245971925,0.124580009303827,6.9459137046947
A1,ARX,I,91,92,14,105,3080.39615341276,3080.55873184802,3089.40657797306,0.162578435258183,9.01042456029609
A1,ARX,I,98,99,1,99,2651.96133999421,2651.96133999421,2651.96133999421,0,0
A1,ARX,I,98,99,2,100,2719.54543077159,2719.54565360069,2719.69458718437,0.000222829096401256,0.149156412775483
A1,ARX,I,98,99,3,101,2788.65148314034,2788.6523423407,2789.13119945795,0.00085920036144671,0.479716317608563
A1,ARX,I,98,99,4,102,2859.28592136472,2859.28812614133,2860.31242722823,0.00220477661378027,1.02650586351001
A1,ARX,I,98,99,5,103,2931.45336976999,2931.45807378738,2933.28041814971,0.00470401739585213,1.82704837972551
A1,ARX,I,98,99,6,104,3005.15654601456,3005.16528158494,3008.07822935429,0.00873557037630235,2.9216833397345
A1,ARX,I,98,99,7,105,3080.39615341276,3080.41075358518,3084.74983922693,0.0146001724201597,4.35368581417242
A1,ARX,I,98,99,8,106,3157.1707726304,3157.19373355756,3163.34015864717,0.0229609271618756,6.1693860167702
A1,ARX,I,98,99,9,107,3235.47675310015,3235.51112185742,3243.89504161555,0.0343687572672025,8.41828851540413
A1,ARX,I,98,99,10,108,3315.30810452808,3315.35768326298,3326.46129517567,0.0495787349004786,11.1531906475852
A1,ARX,I,98,99,11,109,3396.65638888717,3396.72587608699,3411.08668853354,0.0694871998180133,14.4302996463721
A1,ARX,I,98,99,12,110,3479.51061331721,3479.6054910386,3497.81996126604,0.0948777213902758,18.3093479488366
A1,ARX,I,98,99,13,111,3563.85712437404,3563.98378225953,3586.71083049885,0.126657885490658,22.8537061248098
A1,ARX,I,98,99,14,112,3649.67950409349,3649.84519647086,3677.8099969224,0.165692377369851,28.1304928289096
A1,ARX,I,105,106,1,106,3157.1707726304,3157.1707726304,3157.1707726304,0,0
A1,ARX,I,105,106,2,107,3235.47675310015,3235.47690379682,3235.82260413691,0.000150696668242745,0.345851036764088
A1,ARX,I,105,106,3,108,3315.30810452808,3315.30882847075,3316.39537326543,0.000723942667718802,1.08726873734713
A1,ARX,I,105,106,4,109,3396.65638888717,3396.65842509966,3398.93368208513,0.00203621248783747,2.2772931979639
A1,ARX,I,105,106,5,110,3479.51061331721,3479.51508832797,3483.48301646462,0.00447501076678236,3.97240314741657
A1,ARX,I,105,106,6,111,3563.85712437404,3563.86560393244,3570.08975220829,0.00847955839299175,6.23262783424798
A1,ARX,I,105,106,7,112,3649.67950409349,3649.69383223231,3658.80116015056,0.0143281388232026,9.12165605706605
A1,ARX,I,105,106,8,113,3736.95846835671,3736.98108649898,3749.66541008108,0.022618142272222,12.706941724372
A1,ARX,I,105,106,9,114,3825.67176806435,3825.70571472268,3842.73157336127,0.0339466583268404,17.0598052969199
A1,ARX,I,105,106,10,115,3915.7940936455,3915.84306178654,3938.04962407798,0.0489681410435878,22.255530432481
A1,ARX,I,105,106,11,116,4007.29698344504,4007.36525307149,4035.67043856466,0.068269626451638,28.3734551196203
A1,ARX,I,105,106,12,117,4100.14873654827,4100.24125489687,4135.6457931023,0.0925183486006063,35.4970565540261
A1,ARX,I,105,106,13,118,4194.31433061529,4194.43713041411,4238.02835959317,0.122799798820779,43.7140289778781
A1,ARX,I,105,106,14,119,4289.75534530863,4289.9149433542,4342.87169897838,0.159598045571329,53.1163536697522
A1,ARX,I,112,113,1,113,3736.95846835671,3736.95846835671,3736.95846835671,0,0
A1,ARX,I,112,113,2,114,3825.67176806435,3825.6719609652,3826.27337399567,0.000192900849015132,0.601605931317408
A1,ARX,I,112,113,3,115,3915.7940936455,3915.79493543002,3917.66863990484,0.000841784520616784,1.87454625933515
A1,ARX,I,112,113,4,116,4007.29698344504,4007.29913382079,4011.18945027821,0.00215037575162569,3.89246683316969
A1,ARX,I,112,113,5,117,4100.14873654827,4100.15328645087,4106.88175196002,0.00454990259640908,6.73301541174988
A1,ARX,I,112,113,6,118,4194.31433061529,4194.32259082697,4204.79225011372,0.00826021167449653,10.4779194984285
A1,ARX,I,112,113,7,119,4289.75534530863,4289.76924559549,4304.96840202673,0.0139002868654643,15.2130567181021
A1,ARX,I,112,113,8,120,4386.42989190633,4386.45165962622,4407.45840884976,0.021767719888885,21.0285169434246
A1,ARX,I,112,113,9,121,4484.29254969864,4484.32458902696,4512.31120504848,0.0320393283227531,28.0186553498388
A1,ARX,I,112,113,10,122,4583.29430976918,4583.3396048336,4619.57644532208,0.0452950644175871,36.2821355528977
A1,ARX,I,112,113,11,123,4683.38252676169,4683.44485252224,4729.30448871715,0.0623257605502658,45.9219619554606
A1,ARX,I,112,113,12,124,4784.50087922931,4784.58484708606,4841.54637963606,0.0839678567463125,57.0455004067499
A1,ARX,I,112,113,13,125,4886.58933915695,4886.69937086869,4956.35382540667,0.110031711737065,69.76448624972
A1,ARX,I,112,113,14,126,4989.58415123581,4989.72515826512,5073.77917004312,0.141007029312277,84.1950188073115
A1,ARX,I,119,120,1,120,4386.42989190633,4386.42989190633,4386.42989190633,0,0
A1,ARX,I,119,120,2,121,4484.29254969864,4484.29272707732,4485.2125883932,0.000177378685293661,0.920038694565847
A1,ARX,I,119,120,3,122,4583.29430976918,4583.29493202248,4586.14520578798,0.000622253296569397,2.85089601879736
A1,ARX,I,119,120,4,123,4683.38252676169,4683.38405614294,4689.27006026991,0.00152938125120272,5.88753350822662
A1,ARX,I,119,120,5,124,4784.50087922931,4784.50402181359,4794.62999715181,0.00314258427806635,10.1291179225027
A1,ARX,I,119,120,6,125,4886.58933915695,4886.59494458207,4902.26837223033,0.00560542512084794,15.6790330733811
A1,ARX,I,119,120,7,126,4989.58415123581,4989.5934514052,5012.22903024546,0.00930016939037159,22.6448790096501
A1,ARX,I,119,120,8,127,5093.41782245499,5093.43250974224,5124.55628015268,0.0146872872473978,31.138457697688
A1,ARX,I,119,120,9,128,5198.0191225561,5198.04069952109,5239.29486687929,0.0215769649930735,41.2757443231922
A1,ARX,I,119,120,10,129,5303.31309587418,5303.34346354698,5356.4899392005,0.0303676727980928,53.1768433263187
A1,ARX,I,119,120,11,130,5409.22108506127,5409.26194515708,5476.18701333057,0.0408600958071474,66.9659282692919
A1,ARX,I,119,120,12,131,5515.66076715758,5515.71431049707,5598.43193177876,0.0535433394907159,82.7711646211765
A1,ARX,I,119,120,13,132,5622.54620243976,5622.6148841782,5723.27081696862,0.068681738432133,100.724614528854
A1,ARX,I,119,120,14,133,5729.78789643607,5729.87495458288,5850.75001906099,0.0870581468097953,120.962122624926
A1,ARX,I,126,127,1,127,5093.41782245499,5093.41782245499,5093.41782245499,0,0
A1,ARX,I,126,127,2,128,5198.0191225561,5198.01909470589,5199.31816303531,2.7850203878188e-05,1.29904047921264
A1,ARX,I,126,127,3,129,5303.31309587418,5303.31322218925,5307.32077313188,0.000126315071611316,4.00767725769765
