Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,WindowDay,WindowDayIdx,HorizonIdx,ForecastDay,Truth_Rt,Alpha,NominalCoverage,LowerBound,UpperBound,Coverage,IntervalWidth,CoverageError,AbsoluteCoverageError,IntervalScore,WISIntervalComponent,WISSharpnessComponent,WISUnderpredictionComponent,WISOverpredictionComponent
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,7,126,0.650000000321072,0.05,0.95,0.636763923432684,0.677672799638315,1,0.0409088762056311,0.05,0.05,0.0409088762056311,0.00102272190514078,0.00102272190514078,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,8,127,0.650000000241279,0.05,0.95,0.633117536054081,0.683824602345803,1,0.0507070662917219,0.05,0.05,0.0507070662917219,0.00126767665729305,0.00126767665729305,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,9,128,0.650000000181315,0.05,0.95,0.629310028645595,0.690737508702132,1,0.0614274800565378,0.05,0.05,0.0614274800565378,0.00153568700141344,0.00153568700141344,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,10,129,0.650000000136254,0.05,0.95,0.628218705181027,0.698469775236908,1,0.0702510700558818,0.05,0.05,0.0702510700558818,0.00175627675139705,0.00175627675139705,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,11,130,0.650000000102392,0.05,0.95,0.629484079408137,0.708503901764673,1,0.079019822356536,0.05,0.05,0.079019822356536,0.0019754955589134,0.0019754955589134,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,12,131,0.650000000076945,0.05,0.95,0.631556939688379,0.719296674285895,1,0.0877397345975157,0.05,0.05,0.0877397345975157,0.00219349336493789,0.00219349336493789,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,13,132,0.650000000057823,0.05,0.95,0.63273781052887,0.730906936758856,1,0.0981691262299853,0.05,0.05,0.0981691262299853,0.00245422815574963,0.00245422815574963,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,14,133,0.650000000043452,0.05,0.95,0.63379548328669,0.743190289308256,1,0.109394806021567,0.05,0.05,0.109394806021567,0.00273487015053917,0.00273487015053917,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,1,120,0.650000001782821,0.1,0.9,0.647595350358533,0.652138208711789,1,0.00454285835325619,0.1,0.1,0.00454285835325619,0.000227142917662809,0.000227142917662809,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,2,121,0.65000000133975,0.1,0.9,0.646031819720124,0.654435286533739,1,0.00840346681361559,0.1,0.1,0.00840346681361559,0.00042017334068078,0.00042017334068078,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,3,122,0.650000001006792,0.1,0.9,0.64413479443924,0.656522396210332,1,0.0123876017710911,0.1,0.1,0.0123876017710911,0.000619380088554555,0.000619380088554555,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,4,123,0.650000000756581,0.1,0.9,0.642419641099689,0.66139255313501,1,0.0189729120353213,0.1,0.1,0.0189729120353213,0.000948645601766063,0.000948645601766063,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,5,124,0.650000000568553,0.1,0.9,0.640904902566399,0.667017000345889,1,0.0261120977794892,0.1,0.1,0.0261120977794892,0.00130560488897446,0.00130560488897446,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,6,125,0.650000000427255,0.1,0.9,0.639360254580349,0.671376663974152,1,0.032016409393803,0.1,0.1,0.032016409393803,0.00160082046969015,0.00160082046969015,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,7,126,0.650000000321072,0.1,0.9,0.637552534719704,0.677073658904928,1,0.039521124185224,0.1,0.1,0.039521124185224,0.0019760562092612,0.0019760562092612,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,8,127,0.650000000241279,0.1,0.9,0.635612366659625,0.682754081993875,1,0.0471417153342502,0.1,0.1,0.0471417153342502,0.00235708576671251,0.00235708576671251,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,9,128,0.650000000181315,0.1,0.9,0.633048504084933,0.689891856338337,1,0.0568433522534039,0.1,0.1,0.0568433522534039,0.00284216761267019,0.00284216761267019,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,10,129,0.650000000136254,0.1,0.9,0.632909429922796,0.698179750699498,1,0.0652703207767026,0.1,0.1,0.0652703207767026,0.00326351603883513,0.00326351603883513,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,11,130,0.650000000102392,0.1,0.9,0.633442551765307,0.70692921068362,1,0.0734866589183135,0.1,0.1,0.0734866589183135,0.00367433294591568,0.00367433294591568,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,12,131,0.650000000076945,0.1,0.9,0.63442453216985,0.716297646494569,1,0.081873114324719,0.1,0.1,0.081873114324719,0.00409365571623595,0.00409365571623595,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,13,132,0.650000000057823,0.1,0.9,0.636023119443473,0.727407930736297,1,0.0913848112928245,0.1,0.1,0.0913848112928245,0.00456924056464122,0.00456924056464122,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,14,133,0.650000000043452,0.1,0.9,0.638787075692525,0.738725452172493,1,0.0999383764799678,0.1,0.1,0.0999383764799678,0.00499691882399839,0.00499691882399839,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,1,120,0.650000001782821,0.2,0.8,0.648477402617452,0.650936432269122,1,0.00245902965166911,0.2,0.2,0.00245902965166911,0.000245902965166911,0.000245902965166911,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,2,121,0.65000000133975,0.2,0.8,0.648057381243879,0.65269987021771,1,0.00464248897383079,0.2,0.2,0.00464248897383079,0.000464248897383079,0.000464248897383079,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,3,122,0.650000001006792,0.2,0.8,0.647539324139216,0.656206010977586,1,0.00866668683837069,0.2,0.2,0.00866668683837069,0.000866668683837069,0.000866668683837069,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,4,123,0.650000000756581,0.2,0.8,0.645926521811426,0.660334049125842,1,0.0144075273144161,0.2,0.2,0.0144075273144161,0.00144075273144161,0.00144075273144161,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,5,124,0.650000000568553,0.2,0.8,0.64336306764973,0.664862601325028,1,0.0214995336752978,0.2,0.2,0.0214995336752978,0.00214995336752978,0.00214995336752978,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,6,125,0.650000000427255,0.2,0.8,0.641119954785567,0.669810540392067,1,0.0286905856065,0.2,0.2,0.0286905856065,0.00286905856065,0.00286905856065,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,7,126,0.650000000321072,0.2,0.8,0.638962359256135,0.675156062763158,1,0.0361937035070227,0.2,0.2,0.0361937035070227,0.00361937035070227,0.00361937035070227,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,8,127,0.650000000241279,0.2,0.8,0.639122677143918,0.681200629477941,1,0.042077952334023,0.2,0.2,0.042077952334023,0.0042077952334023,0.0042077952334023,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,9,128,0.650000000181315,0.2,0.8,0.640056088714559,0.68755297021152,1,0.0474968814969606,0.2,0.2,0.0474968814969606,0.00474968814969606,0.00474968814969606,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,10,129,0.650000000136254,0.2,0.8,0.641063363827183,0.695153657435098,1,0.0540902936079152,0.2,0.2,0.0540902936079152,0.00540902936079152,0.00540902936079152,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,11,130,0.650000000102392,0.2,0.8,0.642423643686246,0.702615923757684,1,0.060192280071438,0.2,0.2,0.060192280071438,0.0060192280071438,0.0060192280071438,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,12,131,0.650000000076945,0.2,0.8,0.644045191314625,0.711126449361766,1,0.0670812580471407,0.2,0.2,0.0670812580471407,0.00670812580471407,0.00670812580471407,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,13,132,0.650000000057823,0.2,0.8,0.646712570883742,0.717872752121924,1,0.071160181238182,0.2,0.2,0.071160181238182,0.0071160181238182,0.0071160181238182,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,14,133,0.650000000043452,0.2,0.8,0.649577828472913,0.72597015961485,1,0.0763923311419373,0.2,0.2,0.0763923311419373,0.00763923311419373,0.00763923311419373,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,1,120,0.650000001782821,0.5,0.5,0.650024896331596,0.650891249681803,0,0.000866353350207461,-0.5,0.5,0.000965931545305554,0.000241482886326388,0.000216588337551865,2.48945487745234e-05,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,2,121,0.65000000133975,0.5,0.5,0.65007359946831,0.651898010075653,0,0.00182441060734329,-0.5,0.5,0.00211880312158197,0.000529700780395492,0.000456102651835821,7.3598128559671e-05,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,3,122,0.650000001006792,0.5,0.5,0.649896191141951,0.653452359215463,1,0.00355616807351189,0.5,0.5,0.00355616807351189,0.000889042018377972,0.000889042018377972,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,4,123,0.650000000756581,0.5,0.5,0.650496918897423,0.655868135765369,0,0.00537121686794573,-0.5,0.5,0.00735888943131313,0.00183972235782828,0.00134280421698643,0.000496918140841851,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,5,124,0.650000000568553,0.5,0.5,0.650723530489543,0.65928079063597,0,0.00855726014642633,-0.5,0.5,0.0114513798303859,0.00286284495759648,0.00213931503660658,0.000723529920989896,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,6,125,0.650000000427255,0.5,0.5,0.651523451545647,0.664031111354636,0,0.0125076598089885,-0.5,0.5,0.0186014642825579,0.00465036607063948,0.00312691495224712,0.00152345111839236,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,7,126,0.650000000321072,0.5,0.5,0.651712305323426,0.668466851118235,0,0.0167545457948091,-0.5,0.5,0.0236037658042232,0.0059009414510558,0.00418863644870227,0.00171230500235353,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,8,127,0.650000000241279,0.5,0.5,0.652872723234587,0.671755896920325,0,0.0188831736857376,-0.5,0.5,0.0303740656589726,0.00759351641474315,0.00472079342143439,0.00287272299330876,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,9,128,0.650000000181315,0.5,0.5,0.653485135872146,0.675497469088582,0,0.0220123332164364,-0.5,0.5,0.035952875979758,0.00898821899493951,0.00550308330410909,0.00348513569083042,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,10,129,0.650000000136254,0.5,0.5,0.654831268155996,0.680319990090861,0,0.0254887219348642,-0.5,0.5,0.0448137940138321,0.011203448503458,0.00637218048371604,0.00483126801974199,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,11,130,0.650000000102392,0.5,0.5,0.65573076881127,0.685458946640903,0,0.0297281778296324,-0.5,0.5,0.0526512526651458,0.0131628131662865,0.00743204445740811,0.00573076870887834,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,12,131,0.650000000076945,0.5,0.5,0.658286741178848,0.691332495594472,0,0.0330457544156249,-0.5,0.5,0.0661927188232336,0.0165481797058084,0.00826143860390621,0.0082867411019022,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,13,132,0.650000000057823,0.5,0.5,0.660379768313007,0.697065698563706,0,0.0366859302506988,-0.5,0.5,0.0782050032714363,0.0195512508178591,0.00917148256267469,0.0103797682551844,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,119,120,14,133,0.650000000043452,0.5,0.5,0.663792444776828,0.70487947298986,0,0.0410870282130325,-0.5,0.5,0.0962568071465331,0.0240642017866333,0.0102717570532581,0.0137924447333752,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,1,127,0.650000000241279,0.05,0.95,0.647965678662772,0.653327013391172,1,0.00536133472840006,0.05,0.05,0.00536133472840006,0.000134033368210001,0.000134033368210001,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,2,128,0.650000000181315,0.05,0.95,0.646022114673842,0.657380279197595,1,0.0113581645237534,0.05,0.05,0.0113581645237534,0.000283954113093834,0.000283954113093834,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,3,129,0.650000000136254,0.05,0.95,0.643670783312895,0.661917110544625,1,0.0182463272317293,0.05,0.05,0.0182463272317293,0.000456158180793231,0.000456158180793231,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,4,130,0.650000000102392,0.05,0.95,0.63998400194045,0.666781371122608,1,0.026797369182158,0.05,0.05,0.026797369182158,0.000669934229553951,0.000669934229553951,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,5,131,0.650000000076945,0.05,0.95,0.637387039079844,0.671971725816919,1,0.0345846867370756,0.05,0.05,0.0345846867370756,0.00086461716842689,0.00086461716842689,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,6,132,0.650000000057823,0.05,0.95,0.634917884998247,0.678681385493581,1,0.0437635004953337,0.05,0.05,0.0437635004953337,0.00109408751238334,0.00109408751238334,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,7,133,0.650000000043452,0.05,0.95,0.632468227894212,0.68547119843916,1,0.0530029705449483,0.05,0.05,0.0530029705449483,0.00132507426362371,0.00132507426362371,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,8,134,0.650000000032654,0.05,0.95,0.628443712590249,0.693708035776064,1,0.0652643231858142,0.05,0.05,0.0652643231858142,0.00163160807964536,0.00163160807964536,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,9,135,0.650000000024538,0.05,0.95,0.625258449458007,0.704910421761942,1,0.0796519723039344,0.05,0.05,0.0796519723039344,0.00199129930759836,0.00199129930759836,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,10,136,0.65000000001844,0.05,0.95,0.623020936459894,0.715807412771653,1,0.0927864763117586,0.05,0.05,0.0927864763117586,0.00231966190779397,0.00231966190779397,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,11,137,0.650000000013857,0.05,0.95,0.620933746540844,0.727476536641276,1,0.106542790100432,0.05,0.05,0.106542790100432,0.0026635697525108,0.0026635697525108,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,12,138,0.650000000010413,0.05,0.95,0.619040689350322,0.737133356547381,1,0.118092667197058,0.05,0.05,0.118092667197058,0.00295231667992646,0.00295231667992646,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,13,139,0.650000000007826,0.05,0.95,0.616962202648121,0.747469118981039,1,0.130506916332917,0.05,0.05,0.130506916332917,0.00326267290832294,0.00326267290832294,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,14,140,0.650000000005881,0.05,0.95,0.615235828231657,0.758425044732806,1,0.143189216501149,0.05,0.05,0.143189216501149,0.00357973041252872,0.00357973041252872,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,1,127,0.650000000241279,0.1,0.9,0.649915046271889,0.652142696299313,1,0.00222765002742387,0.1,0.1,0.00222765002742387,0.000111382501371193,0.000111382501371193,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,2,128,0.650000000181315,0.1,0.9,0.64740942924091,0.656392591320303,1,0.00898316207939287,0.1,0.1,0.00898316207939287,0.000449158103969644,0.000449158103969644,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,3,129,0.650000000136254,0.1,0.9,0.644927756902035,0.661281295864972,1,0.0163535389629369,0.1,0.1,0.0163535389629369,0.000817676948146845,0.000817676948146845,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,4,130,0.650000000102392,0.1,0.9,0.643275153332615,0.666176151717721,1,0.0229009983851062,0.1,0.1,0.0229009983851062,0.00114504991925531,0.00114504991925531,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,5,131,0.650000000076945,0.1,0.9,0.640966729204602,0.670212199852906,1,0.0292454706483041,0.1,0.1,0.0292454706483041,0.0014622735324152,0.0014622735324152,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,6,132,0.650000000057823,0.1,0.9,0.638844881777867,0.674963563464189,1,0.0361186816863219,0.1,0.1,0.0361186816863219,0.0018059340843161,0.0018059340843161,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,7,133,0.650000000043452,0.1,0.9,0.637308362160516,0.68398754281944,1,0.046679180658924,0.1,0.1,0.046679180658924,0.0023339590329462,0.0023339590329462,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,8,134,0.650000000032654,0.1,0.9,0.636376316213153,0.692728045512107,1,0.0563517292989537,0.1,0.1,0.0563517292989537,0.00281758646494769,0.00281758646494769,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,9,135,0.650000000024538,0.1,0.9,0.635599529968368,0.698308588028703,1,0.0627090580603342,0.1,0.1,0.0627090580603342,0.00313545290301671,0.00313545290301671,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,10,136,0.65000000001844,0.1,0.9,0.635366027834508,0.705492070869149,1,0.0701260430346413,0.1,0.1,0.0701260430346413,0.00350630215173207,0.00350630215173207,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,11,137,0.650000000013857,0.1,0.9,0.63529603930101,0.713498380101386,1,0.0782023408003761,0.1,0.1,0.0782023408003761,0.00391011704001881,0.00391011704001881,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,12,138,0.650000000010413,0.1,0.9,0.636621863526968,0.721366989566657,1,0.0847451260396882,0.1,0.1,0.0847451260396882,0.00423725630198441,0.00423725630198441,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,13,139,0.650000000007826,0.1,0.9,0.63616210315132,0.729154996728533,1,0.092992893577213,0.1,0.1,0.092992893577213,0.00464964467886065,0.00464964467886065,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,14,140,0.650000000005881,0.1,0.9,0.635786931925228,0.738389817186273,1,0.102602885261045,0.1,0.1,0.102602885261045,0.00513014426305223,0.00513014426305223,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,1,127,0.650000000241279,0.2,0.8,0.650030490129502,0.650926324560979,0,0.000895834431476894,-0.8,0.8,0.00120073331370985,0.000120073331370985,8.95834431476894e-05,3.04898882232951e-05,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,2,128,0.650000000181315,0.2,0.8,0.648804630962251,0.653594070476958,1,0.00478943951470656,0.2,0.2,0.00478943951470656,0.000478943951470656,0.000478943951470656,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,3,129,0.650000000136254,0.2,0.8,0.647813208011026,0.657286184842317,1,0.00947297683129078,0.2,0.2,0.00947297683129078,0.000947297683129078,0.000947297683129078,0,0
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,126,127,4,130,0.650000000102392,0.2,0.8,0.646746334136616,0.661625413718214,1,0.0148790795815974,0.2,0.2,0.0148790795815974,0.00148790795815974,0.00148790795815974,0,0
