Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,WindowDay,WindowDayIdx,HorizonIdx,ForecastDay,Truth_Rt,Alpha,NominalCoverage,LowerBound,UpperBound,Coverage,IntervalWidth,CoverageError,AbsoluteCoverageError,IntervalScore,WISIntervalComponent,WISSharpnessComponent,WISUnderpredictionComponent,WISOverpredictionComponent
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,126,127,12,138,1.13349078927649,0.2,0.8,1.12782524347804,1.14694822423031,1,0.0191229807522757,0.2,0.2,0.0191229807522757,0.00191229807522757,0.00191229807522757,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,126,127,13,139,1.13871583318829,0.2,0.8,1.13374769224921,1.15527289446877,1,0.02152520221956,0.2,0.2,0.02152520221956,0.002152520221956,0.002152520221956,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,126,127,14,140,1.14334609673203,0.2,0.8,1.13968760569302,1.16342706764938,1,0.0237394619563585,0.2,0.2,0.0237394619563585,0.00237394619563585,0.00237394619563585,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,126,127,1,127,1.05257603613776,0.5,0.5,1.05226542036245,1.05281640986428,1,0.000550989501826749,0.5,0.5,0.000550989501826749,0.000137747375456687,0.000137747375456687,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,126,127,2,128,1.06058551204334,0.5,0.5,1.0598605682821,1.06085236652891,1,0.000991798246808395,0.5,0.5,0.000991798246808395,0.000247949561702099,0.000247949561702099,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,126,127,3,129,1.06865186690258,0.5,0.5,1.06730440603504,1.06893608675868,1,0.00163168072364162,0.5,0.5,0.00163168072364162,0.000407920180910404,0.000407920180910404,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,126,127,4,130,1.07671373941731,0.5,0.5,1.07485483340883,1.07744090653912,1,0.00258607313029846,0.5,0.5,0.00258607313029846,0.000646518282574615,0.000646518282574615,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,126,127,5,131,1.08470837727307,0.5,0.5,1.0826826929571,1.0856418098749,1,0.0029591169177996,0.5,0.5,0.0029591169177996,0.000739779229449899,0.000739779229449899,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,126,127,6,132,1.09257216986955,0.5,0.5,1.0898282685723,1.09378728705368,1,0.00395901848138047,0.5,0.5,0.00395901848138047,0.000989754620345118,0.000989754620345118,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,126,127,7,133,1.10024122958024,0.5,0.5,1.09694266907104,1.10176817455967,1,0.00482550548863192,0.5,0.5,0.00482550548863192,0.00120637637215798,0.00120637637215798,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,126,127,8,134,1.10765201402401,0.5,0.5,1.1040490272887,1.11031886798205,1,0.00626984069335945,0.5,0.5,0.00626984069335945,0.00156746017333986,0.00156746017333986,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,126,127,9,135,1.11474198033424,0.5,0.5,1.11112494898279,1.11879318386976,1,0.00766823488697344,0.5,0.5,0.00766823488697344,0.00191705872174336,0.00191705872174336,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,126,127,10,136,1.12145026110684,0.5,0.5,1.11796528342754,1.12659243164622,1,0.0086271482186846,0.5,0.5,0.0086271482186846,0.00215678705467115,0.00215678705467115,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,126,127,11,137,1.12771835063922,0.5,0.5,1.12431772403702,1.1346773951798,1,0.0103596711427834,0.5,0.5,0.0103596711427834,0.00258991778569584,0.00258991778569584,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,126,127,12,138,1.13349078927649,0.5,0.5,1.13048699404831,1.14274656886804,1,0.0122595748197345,0.5,0.5,0.0122595748197345,0.00306489370493362,0.00306489370493362,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,126,127,13,139,1.13871583318829,0.5,0.5,1.13649199109324,1.15052275423456,1,0.0140307631413217,0.5,0.5,0.0140307631413217,0.00350769078533042,0.00350769078533042,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,126,127,14,140,1.14334609673203,0.5,0.5,1.14304388917601,1.15827858162604,1,0.0152346924500257,0.5,0.5,0.0152346924500257,0.00380867311250643,0.00380867311250643,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,1,134,1.10765201402401,0.05,0.95,1.10739214335823,1.10832031834287,1,0.000928174984637264,0.05,0.05,0.000928174984637264,2.32043746159316e-05,2.32043746159316e-05,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,2,135,1.11474198033424,0.05,0.95,1.11422764444918,1.11656443458643,1,0.00233679013725108,0.05,0.05,0.00233679013725108,5.84197534312769e-05,5.84197534312769e-05,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,3,136,1.12145026110684,0.05,0.95,1.12078752586311,1.12465446283698,1,0.00386693697387197,0.05,0.05,0.00386693697387197,9.66734243467993e-05,9.66734243467993e-05,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,4,137,1.12771835063922,0.05,0.95,1.12709862877496,1.13227928167773,1,0.00518065290277447,0.05,0.05,0.00518065290277447,0.000129516322569362,0.000129516322569362,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,5,138,1.13349078927649,0.05,0.95,1.13308909218682,1.14046411200054,1,0.00737501981371902,0.05,0.05,0.00737501981371902,0.000184375495342975,0.000184375495342975,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,6,139,1.13871583318829,0.05,0.95,1.13885370154065,1.1483159703577,0,0.0094622688170487,-0.95,0.95,0.0149770029112473,0.000374425072781182,0.000236556720426218,0.000137868352354964,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,7,140,1.14334609673203,0.05,0.95,1.14437388714514,1.15606664398727,0,0.0116927568421297,-0.95,0.95,0.0528043733664216,0.00132010933416054,0.000292318921053242,0.0010277904131073,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,8,141,1.14733915472621,0.05,0.95,1.1495987012748,1.16377716319815,0,0.0141784619233518,-0.95,0.95,0.10456032386695,0.00261400809667375,0.000354461548083795,0.00225954654858995,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,9,142,1.15065809246462,0.05,0.95,1.15411424461017,1.17174085334342,0,0.0176266087332466,-0.95,0.95,0.155872694555222,0.00389681736388056,0.000440665218331165,0.0034561521455494,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,10,143,1.15327199213787,0.05,0.95,1.15793855432998,1.17949173970751,0,0.0215531853775326,-0.95,0.95,0.208215673061685,0.00520539182654213,0.000538829634438315,0.00466656219210382,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,11,144,1.15515634547566,0.05,0.95,1.16157297866985,1.18736859877916,0,0.0257956201093077,-0.95,0.95,0.282460947877181,0.00706152369692952,0.000644890502732692,0.00641663319419683,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,12,145,1.15629338385156,0.05,0.95,1.16462163894191,1.19473968119197,0,0.0301180422500649,-0.95,0.95,0.363248245863837,0.00908120614659592,0.000752951056251622,0.00832825509034429,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,13,146,1.15667231876539,0.05,0.95,1.16730200058707,1.20091166125419,0,0.0336096606671177,-0.95,0.95,0.458796933534185,0.0114699233383546,0.000840241516677942,0.0106296818216767,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,14,147,1.15628948748954,0.05,0.95,1.16921400992089,1.20644254407443,0,0.0372285341535363,-0.95,0.95,0.554209431407461,0.0138552357851865,0.000930713353838408,0.0129245224313481,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,1,134,1.10765201402401,0.1,0.9,1.10744150783832,1.10831660863554,1,0.000875100797216533,0.1,0.1,0.000875100797216533,4.37550398608266e-05,4.37550398608266e-05,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,2,135,1.11474198033424,0.1,0.9,1.11426376738586,1.11643185797513,1,0.00216809058926581,0.1,0.1,0.00216809058926581,0.000108404529463291,0.000108404529463291,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,3,136,1.12145026110684,0.1,0.9,1.12101248844375,1.12437935671821,1,0.00336686827446497,0.1,0.1,0.00336686827446497,0.000168343413723249,0.000168343413723249,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,4,137,1.12771835063922,0.1,0.9,1.12733199152441,1.13212779634912,1,0.00479580482470965,0.1,0.1,0.00479580482470965,0.000239790241235482,0.000239790241235482,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,5,138,1.13349078927649,0.1,0.9,1.13323207320024,1.14005737712113,1,0.00682530392089098,0.1,0.1,0.00682530392089098,0.000341265196044549,0.000341265196044549,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,6,139,1.13871583318829,0.1,0.9,1.13917015803975,1.14806099180096,0,0.00889083376120903,-0.9,0.9,0.0179773307902695,0.000898866539513477,0.000444541688060451,0.000454324851453025,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,7,140,1.14334609673203,0.1,0.9,1.1448680735498,1.15545090002239,0,0.0105828264725907,-0.9,0.9,0.0410223628279041,0.0020511181413952,0.000529141323629534,0.00152197681776567,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,8,141,1.14733915472621,0.1,0.9,1.14997937526586,1.16252753114043,0,0.0125481558745693,-0.9,0.9,0.0653525666675085,0.00326762833337543,0.000627407793728463,0.00264022053964696,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,9,142,1.15065809246462,0.1,0.9,1.15484803765913,1.16940324881128,0,0.0145552111521501,-0.9,0.9,0.0983541150423366,0.00491770575211683,0.000727760557607504,0.00418994519450933,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,10,143,1.15327199213787,0.1,0.9,1.15942055201229,1.17683988696242,0,0.0174193349501328,-0.9,0.9,0.140390532438377,0.00701952662191885,0.000870966747506641,0.00614855987441221,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,11,144,1.15515634547566,0.1,0.9,1.16339481877283,1.18383821708428,0,0.0204433983114467,-0.9,0.9,0.185212864255004,0.0092606432127502,0.00102216991557234,0.00823847329717786,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,12,145,1.15629338385156,0.1,0.9,1.16725419269855,1.19041713788074,0,0.0231629451821886,-0.9,0.9,0.242379122122031,0.0121189561061016,0.00115814725910943,0.0109608088469921,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,13,146,1.15667231876539,0.1,0.9,1.17069181575562,1.19707098915566,0,0.0263791734000445,-0.9,0.9,0.30676911320462,0.015338455660231,0.00131895867000222,0.0140194969902288,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,14,147,1.15628948748954,0.1,0.9,1.17409885722859,1.20349996184782,0,0.0294011046192302,-0.9,0.9,0.38558849940015,0.0192794249700075,0.00147005523096151,0.017809369739046,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,1,134,1.10765201402401,0.2,0.8,1.10750122336155,1.10826626540389,1,0.000765042042340625,0.2,0.2,0.000765042042340625,7.65042042340625e-05,7.65042042340625e-05,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,2,135,1.11474198033424,0.2,0.8,1.11457817499497,1.11631354139461,1,0.00173536639963667,0.2,0.2,0.00173536639963667,0.000173536639963667,0.000173536639963667,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,3,136,1.12145026110684,0.2,0.8,1.12119684206741,1.12418063184524,1,0.00298378977782199,0.2,0.2,0.00298378977782199,0.000298378977782199,0.000298378977782199,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,4,137,1.12771835063922,0.2,0.8,1.12779857715455,1.13191641300636,0,0.00411783585181191,-0.8,0.8,0.00492010100513318,0.000492010100513318,0.000411783585181191,8.02265153321269e-05,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,5,138,1.13349078927649,0.2,0.8,1.13389403219561,1.13935460453204,0,0.00546057233642694,-0.8,0.8,0.00949300152769883,0.000949300152769883,0.000546057233642694,0.000403242919127189,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,6,139,1.13871583318829,0.2,0.8,1.13978225808742,1.14685924178496,0,0.00707698369754106,-0.8,0.8,0.0177412326888267,0.00177412326888267,0.000707698369754106,0.00106642489912856,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,7,140,1.14334609673203,0.2,0.8,1.14561755450189,1.15424576982066,0,0.00862821531877422,-0.8,0.8,0.0313427930173269,0.00313427930173269,0.000862821531877422,0.00227145776985527,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,8,141,1.14733915472621,0.2,0.8,1.15148700446969,1.16136710624044,0,0.00988010177074106,-0.8,0.8,0.0513585992055647,0.00513585992055647,0.000988010177074106,0.00414784974348237,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,9,142,1.15065809246462,0.2,0.8,1.15671497323662,1.16828708101749,0,0.011572107780871,-0.8,0.8,0.072140915500885,0.0072140915500885,0.0011572107780871,0.00605688077200139,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,10,143,1.15327199213787,0.2,0.8,1.16167506219396,1.1749864565878,0,0.0133113943938361,-0.8,0.8,0.0973420949547248,0.00973420949547248,0.00133113943938361,0.00840307005608887,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,11,144,1.15515634547566,0.2,0.8,1.16621156485382,1.18176696987999,0,0.0155554050261717,-0.8,0.8,0.126107598807797,0.0126107598807797,0.00155554050261717,0.0110552193781626,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,12,145,1.15629338385156,0.2,0.8,1.17013455217865,1.18811270659272,0,0.0179781544140658,-0.8,0.8,0.156389837684975,0.0156389837684975,0.00179781544140658,0.0138411683270909,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,13,146,1.15667231876539,0.2,0.8,1.17346256070915,1.19429378584894,0,0.0208312251397875,-0.8,0.8,0.188733644577379,0.0188733644577379,0.00208312251397875,0.0167902419437591,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,14,147,1.15628948748954,0.2,0.8,1.17644688409406,1.20029127487394,0,0.0238443907798795,-0.8,0.8,0.225418356825032,0.0225418356825032,0.00238443907798795,0.0201573966045152,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,1,134,1.10765201402401,0.5,0.5,1.10759954880397,1.10812088077074,1,0.000521331966769845,0.5,0.5,0.000521331966769845,0.000130332991692461,0.000130332991692461,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,2,135,1.11474198033424,0.5,0.5,1.11491332925664,1.11592076587868,0,0.0010074366220405,-0.5,0.5,0.00169283231163786,0.000423208077909465,0.000251859155510126,0.000171348922399339,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,3,136,1.12145026110684,0.5,0.5,1.12196106143851,1.12355403969581,0,0.00159297825729676,-0.5,0.5,0.00363617958399032,0.000909044895997579,0.000398244564324191,0.000510800331673389,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,4,137,1.12771835063922,0.5,0.5,1.12879050350879,1.13108445689295,0,0.0022939533841615,-0.5,0.5,0.00658256486244269,0.00164564121561067,0.000573488346040374,0.0010721528695703,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,5,138,1.13349078927649,0.5,0.5,1.13548392450068,1.13823271301656,0,0.00274878851587657,-0.5,0.5,0.0107213294126667,0.00268033235316667,0.000687197128969141,0.00199313522419753,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,6,139,1.13871583318829,0.5,0.5,1.14175074698275,1.14543523428183,0,0.00368448729907556,-0.5,0.5,0.0158241424769061,0.00395603561922653,0.000921121824768889,0.00303491379445764,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,7,140,1.14334609673203,0.5,0.5,1.14803815360371,1.15251722364338,0,0.00447907003967463,-0.5,0.5,0.0232472975263784,0.00581182438159461,0.00111976750991866,0.00469205687167595,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,8,141,1.14733915472621,0.5,0.5,1.15382213643724,1.15931202298846,0,0.00548988655121185,-0.5,0.5,0.0314218133953359,0.00785545334883397,0.00137247163780296,0.00648298171103101,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,9,142,1.15065809246462,0.5,0.5,1.15946198506799,1.16569236781985,0,0.00623038275186083,-0.5,0.5,0.0414459531653408,0.0103614882913352,0.00155759568796521,0.00880389260337,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,10,143,1.15327199213787,0.5,0.5,1.16498238259077,1.17215913145118,0,0.00717674886041442,-0.5,0.5,0.0540183106719776,0.0135045776679944,0.0017941872151036,0.0117103904528908,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,11,144,1.15515634547566,0.5,0.5,1.17045202126867,1.1780598545934,0,0.00760783332473136,-0.5,0.5,0.068790536496792,0.017197634124198,0.00190195833118284,0.0152956757930152,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,12,145,1.15629338385156,0.5,0.5,1.17531405253554,1.18336551164168,0,0.00805145910613758,-0.5,0.5,0.0841341338420674,0.0210335334605168,0.0020128647765344,0.0190206686839824,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,13,146,1.15667231876539,0.5,0.5,1.17960618238678,1.18843739016876,0,0.00883120778197521,-0.5,0.5,0.100566662267542,0.0251416655668854,0.0022078019454938,0.0229338636213916,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,14,147,1.15628948748954,0.5,0.5,1.18335686541706,1.19333238326991,0,0.009975517852854,-0.5,0.5,0.118245029562921,0.0295612573907303,0.0024938794632135,0.0270673779275168,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,140,141,1,141,1.14733915472621,0.05,0.95,1.14720529494572,1.14819087914936,1,0.00098558420364081,0.05,0.05,0.00098558420364081,2.46396050910203e-05,2.46396050910203e-05,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,140,141,2,142,1.15065809246462,0.05,0.95,1.15070268221814,1.15320057942114,0,0.00249789720300675,-0.95,0.95,0.00428148734369826,0.000107037183592457,6.24474300751687e-05,4.45897535172879e-05,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,140,141,3,143,1.15327199213787,0.05,0.95,1.15365485357231,1.1576434296463,0,0.00398857607399106,-0.95,0.95,0.0193030334515154,0.000482575836287885,9.97144018497764e-05,0.000382861434438109,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,140,141,4,144,1.15515634547566,0.05,0.95,1.15609453425391,1.16126503096195,0,0.00517049670804082,-0.95,0.95,0.042698047838255,0.00106745119595638,0.00012926241770102,0.000938188778255356,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,140,141,5,145,1.15629338385156,0.05,0.95,1.15822808677911,1.16500794316192,0,0.00677985638281009,-0.95,0.95,0.0841679734846787,0.00210419933711697,0.000169496409570252,0.00193470292754672,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,140,141,6,146,1.15667231876539,0.05,0.95,1.15967012441418,1.16812156559479,0,0.00845144118060581,-0.95,0.95,0.12836366713235,0.00320909167830874,0.000211286029515145,0.00299780564879359,0
