Scenario,Model,ExoMode,WindowDay,WindowDayIdx,HorizonIdx,ForecastDay,Truth_Rt,Median_Forecast,Error,AbsoluteError,SquaredError,WIS,MeanCoverage,MeanIntervalWidth
A1,N4SID,None,287,288,8,295,0.831909298811873,0.831876197192929,-3.31016189447642e-05,3.31016189447642e-05,1.09571717676437e-09,1.67631560405612e-05,0.75,0.00017688601489485
A1,N4SID,None,287,288,9,296,0.833042496955745,0.833002076782529,-4.04201732153719e-05,4.04201732153719e-05,1.63379040276067e-09,1.97815654367155e-05,0.75,0.000212924344548976
A1,N4SID,None,287,288,10,297,0.834225168211006,0.834163830273695,-6.13379373106682e-05,6.13379373106682e-05,3.76234255352746e-09,2.50578488731341e-05,0.75,0.000249596973088712
A1,N4SID,None,287,288,11,298,0.83545696212664,0.83539168563511,-6.52764915294313e-05,6.52764915294313e-05,4.26102034639191e-09,2.81674530167339e-05,0.75,0.000293168149176792
A1,N4SID,None,287,288,12,299,0.836737513695526,0.83666514597449,-7.23677210350271e-05,7.23677210350271e-05,5.2370870478035e-09,3.13499135351848e-05,0.75,0.000338735301170123
A1,N4SID,None,287,288,13,300,0.838066443462596,0.837978194793435,-8.82486691612394e-05,8.82486691612394e-05,7.78782760872989e-09,3.60459584264919e-05,1,0.000379867572171733
A1,N4SID,None,287,288,14,301,0.839443357637281,0.839341220349579,-0.000102137287702586,0.000102137287702586,1.04320255392408e-08,4.10126020737718e-05,1,0.000421182290802291
A1,N4SID,None,294,295,1,295,0.831909298811873,0.831910183167695,8.84355821462179e-07,8.84355821462179e-07,7.82085218954046e-13,3.11270126770088e-07,0.75,1.60853518854642e-06
A1,N4SID,None,294,295,2,296,0.833042496955745,0.833044546097674,2.04914192958316e-06,2.04914192958316e-06,4.19898264757582e-12,7.31176863696022e-07,0.75,3.46940069650969e-06
A1,N4SID,None,294,295,3,297,0.834225168211006,0.83422927667034,4.10845933396242e-06,4.10845933396242e-06,1.68794380988229e-11,1.62500716666865e-06,0.5,6.3021613606884e-06
A1,N4SID,None,294,295,4,298,0.83545696212664,0.835464254717535,7.29259089538026e-06,7.29259089538026e-06,5.3181881967383e-11,3.01986086685351e-06,0.25,1.0492696490727e-05
A1,N4SID,None,294,295,5,299,0.836737513695526,0.836748520309282,1.10066137561926e-05,1.10066137561926e-05,1.21145546378008e-10,5.13230106348554e-06,0,1.48045258041296e-05
A1,N4SID,None,294,295,6,300,0.838066443462596,0.838083019035646,1.65755730493489e-05,1.65755730493489e-05,2.74749621914301e-10,8.65719266756604e-06,0,2.0183900565518e-05
A1,N4SID,None,294,295,7,301,0.839443357637281,0.839466661612684,2.3303975402289e-05,2.3303975402289e-05,5.43075269550491e-10,1.32444130719876e-05,0,2.67531796543652e-05
A1,N4SID,None,294,295,8,302,0.840867848210195,0.840900060058842,3.22118486475453e-05,3.22118486475453e-05,1.03760319329237e-09,1.86541653732954e-05,0,3.53656135888281e-05
A1,N4SID,None,294,295,9,303,0.842339493074036,0.842383158618559,4.36655445226197e-05,4.36655445226197e-05,1.90667977845689e-09,2.58018785944355e-05,0,4.49560629169343e-05
A1,N4SID,None,294,295,10,304,0.843857856148672,0.843914713390468,5.68572417958269e-05,5.68572417958269e-05,3.23274594462912e-09,3.44157048573644e-05,0,5.60224342008031e-05
A1,N4SID,None,294,295,11,305,0.845422487510355,0.845494948349089,7.24608387339121e-05,7.24608387339121e-05,5.25057315002201e-09,4.4593155499733e-05,0,6.90663263133162e-05
A1,N4SID,None,294,295,12,306,0.847032923525045,0.847124774407584,9.18508825389353e-05,9.18508825389353e-05,8.43658462318128e-09,5.66407495864297e-05,0,8.42470428687458e-05
A1,N4SID,None,294,295,13,307,0.848688686985794,0.848801819990187,0.000113133004392973,0.000113133004392973,1.27990766829806e-08,7.118550581396e-05,0,0.000100166781031419
A1,N4SID,None,294,295,14,308,0.850389287254155,0.85052775117377,0.000138463919615361,0.000138463919615361,1.91722570352493e-08,8.77781963304489e-05,0,0.000117653535865569
A1,N4SID,None,301,302,1,302,0.840867848210195,0.840860143854638,-7.70435555697002e-06,7.70435555697002e-06,5.93570945482148e-11,4.14095858418858e-06,1,3.7766510273235e-05
A1,N4SID,None,301,302,2,303,0.842339493074036,0.842306375225839,-3.31178481973726e-05,3.31178481973726e-05,1.09679186922422e-09,1.21080800523581e-05,0.75,9.48401457559478e-05
A1,N4SID,None,301,302,3,304,0.843857856148672,0.843787987371827,-6.98687768452277e-05,6.98687768452277e-05,4.88164597784823e-09,2.51747501057825e-05,0.75,0.000161191724298571
A1,N4SID,None,301,302,4,305,0.845422487510355,0.845305073148249,-0.000117414362106549,0.000117414362106549,1.37861324288879e-08,4.44628862426318e-05,0.5,0.000233326653797078
A1,N4SID,None,301,302,5,306,0.847032923525045,0.846866461695416,-0.00016646182962865,0.00016646182962865,2.77095407233178e-08,7.18398500398793e-05,0.5,0.000309400259905723
A1,N4SID,None,301,302,6,307,0.848688686985794,0.848448176361042,-0.000240510624752277,0.000240510624752277,5.78453606187306e-08,0.000107596690370134,0.25,0.000391748215948673
A1,N4SID,None,301,302,7,308,0.850389287254155,0.850062793198394,-0.000326494055761017,0.000326494055761017,1.06598368447278e-07,0.00015765039744236,0,0.000488340584569036
A1,N4SID,None,301,302,8,309,0.852134220405565,0.85169358324127,-0.000440637164294988,0.000440637164294988,1.94161110557928e-07,0.000218124077522037,0,0.000586037176388693
A1,N4SID,None,301,302,9,310,0.853922969378675,0.853370012977522,-0.000552956401152715,0.000552956401152715,3.05760781575763e-07,0.000296055325018186,0,0.000663399670950832
A1,N4SID,None,301,302,10,311,0.855755004128558,0.855076346620148,-0.000678657508409897,0.000678657508409897,4.60576013721129e-07,0.000374962126696925,0,0.000758807633248954
A1,N4SID,None,301,302,11,312,0.85762978178378,0.856808431800139,-0.000821349983641584,0.000821349983641584,6.7461579562803e-07,0.000454628722764075,0,0.000889946668152425
A1,N4SID,None,301,302,12,313,0.85954674680726,0.858548933316688,-0.000997813490572708,0.000997813490572708,9.95631761968891e-07,0.000548421665811203,0,0.00102174449041376
A1,N4SID,None,301,302,13,314,0.861505331160891,0.860352487858762,-0.00115284330212884,0.00115284330212884,1.32904767926332e-06,0.000655856624571827,0,0.00114762037822738
A1,N4SID,None,301,302,14,315,0.863504954473859,0.862189846680468,-0.00131510779339072,0.00131510779339072,1.72950850823702e-06,0.000773433684046112,0,0.00125713298771329
A1,N4SID,None,308,309,1,309,0.852134220405565,0.852127968008415,-6.25239715035253e-06,6.25239715035253e-06,3.90924701257364e-11,3.64516065461149e-06,1,3.60306373044517e-05
A1,N4SID,None,308,309,2,310,0.853922969378675,0.853899303899369,-2.36654793057678e-05,2.36654793057678e-05,5.60054910771724e-10,1.01141490660878e-05,0.75,8.17226294658469e-05
A1,N4SID,None,308,309,3,311,0.855755004128558,0.855695555345422,-5.9448783136351e-05,5.9448783136351e-05,3.5341578163929e-09,2.1474404503861e-05,0.5,0.000134235233129443
A1,N4SID,None,308,309,4,312,0.85762978178378,0.857522577778206,-0.000107204005574291,0.000107204005574291,1.14926988111725e-08,4.13013845521658e-05,0.5,0.000210418986877431
A1,N4SID,None,308,309,5,313,0.85954674680726,0.859386381534439,-0.000160365272821372,0.000160365272821372,2.57170207270732e-08,6.34775503696641e-05,0.5,0.000294353256203334
A1,N4SID,None,308,309,6,314,0.861505331160891,0.861271234115132,-0.000234097045759496,0.000234097045759496,5.48014268333236e-08,9.68740718962777e-05,0.25,0.000387471395881578
A1,N4SID,None,308,309,7,315,0.863504954473859,0.863190547229587,-0.000314407244271453,0.000314407244271453,9.88519152503691e-08,0.000143632198394478,0,0.000483328201450361
A1,N4SID,None,308,309,8,316,0.86554502421462,0.865152260913238,-0.000392763301381827,0.000392763301381827,1.54263010912352e-07,0.000197831046916849,0,0.000582149183881581
A1,N4SID,None,308,309,9,317,0.867624935866483,0.867128552297004,-0.000496383569478898,0.000496383569478898,2.46396648048612e-07,0.000270283775542265,0,0.000679803065317341
A1,N4SID,None,308,309,10,318,0.869744073106736,0.869141246510681,-0.000602826596054928,0.000602826596054928,3.63399904911172e-07,0.000352508199347359,0,0.000769359426772837
A1,N4SID,None,308,309,11,319,0.871901807989281,0.871188543431981,-0.000713264557299698,0.000713264557299698,5.08746328699934e-07,0.000438176397274247,0,0.000869582720500445
A1,N4SID,None,308,309,12,320,0.874097501130703,0.873234824729732,-0.000862676400971263,0.000862676400971263,7.44210572792731e-07,0.000541161582225944,0,0.000959714177534238
A1,N4SID,None,308,309,13,321,0.87633050189974,0.875312045316349,-0.00101845658339061,0.00101845658339061,1.03725381225168e-06,0.000648923066511104,0,0.00106117938268702
A1,N4SID,None,308,309,14,322,0.87860014861007,0.877414389623547,-0.0011857589865224,0.0011857589865224,1.40602437411863e-06,0.000762616738141489,0,0.0011717331151265
A1,N4SID,None,315,316,1,316,0.86554502421462,0.865531139551948,-1.38846626719369e-05,1.38846626719369e-05,1.92783857513478e-10,4.42280447502139e-06,1,3.46992887672037e-05
A1,N4SID,None,315,316,2,317,0.867624935866483,0.867583441249665,-4.14946168177943e-05,4.14946168177943e-05,1.72180322485558e-09,1.36995283502738e-05,0.75,8.81002749222315e-05
A1,N4SID,None,315,316,3,318,0.869744073106736,0.869660614586072,-8.3458520663604e-05,8.3458520663604e-05,6.96532467135722e-09,2.84968315874095e-05,0.5,0.00014130752286276
A1,N4SID,None,315,316,4,319,0.871901807989281,0.871764311289325,-0.000137496699955997,0.000137496699955997,1.89053424987894e-08,4.99082168450195e-05,0.25,0.000201259363627387
A1,N4SID,None,315,316,5,320,0.874097501130703,0.873916036900846,-0.000181464229857209,0.000181464229857209,3.29292667176699e-08,7.61404216608592e-05,0.25,0.000273680665587667
A1,N4SID,None,315,316,6,321,0.87633050189974,0.876086662986215,-0.000243838913525085,0.000243838913525085,5.94574157490939e-08,0.000111836000623612,0.25,0.000348673342976336
A1,N4SID,None,315,316,7,322,0.87860014861007,0.878279804377383,-0.000320344232686898,0.000320344232686898,1.02620427415757e-07,0.000150482054859168,0.25,0.000437724386485788
A1,N4SID,None,315,316,8,323,0.88090576871639,0.880504997254762,-0.000400771461627647,0.000400771461627647,1.60617764455161e-07,0.000195979767135199,0,0.000517152058474885
A1,N4SID,None,315,316,9,324,0.883246679013703,0.882780415111023,-0.000466263902679787,0.000466263902679787,2.17402026942185e-07,0.000252742729637617,0,0.0005940511524265
A1,N4SID,None,315,316,10,325,0.885622185839768,0.885030784028149,-0.000591401811618875,0.000591401811618875,3.49756102786087e-07,0.000322404818800404,0,0.0006888294694401
A1,N4SID,None,315,316,11,326,0.888031585280644,0.887337920324449,-0.000693664956194384,0.000693664956194384,4.81171071452157e-07,0.000399716222334913,0,0.000790421566709609
A1,N4SID,None,315,316,12,327,0.890474163379277,0.889662515234447,-0.000811648144830368,0.000811648144830368,6.58772711006578e-07,0.000484506387825566,0,0.000892084876976507
A1,N4SID,None,315,316,13,328,0.892949196347062,0.892006102146606,-0.000943094200456129,0.000943094200456129,8.89426670933986e-07,0.000569595947611603,0,0.00100274070495865
A1,N4SID,None,315,316,14,329,0.895455950778316,0.894372452606735,-0.0010834981715806,0.0010834981715806,1.1739682878185e-06,0.000657425056568786,0,0.00112495590798994
A1,N4SID,None,322,323,1,323,0.88090576871639,0.880906164998995,3.96282604842035e-07,3.96282604842035e-07,1.57039902900389e-13,2.23123121925431e-07,1,2.25771840328681e-06
A1,N4SID,None,322,323,2,324,0.883246679013703,0.883247924446523,1.24543281954104e-06,1.24543281954104e-06,1.55110290798994e-12,4.58017999707991e-07,0.75,4.07624797588158e-06
A1,N4SID,None,322,323,3,325,0.885622185839768,0.885624557683027,2.37184325901918e-06,2.37184325901918e-06,5.62564044535472e-12,8.79108668220644e-07,0.75,7.626196702748e-06
A1,N4SID,None,322,323,4,326,0.888031585280644,0.88803552528215,3.94000150583107e-06,3.94000150583107e-06,1.55236118659511e-11,1.46969880950865e-06,0.75,1.23304832839732e-05
A1,N4SID,None,322,323,5,327,0.890474163379277,0.890479962035362,5.79865608485441e-06,5.79865608485441e-06,3.36244123904191e-11,2.34761319971145e-06,0.75,1.87537672211302e-05
