Scenario,Model,ExoMode,WindowDay,WindowDayIdx,ForecastDrivenRMSE,ForecastDrivenMAE,PersistenceRtRMSE,PersistenceRtMAE
A1,N4SID,I,147,148,0.042918807814711,0.0317940105276518,135.01884754882,98.9478249222496
A1,N4SID,I,154,155,0.0537056843551032,0.0362628484452086,151.113133434544,111.241343916535
A1,N4SID,I,161,162,0.161245147903359,0.106824876076904,162.638288186527,120.266891244435
A1,N4SID,I,168,169,0.203920166008382,0.137328463249625,168.579959560451,125.220017344299
A1,N4SID,I,175,176,0.134284715782394,0.0912062720809834,168.534449681483,125.734252576073
A1,N4SID,I,182,183,0.11268828567928,0.078039768284985,162.763721631181,121.93658747407
A1,N4SID,I,189,190,0.129302695492443,0.087006844822229,152.099944148211,114.392729649442
A1,N4SID,I,196,197,0.193524692338845,0.129818333330864,137.727526914456,103.956906542929
A1,N4SID,I,203,204,0.268782862577261,0.181868195185546,120.928489272853,91.5840398037199
A1,N4SID,I,210,211,0.355275164317593,0.240671000785824,102.898018141353,78.1826347754038
A1,N4SID,I,217,218,0.543255023023808,0.372029372897292,84.6790259923909,64.5523074921721
A1,N4SID,I,224,225,0.647894799159442,0.44559309808132,67.1645079531648,51.3784070274079
A1,N4SID,I,231,232,0.751854929660557,0.521185201368033,51.0853472341665,39.2242621345695
A1,N4SID,I,238,239,0.77886308719255,0.541449891385582,36.9652827487337,28.5004062790646
A1,N4SID,I,245,246,0.666066859793739,0.466591552071512,25.0846764260829,19.4366991167723
A1,N4SID,I,252,253,0.838823145785521,0.587173537174197,15.4879329075841,12.0843957095143
A1,N4SID,I,259,260,0.342924577366198,0.241041938559614,8.03317334903573,6.34970413922731
A1,N4SID,I,266,267,0.193436464014056,0.137288885322846,2.47076953031965,2.04329395955407
A1,N4SID,I,273,274,0.258291249229615,0.1822256281959,1.63263219100205,1.07121005847104
A1,N4SID,I,280,281,0.114022289680654,0.0825660473668027,4.39708636808428,3.23565704303811
A1,N4SID,I,287,288,0.034977262941761,0.0256309110603589,6.25014981575648,4.67723193594176
A1,N4SID,I,294,295,0.0704956689802215,0.0505855661872618,7.42435476111812,5.58940055221035
A1,N4SID,I,301,302,0.0750042866317902,0.0507946814519593,8.1229637068487,6.13010843371196
A1,N4SID,I,308,309,0.074762173580822,0.0511584159134973,8.50490215418731,6.42250383368597
A1,N4SID,I,315,316,0.0708585307057392,0.048562489288169,8.68970667311669,6.55931300642936
A1,N4SID,I,322,323,0.0275040447952025,0.0197300862476888,8.76476850233843,6.60839102832371
A1,N4SID,I,329,330,0.0924782380045177,0.0635802544501546,8.79256721922356,6.61824742824867
A1,N4SID,I,336,337,0.0168271238204213,0.0107687048705308,8.81699474300079,6.62290757019901
A1,N4SID,I,343,344,0.0870945508526074,0.0597384145840303,8.86843482387444,6.64584514839221
A1,N4SID,I,350,351,0.043878346709653,0.0299255738536439,8.96754662324916,6.70293603138635
A1,N4SID,None,49,50,0.00250084627546929,0.0015131637866099,12.2617175768036,8.99682107175032
A1,N4SID,None,56,57,0.00694811582366319,0.00427758974999343,12.067819824155,8.85921167700339
A1,N4SID,None,63,64,0.00586754499326891,0.00364718700887222,11.3202188646485,8.32788355309651
A1,N4SID,None,70,71,0.0781877913785776,0.050725016796946,9.7476319271885,7.20770369699513
A1,N4SID,None,77,78,0.0945129052538618,0.0609454316950502,7.01377497562333,5.25436666144922
A1,N4SID,None,84,85,0.199692163840846,0.129849449935672,2.74519331701475,2.17966847719804
A1,N4SID,None,91,92,0.508990302382689,0.332796649046941,3.64289471278349,2.33132900723558
A1,N4SID,None,98,99,0.888473465528953,0.579128720081891,12.3130008433676,8.58732198972958
A1,N4SID,None,105,106,1.30694668188611,0.858131547818402,23.7388881854315,16.8400194132754
A1,N4SID,None,112,113,1.50832097847852,0.992962980887894,38.0489552255276,27.2177775655361
A1,N4SID,None,119,120,2.06980536026827,1.36293931943309,55.1094433121749,39.6518838298979
A1,N4SID,None,126,127,2.78296580234332,1.83661287933923,74.4227486680137,53.8106908243949
A1,N4SID,None,133,134,3.48359872770476,2.31178645436479,95.0824706947927,69.0621227268346
A1,N4SID,None,140,141,3.90906717956009,2.61778860492586,115.79997309429,84.4856299754751
A1,N4SID,None,147,148,3.90094852724008,2.60294223524586,135.01884754882,98.9478249222496
A1,N4SID,None,154,155,3.02869843234731,2.02361043094528,151.113133434544,111.241343916535
A1,N4SID,None,161,162,2.09258944023886,1.40539500613782,162.638288186527,120.266891244435
A1,N4SID,None,168,169,0.0713287293327884,0.0434968923062635,168.579959560451,125.220017344299
A1,N4SID,None,175,176,0.0219650343110936,0.017004473356792,168.534449681483,125.734252576073
A1,N4SID,None,182,183,0.987220352698996,0.682615609713918,162.763721631181,121.93658747407
A1,N4SID,None,189,190,0.545219458548291,0.377671855128288,152.099944148211,114.392729649442
A1,N4SID,None,196,197,3.63968662028183,2.50048714867775,137.727526914456,103.956906542929
A1,N4SID,None,203,204,2.96901290246351,2.03300619407401,120.928489272853,91.5840398037199
A1,N4SID,None,210,211,3.67656079871335,2.534504494752,102.898018141353,78.1826347754038
A1,N4SID,None,217,218,3.13801669955524,2.18752581215689,84.6790259923909,64.5523074921721
A1,N4SID,None,224,225,0.828252545501474,0.584887530783752,67.1645079531648,51.3784070274079
A1,N4SID,None,231,232,0.125244291150977,0.0823189389754069,51.0853472341665,39.2242621345695
A1,N4SID,None,238,239,0.505951715826054,0.355145214645193,36.9652827487337,28.5004062790646
A1,N4SID,None,245,246,0.946160742002656,0.652927332949763,25.0846764260829,19.4366991167723
A1,N4SID,None,252,253,0.16802223487758,0.116993937143499,15.4879329075841,12.0843957095143
A1,N4SID,None,259,260,0.0633507289701308,0.0417454462981693,8.03317334903573,6.34970413922731
A1,N4SID,None,266,267,0.125754491671952,0.0834128549470766,2.47076953031965,2.04329395955407
A1,N4SID,None,273,274,0.0185673866192398,0.0124676001833158,1.63263219100205,1.07121005847104
A1,N4SID,None,280,281,0.00760573155769081,0.00512430056370964,4.39708636808428,3.23565704303811
A1,N4SID,None,287,288,0.0310140497566602,0.0217633593814851,6.25014981575648,4.67723193594176
A1,N4SID,None,294,295,0.025672744796647,0.0167997376770716,7.42435476111812,5.58940055221035
A1,N4SID,None,301,302,0.276230739642568,0.18749927004077,8.1229637068487,6.13010843371196
A1,N4SID,None,308,309,0.217799162807118,0.148269303966426,8.50490215418731,6.42250383368597
A1,N4SID,None,315,316,0.196780278589324,0.137629019951199,8.68970667311669,6.55931300642936
A1,N4SID,None,322,323,0.00663642608628509,0.00447053176541041,8.76476850233843,6.60839102832371
A1,N4SID,None,329,330,0.100319501694649,0.067290309491219,8.79256721922356,6.61824742824867
A1,N4SID,None,336,337,0.0161902193370325,0.0112476745588067,8.81699474300079,6.62290757019901
A1,N4SID,None,343,344,0.0216895356677899,0.0137663234277251,8.86843482387444,6.64584514839221
A1,N4SID,None,350,351,0.0119071334808534,0.00746633821785281,8.96754662324916,6.70293603138635
A1,N4SID,S,49,50,0.0636649696483741,0.0407889974023387,12.2617175768036,8.99682107175032
A1,N4SID,S,56,57,0.0818132884577772,0.0525612933481138,12.067819824155,8.85921167700339
A1,N4SID,S,63,64,0.112779808765194,0.0733056864565599,11.3202188646485,8.32788355309651
A1,N4SID,S,70,71,0.141165102375407,0.0919053932482094,9.7476319271885,7.20770369699513
A1,N4SID,S,77,78,0.18071449407459,0.117094661822031,7.01377497562333,5.25436666144922
A1,N4SID,S,84,85,0.221801769686147,0.143992451182271,2.74519331701475,2.17966847719804
A1,N4SID,S,91,92,0.263904721745119,0.17211993032421,3.64289471278349,2.33132900723558
A1,N4SID,S,98,99,0.232776054962085,0.151707049498067,12.3130008433676,8.58732198972958
A1,N4SID,S,105,106,0.267412913388909,0.174727620561985,23.7388881854315,16.8400194132754
A1,N4SID,S,112,113,0.232834960010128,0.153183769554711,38.0489552255276,27.2177775655361
A1,N4SID,S,119,120,0.220116695408693,0.14564740881646,55.1094433121749,39.6518838298979
A1,N4SID,S,126,127,0.221607870746065,0.147433216480554,74.4227486680137,53.8106908243949
A1,N4SID,S,133,134,0.232034032258991,0.156317185140649,95.0824706947927,69.0621227268346
A1,N4SID,S,140,141,0.0311292040162982,0.0178486515220746,115.79997309429,84.4856299754751
A1,N4SID,S,147,148,0.197402829357897,0.128015302068304,135.01884754882,98.9478249222496
A1,N4SID,S,154,155,0.506588139371983,0.339532960451249,151.113133434544,111.241343916535
A1,N4SID,S,161,162,0.551953310258945,0.368547637194232,162.638288186527,120.266891244435
A1,N4SID,S,168,169,0.993634363888433,0.671126547283425,168.579959560451,125.220017344299
A1,N4SID,S,175,176,0.889757792467839,0.607308416991795,168.534449681483,125.734252576073
A1,N4SID,S,182,183,0.627555358041602,0.432101892803205,162.763721631181,121.93658747407
A1,N4SID,S,189,190,0.82420979593686,0.571083632369729,152.099944148211,114.392729649442
A1,N4SID,S,196,197,0.0217146635594308,0.0128695203655817,137.727526914456,103.956906542929
A1,N4SID,S,203,204,0.824630983705605,0.576150818921633,120.928489272853,91.5840398037199
A1,N4SID,S,210,211,0.342460538604711,0.243490999504567,102.898018141353,78.1826347754038
A1,N4SID,S,217,218,0.478627328386182,0.341395839042044,84.6790259923909,64.5523074921721
A1,N4SID,S,224,225,0.330537558615019,0.23904086047183,67.1645079531648,51.3784070274079
A1,N4SID,S,231,232,0.464088369895185,0.334238355730317,51.0853472341665,39.2242621345695
A1,N4SID,S,238,239,0.441571310064358,0.315484836956492,36.9652827487337,28.5004062790646
A1,N4SID,S,245,246,0.295102022954613,0.202417896714191,25.0846764260829,19.4366991167723
