Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,WindowDay,WindowDayIdx,WindowWIS,WindowRMSE,WindowMAE,MeanWISMedianComponent,MeanWISDispersionComponent,MeanWISUnderpredictionComponent,MeanWISOverpredictionComponent,MeanCoverage,MeanCalibrationBias,MeanAbsoluteCalibrationError,MeanIntervalWidth,AICC
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,252,253,0.00267917045372235,0.00711198471880671,0.00554696614062479,0.0027734830703124,0.00709413637299518,0.00218864759844299,0,0.714285714285714,-0.0732142857142857,0.2375,0.0265698417132576,-2693.67655495855
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,259,260,0.00264502284633219,0.00792925242036756,0.00597994818477792,0.00298997409238896,0.00601068029642797,0.00290194841967794,0,0.732142857142857,-0.0553571428571428,0.223214285714286,0.024276264460325,-2775.24249572525
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,266,267,0.00271475065992649,0.00741957565705575,0.00582199991381959,0.00291099995690979,0.00733326313248219,0.00197211488027723,0,0.696428571428571,-0.0910714285714286,0.253571428571429,0.0261656777694802,-2857.00084464233
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,273,274,0.00276484067362979,0.00646823110008461,0.00497845496832186,0.00248922748416093,0.00679721818638148,0.00315533736079165,0,0.553571428571429,-0.233928571428572,0.348214285714286,0.02537841138534,-2938.94629218304
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,280,281,0.00289365643065697,0.00823589016865093,0.00609064251933186,0.00304532125966593,0.00691158894556654,0.0030645437327239,0,0.607142857142857,-0.180357142857143,0.307142857142857,0.0280303922349262,-3021.07382472017
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,287,288,0.00196546370764709,0.00515350819963356,0.00396008450714118,0.00198004225357059,0.00682190138154869,4.26430492926185e-05,0,0.928571428571429,0.141071428571429,0.2125,0.0245533075224363,-3103.37869967233
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,294,295,0.00211471314825194,0.00516719886866822,0.00412106665109897,0.00206053332554949,0.00678693057896266,0.000668745262621578,0,0.767857142857143,-0.0196428571428571,0.223214285714286,0.0263622172585026,-3185.8564233969
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,301,302,0.00217956856068645,0.00571213231321909,0.00413588430856817,0.00206794215428409,0.00708487877048487,0.000655237598320075,0,0.767857142857143,-0.0196428571428571,0.223214285714286,0.0301329703470712,-3268.50273146564
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,308,309,0.00202946579491422,0.00575222810348271,0.00444495061081832,0.00222247530540916,0.00585983130186896,0.00105028946983589,0,0.696428571428571,-0.0910714285714286,0.244642857142857,0.0220495963875965,-3351.31357101234
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,315,316,0.00210712945184898,0.00589203024515875,0.00447837832232849,0.00223918916116424,0.00665708536800199,0.000585808004154158,0,0.696428571428571,-0.0910714285714286,0.248214285714286,0.0269425614470445,-3434.28508488771
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,322,323,0.00216898501936886,0.00591508476503348,0.00446564709275228,0.00223282354637614,0.00673664113329008,0.000790967907493659,0,0.696428571428571,-0.0910714285714287,0.264285714285714,0.024504052692639,-3517.41359739512
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,329,330,0.00200477467247144,0.00461021467046178,0.0035535987648696,0.0017767993824348,0.00614514211302522,0.00109954453066146,0,0.660714285714286,-0.126785714285714,0.278571428571429,0.0235111793728344,-3600.69560141335
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,336,337,0.00195790026709746,0.00483866898076277,0.00374830152574054,0.00187415076287027,0.00480029123529159,0.0021361092037767,0,0.678571428571429,-0.108928571428572,0.264285714285714,0.0207443850771335,-3684.12774673986
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,343,344,0.00200443696713785,0.00468877516367389,0.00365229203482365,0.00182614601741183,0.00639300954260811,0.000800810792100386,0,0.75,-0.0375,0.223214285714286,0.0269899983598219,-3767.70682951142
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,350,351,0.00176541519878202,0.00512880911505501,0.00391350757059176,0.00195675378529588,0.00495037455328658,0.00103724005593665,0,0.732142857142857,-0.0553571428571428,0.223214285714286,0.0201433224472563,-3851.42978257854
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,49,50,0.00315903933444102,0.00488968594688396,0.00363980264789387,0.00181990132394694,0.000412118031281505,0.0119836576497561,0,0,-0.7875,0.7875,0.00132404890294073,-919.528182540675
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,56,57,0.00384456740985118,0.00709187708380516,0.00451684448198897,0.00225842224099448,0.000449307101967655,0,0.0145928240013682,0.25,-0.5375,0.617857142857143,0.00146392255327076,-1042.73104492319
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,63,64,0.0135212161729535,0.0203276992104441,0.0141343082188508,0.00706715410942539,0.000534262616574453,0,0.0532440560522908,0,-0.7875,0.7875,0.00168651773483245,-1151.89360743081
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,70,71,0.0185029596666742,0.0273788723384222,0.0196931067992526,0.00984655339962631,0.000931578216385746,0,0.0724851868840219,0,-0.7875,0.7875,0.00305469130791661,-1191.85688545719
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,77,78,0.0199721671177083,0.0292493403972447,0.0215335095189983,0.0107667547594992,0.00122177653249407,0,0.077886220737694,0,-0.7875,0.7875,0.00383104196845898,-1234.09333443776
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,84,85,0.019596615592287,0.0291714549202656,0.0219359918887135,0.0109679959443568,0.001529196170009,0,0.0756875780509259,0,-0.7875,0.7875,0.00513668497694446,-1286.90763167053
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,91,92,0.0189456864831256,0.0279810385393829,0.0213057257417552,0.0106528628708776,0.00198894950617889,0,0.0726137767970089,0,-0.7875,0.7875,0.00603949457276216,-1344.88720823555
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,98,99,0.0187863209394326,0.0273276463763232,0.0210570240917372,0.0105285120458686,0.00247630136655858,0,0.0715336308150196,0,-0.7875,0.7875,0.00748540047591483,-1405.532552635
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,105,106,0.0168646088012706,0.0257655618138592,0.0199610793712718,0.0099805396856359,0.00252806612385681,0,0.0633821337962249,0,-0.7875,0.7875,0.00818831907277094,-1469.7192803943
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,112,113,0.0140074201633503,0.0225600615012663,0.017648583081066,0.008824291540533,0.00288145358407785,0,0.0513276456104655,0.0535714285714286,-0.733928571428571,0.741071428571428,0.00933742196018425,-1540.86575612
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,119,120,0.00566446981445712,0.0122650881028359,0.0098772614577441,0.00493863072887205,0.00299623463053411,0,0.0175552488056509,0.0714285714285714,-0.716071428571428,0.730357142857143,0.00972991702052844,-1624.02036646343
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,126,127,0.00108586715042937,0.00322645661799247,0.00201073882563521,0.00100536941281761,0.00388103276411455,0,0,1,0.2125,0.2125,0.0122236142788169,-1720.66084343973
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,133,134,0.00713462054636465,0.0154968550174646,0.0114567305492312,0.00572836527461558,0.00331366817858114,0.0230637590054442,0,0.25,-0.5375,0.603571428571429,0.0109964023724908,-1822.75882888035
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,140,141,0.010631718527666,0.0199279535239686,0.0153180590585937,0.00765902952929685,0.0033511045436088,0.0368325993015915,0,0.0357142857142857,-0.751785714285714,0.757142857142857,0.0104415960472192,-1920.35816032175
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,147,148,0.00822933502437133,0.0151106335112672,0.0119373046982028,0.0059686523491014,0.00325728355389537,0.0278060717066742,0,0.0714285714285714,-0.716071428571428,0.730357142857143,0.0108579904452625,-2013.21059590244
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,154,155,0.00213546646054708,0.00681880312441071,0.00568082789236782,0.00284041394618391,0.00361371057925646,0.00315547454702151,0,0.696428571428571,-0.0910714285714286,0.255357142857143,0.011386176200422,-2108.5058421858
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,161,162,0.00122470858359558,0.00441327445081228,0.00296077818198621,0.0014803890909931,0.00307026276729953,0,0.00096053676788748,0.892857142857143,0.105357142857143,0.223214285714286,0.00969065130502217,-2209.67837367818
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,168,169,0.00554474193986333,0.0131500964649658,0.0101180254116386,0.00505901270581928,0.00327589906617109,0,0.0166164269573946,0.303571428571429,-0.483928571428571,0.546428571428571,0.0101996479801106,-2311.92683923767
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,175,176,0.00732262813451082,0.0131271743072596,0.00993063613661749,0.00496531806830874,0.00256179700143836,0,0.0254247115355516,0.142857142857143,-0.644642857142857,0.689285714285714,0.00787285192168989,-2410.10697466405
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,182,183,0.00598670099237281,0.0125571783122203,0.0097882189454831,0.00489410947274155,0.00288393710771081,0,0.0191621078852253,0.160714285714286,-0.626785714285714,0.653571428571428,0.00906359556926199,-2505.30181961065
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,189,190,0.0024840326963542,0.00715912177160298,0.00585526724885891,0.00292763362442945,0.00289153224314763,0,0.00535898126601684,0.410714285714286,-0.376785714285714,0.446428571428571,0.0101767420653171,-2602.04839046003
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,196,197,0.000946345033690385,0.00363037433494887,0.00223501222764799,0.001117506113824,0.00267076912652526,0.000470277411257476,0,0.928571428571429,0.141071428571429,0.223214285714286,0.00826746590487922,-2703.22372061706
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,203,204,0.00617259468527282,0.0139674679468301,0.0102742195951242,0.00513710979756211,0.00317668777142369,0.0194628785147419,0,0.267857142857143,-0.519642857142857,0.576785714285714,0.00992389917211497,-2806.31932344949
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,210,211,0.0125805039528756,0.0207586735939088,0.0157828851007958,0.00789144255039788,0.00317545177277404,0.0455453734647682,0,0.0892857142857143,-0.698214285714286,0.716071428571428,0.0100712319483081,-2904.65508163009
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,217,218,0.0121133387573075,0.0215262413650987,0.016847692294975,0.00842384614748748,0.00365880304230622,0.04242737521809,0,0.0535714285714286,-0.733928571428571,0.741071428571428,0.012070492005617,-2995.3188714933
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,224,225,0.0093470659673668,0.0172542817582195,0.013734932680733,0.0068674663403665,0.00295571354475435,0.0322386169680297,0,0.107142857142857,-0.680357142857143,0.7,0.0100772252660763,-3083.38404695988
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,231,232,0.00286718119875827,0.00759419781309361,0.00620976915383,0.003104884576915,0.00326655677189909,0.00653087404559813,0,0.410714285714286,-0.376785714285714,0.444642857142857,0.0105847868680864,-3176.60846943589
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,238,239,0.00072807401705353,0.0012859337198291,0.000815337713526543,0.000407668856763271,0.00286866421997761,0,0,1,0.2125,0.2125,0.00900107656937122,-3277.03955415546
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,245,246,0.00150116313209846,0.00528625013786844,0.00396881485924354,0.00198440742962177,0.00286014649917735,0,0.00191068016564394,0.75,-0.0375,0.244642857142857,0.00981716214309335,-3380.26601991519
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,252,253,0.00204301314325248,0.00622848999257347,0.00490701323259736,0.00245350661629868,0.00258262639580057,0,0.00415742613253691,0.553571428571429,-0.233928571428571,0.351785714285714,0.00837794031483239,-3482.72581694853
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,259,260,0.000963917458218412,0.00244108788512706,0.00196172510235838,0.000980862551179189,0.00335676601080366,0,0,1,0.2125,0.2125,0.010594747597752,-3584.85112316297
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,266,267,0.001056113070154,0.00413652918328407,0.00277742423501684,0.00138871211750842,0.00263896085829063,0.000724835839893959,0,0.875,0.0874999999999999,0.223214285714286,0.00851285089947761,-3688.12544149208
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,0.00557244499217199,0.0126484491382944,0.00936242075432754,0.00468121037716377,0.00282824495955462,0.0175665471280556,0,0.232142857142857,-0.555357142857143,0.603571428571429,0.00880008138652665,-3791.77186073878
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,0.0106044528986244,0.019352846968693,0.0147456936416534,0.00737284682082669,0.00328762749993526,0.0370595637230478,0,0.107142857142857,-0.680357142857143,0.7,0.0105508916242556,-3891.33204696523
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,287,288,0.0146982322247189,0.0234436305269358,0.0181518597797888,0.0090759298898944,0.00283561081331982,0.054230504308021,0,0.0357142857142857,-0.751785714285714,0.757142857142857,0.00918912263175056,-3982.65596514553
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,294,295,0.0132643358420519,0.0213656317791768,0.0167189575898024,0.00835947879490118,0.00274677818346564,0.0485832543108669,0,0.0357142857142857,-0.751785714285714,0.757142857142857,0.0090739364074827,-4067.79155591216
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,301,302,0.00826211443578414,0.0151641167052048,0.0120836462266334,0.00604182311331669,0.00310671904200167,0.0280309728057103,0,0.107142857142857,-0.680357142857143,0.7,0.00951535880765777,-4154.13000453268
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,308,309,0.00464894913134093,0.0108219755680333,0.00849371822820541,0.0042468591141027,0.00276332317330579,0.0139100888036257,0,0.25,-0.5375,0.580357142857143,0.00899969508839053,-4247.29252670958
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,315,316,0.00275637521525996,0.00907223785601234,0.00694516443333565,0.00347258221666782,0.00293381336361945,0.00599729288838255,0,0.5,-0.2875,0.403571428571428,0.00933756148473417,-4346.29998393903
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,322,323,0.00521880658224314,0.0112320163552037,0.00848223753169571,0.00424111876584785,0.00270306816251354,0.0165404426917327,0,0.160714285714286,-0.626785714285714,0.657142857142857,0.0088099089616835,-4446.93030819608
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,329,330,0.00936309368123482,0.0165859200161217,0.0125778748893131,0.00628893744465653,0.00239318522783103,0.0334517988930691,0,0.0714285714285714,-0.716071428571428,0.726785714285714,0.00776779083989701,-4544.94143946387
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,336,337,0.0118496391156267,0.0208060482853816,0.015854033081465,0.00792701654073252,0.00299736303079979,0.0423989964487878,0,0.0357142857142857,-0.751785714285714,0.755357142857143,0.010012052549061,-4636.07013303291
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,343,344,0.0148035854820499,0.0227418806228688,0.0174876141250551,0.00874380706252753,0.00247146529097542,0.0554008623157218,0,0.0535714285714286,-0.733928571428571,0.746428571428571,0.00783613859844239,-4719.79950395951
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,350,351,0.0140531566449203,0.0226090016210135,0.0174453391169961,0.00872266955849807,0.00268178673651887,0.0518347486071242,0,0,-0.7875,0.7875,0.00881570745558768,-4800.16531163498
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,49,50,0.00318070177828024,0.0050034866874173,0.00371321880368084,0.00185660940184042,0.000430296353225362,0.0120262522471953,0,0,-0.7875,0.7875,0.00133276003284007,-919.528466956253
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,56,57,0.00425108242074793,0.00729988584030761,0.00469686358526494,0.00234843179263247,0.000353078645248022,0,0.0164283604554852,0.178571428571429,-0.608928571428571,0.675,0.00115312090843442,-1042.73196092082
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,63,64,0.0135430523724217,0.0201809047621345,0.0140391287122305,0.00701956435611525,0.000476137829673106,0,0.0534480334901094,0,-0.7875,0.7875,0.00148663921688016,-1151.88806929919
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,70,71,0.018758166440241,0.027495789504946,0.019791055983674,0.00989552799183699,0.000905445842692865,0,0.0736107751465546,0,-0.7875,0.7875,0.00295891845291088,-1191.82945985941
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,77,78,0.0201110103564318,0.0295323917777415,0.0217346043312797,0.0108673021656398,0.00131746759328807,0,0.078314776845015,0,-0.7875,0.7875,0.0042144630687307,-1234.00839307363
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,84,85,0.0195595340277298,0.0291909547809902,0.0218828930397181,0.010941446519859,0.00167039736568813,0,0.0754060592392371,0,-0.7875,0.7875,0.00549284781474277,-1286.64888476412
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,91,92,0.0194317272180471,0.0291110785864186,0.0220927789972866,0.0110463894986433,0.00209084784072302,0,0.0743055351418455,0,-0.7875,0.7875,0.00667089627586224,-1344.14514767336
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,98,99,0.0192051348979193,0.0286721108372828,0.0220260673371223,0.0110130336685611,0.00220084038378867,0,0.0732092329882868,0,-0.7875,0.7875,0.00701313693518291,-1403.64820335336
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,105,106,0.0188014193859021,0.0287438596507639,0.0222615682716762,0.0111307841358381,0.00270643667679036,0,0.070769166423931,0,-0.7875,0.7875,0.00871041753163869,-1465.70183149589
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,112,113,0.0153827834587367,0.0247383170510068,0.0193547264383217,0.00967736321916086,0.0028051643859958,0,0.0567399979591585,0.0357142857142857,-0.751785714285714,0.757142857142857,0.00953874133993069,-1534.00684824218
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,119,120,0.00641435236750048,0.0134510107214531,0.0108191475632057,0.00540957378160285,0.00362490443767978,0,0.0198301074344695,0.0535714285714286,-0.733928571428571,0.746428571428571,0.011993445029688,-1614.88072265115
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,126,127,0.00111084978248677,0.00348499231230577,0.00221225061479965,0.00110612530739983,0.00377386894035484,0.000118829773435787,0,0.982142857142857,0.194642857142857,0.2125,0.0120000073854977,-1710.55104246845
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,133,134,0.00762588650896607,0.0165615488814029,0.0123021608930756,0.00615108044653779,0.00389497897353167,0.0242704298702778,0,0.232142857142857,-0.555357142857143,0.6125,0.0125242754034393,-1812.05082345987
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,140,141,0.0118428370161324,0.0227219701296907,0.0175024236255237,0.00875121181276187,0.0045307261323702,0.0400108286274635,0,0.0535714285714286,-0.733928571428571,0.741071428571428,0.0138962147895316,-1908.90495368268
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,147,148,0.00873499286851523,0.0165399535254177,0.0130013009244314,0.0065006504622157,0.00362490688779996,0.0291819105583029,0,0.0892857142857143,-0.698214285714286,0.716071428571428,0.0119122660700279,-2001.32917171637
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,154,155,0.00171930889729111,0.00520441467587116,0.00446522068316032,0.00223261034158016,0.00335733113054144,0.00214694856568839,0,0.642857142857143,-0.144642857142857,0.2875,0.0104931245744212,-2096.60177603524
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,161,162,0.00168133588658964,0.00642897058393732,0.00451032444800601,0.002255162224003,0.00338376340312491,0,0.00192708586252546,0.821428571428571,0.0339285714285714,0.258928571428571,0.0106152664323784,-2197.58361820139
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,168,169,0.00626661774374514,0.0140439240362219,0.0106411124646938,0.00532055623234691,0.00342556710968445,0,0.0194536565048218,0.25,-0.5375,0.5875,0.0105468431082679,-2298.9783395046
