Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,WindowDay,WindowDayIdx,WindowWIS,WindowRMSE,WindowMAE,MeanWISMedianComponent,MeanWISDispersionComponent,MeanWISUnderpredictionComponent,MeanWISOverpredictionComponent,MeanCoverage,MeanCalibrationBias,MeanAbsoluteCalibrationError,MeanIntervalWidth,AICC
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,175,176,0.00899879892713302,0.0166137880592999,0.0128282487589672,0.00641412437948362,0.00265254942505916,0,0.0314279213675558,0.107142857142857,-0.680357142857143,0.7,0.00874111431572454,-2395.59533932866
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,182,183,0.00826217424948942,0.014155289057924,0.0111245573032771,0.00556227865163855,0.00303955625864551,0,0.0285779492124183,0.0714285714285714,-0.716071428571428,0.730357142857143,0.00926258581012082,-2488.82394053473
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,189,190,0.00237408473213894,0.00693530209353196,0.005698495255411,0.0028492476277055,0.00350117384868249,0,0.00433295981823723,0.464285714285714,-0.323214285714286,0.394642857142857,0.0118724191273077,-2584.09239688419
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,196,197,0.00158512506703916,0.00609569840699847,0.00393605216577605,0.00196802608288803,0.00375970127101363,0.00140533544777455,0,0.892857142857143,0.105357142857143,0.2375,0.0117676859211234,-2684.70138033195
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,203,204,0.00935898212785299,0.0187707750353674,0.013798996326443,0.00689949816322148,0.0037544264464247,0.0314614949656923,0,0.232142857142857,-0.555357142857143,0.6125,0.0114596196455129,-2786.72268879982
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,210,211,0.0162537526530971,0.0276545135226685,0.0209985750529908,0.0104992875264954,0.00366764464746916,0.0589749547649724,0,0.0714285714285714,-0.716071428571428,0.726785714285714,0.0119677205475656,-2881.93714075332
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,217,218,0.0191028408065602,0.0299834925164698,0.0232971943704781,0.0116485971852391,0.00345233164313914,0.0708618548011428,0,0.0357142857142857,-0.751785714285714,0.757142857142857,0.0115262527830106,-2967.55737634536
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,224,225,0.014606551317164,0.0238442923772386,0.0187746307995636,0.00938731539978182,0.00328651449751905,0.0530556510299371,0,0.0357142857142857,-0.751785714285714,0.757142857142857,0.0104421820315622,-3049.65474859832
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,231,232,0.00653965786243964,0.0125750738133876,0.0099856114461572,0.0049928057230786,0.00278748377696064,0.0216481708809391,0,0.125,-0.6625,0.7,0.00915070891644188,-3137.649807474
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,238,239,0.000871154801374008,0.00194652961084063,0.00170749362623926,0.000853746813119632,0.0030664497930634,0,0,1,0.2125,0.2125,0.00993829257004846,-3234.91690280975
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,245,246,0.0015030140668147,0.00579491795358354,0.0042193409594172,0.0021096704797086,0.00316149642417364,0,0.0014923963967839,0.839285714285714,0.0517857142857142,0.233928571428571,0.00967767598336987,-3336.73044584955
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,252,253,0.00187965838304256,0.00671202048211354,0.00533903074004536,0.00266951537002268,0.00320794798546038,0,0.00258099936820844,0.75,-0.0375,0.233928571428571,0.010497374532102,-3438.4235303285
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,259,260,0.000927585441669202,0.000853992589006611,0.00072752986016668,0.00036376493008334,0.00381036955742807,0,0,1,0.2125,0.2125,0.011697520767732,-3539.91321014196
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,266,267,0.00307387647515769,0.00920642204405643,0.0063697686236271,0.00318488431181355,0.00316790391458642,0.00747965591180966,0,0.625,-0.1625,0.3625,0.0105238944005588,-3642.40143514702
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,273,274,0.0117788580238754,0.0224771062401015,0.0166334247071354,0.00831671235356769,0.00376525717441283,0.0409228915794589,0,0.160714285714286,-0.626785714285714,0.658928571428571,0.0112858615931339,-3743.26826475911
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,280,281,0.020268591561249,0.0326741776990406,0.0244666087850434,0.0122333043925217,0.003834295154494,0.0751410624786049,0,0.0357142857142857,-0.751785714285714,0.757142857142857,0.0123659805920371,-3835.52407889321
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,287,288,0.0251928174509625,0.0394805553928275,0.0300129433402582,0.0150064716701291,0.00391416469135132,0.0944470421678507,0,0.0357142857142857,-0.751785714285714,0.757142857142857,0.0127184050461002,-3914.65791836776
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,294,295,0.0252941712294454,0.0380633917370534,0.0294926239829974,0.0147463119914987,0.00406859918698976,0.0950088593540156,0,0,-0.7875,0.7875,0.0125905137804237,-3984.38895570175
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,301,302,0.0185198299128418,0.0300901375271933,0.0237777426861014,0.0118888713430507,0.00387177342646634,0.0675785898382708,0,0.0357142857142857,-0.751785714285714,0.757142857142857,0.0126098913964016,-4055.53660906628
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,308,309,0.0106845834456325,0.0198718642238002,0.0156668354844906,0.0078334177422453,0.00378666697099642,0.0364605407921047,0,0.0892857142857143,-0.698214285714286,0.708928571428571,0.0123154599559058,-4137.62809016243
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,315,316,0.00751153659386798,0.0143174330108376,0.0109522564486572,0.00547612822432859,0.00275124195155991,0.0255745444965174,0,0.125,-0.6625,0.685714285714286,0.00927472446087319,-4230.11144527384
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,322,323,0.00756043508659801,0.0169043657209106,0.0128528715439464,0.0064264357719732,0.00350226439598254,0.0240932577217353,0,0.214285714285714,-0.573214285714286,0.6125,0.0112644441384953,-4326.56979390237
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,329,330,0.0114826890217003,0.0203975111571078,0.015424484140088,0.00771224207004399,0.0033290735921892,0.0406307849354181,0,0.107142857142857,-0.680357142857143,0.7,0.0105118441011291,-4421.5174807865
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,336,337,0.015062506533698,0.0244260438953392,0.0186879985077388,0.0093439992538694,0.00339719934136173,0.0550400808064099,0,0.0357142857142857,-0.751785714285714,0.755357142857143,0.0110719482787907,-4510.82821176794
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,343,344,0.016081453837924,0.0246238268778826,0.0189196014240877,0.00945980071204387,0.00326246766845205,0.0596442738901623,0,0,-0.7875,0.7875,0.00990996944521955,-4594.0777088124
A4,Amplifying Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A4_ARX_I.mat,350,351,0.0154421158538369,0.024743521536073,0.0191363549900659,0.00956817749503297,0.00343170887349815,0.0564896349737349,0,0.0178571428571429,-0.769642857142857,0.771428571428571,0.0110220738197596,-4674.92786677492
