Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,WindowDay,WindowDayIdx,HorizonIdx,ForecastDay,Truth_Rt,Median_Forecast,Error,SquaredError,AbsoluteError,WIS,WISMedianComponent,WISDispersionComponent,WISUnderpredictionComponent,WISOverpredictionComponent,CoverageMean,CalibrationBiasMean,AbsoluteCalibrationErrorMean,IntervalWidthMean
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,350,351,7,357,0.65,0.652872248877002,0.00287224887700177,8.24981361143793e-06,0.00287224887700177,0.00151637441599732,0.00143612443850089,0.00382008378449414,0.00156747664899293,0,0.75,-0.0375,0.2125,0.0168145776832087
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,350,351,8,358,0.65,0.653564030171879,0.00356403017187945,1.27023110660671e-05,0.00356403017187945,0.00188578493986486,0.00178201508593973,0.00471019039923748,0.00199382674421467,0,0.75,-0.0375,0.2125,0.0208382289441715
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,350,351,9,359,0.65,0.654445935295671,0.00444593529567106,1.97663406532937e-05,0.00444593529567106,0.00228696235817347,0.00222296764783553,0.0056060504657811,0.00246231249816398,0,0.75,-0.0375,0.2125,0.0248337858085033
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,350,351,10,360,0.65,0.655407046389774,0.00540704638977429,2.92361506611712e-05,0.00540704638977429,0.00258975486510083,0.00270352319488715,0.00663670161125482,0.00231367208681177,0,0.75,-0.0375,0.2125,0.0284743491991594
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,350,351,11,361,0.65,0.656557601163518,0.00655760116351767,4.30021330197683e-05,0.00655760116351767,0.00276962581950705,0.00327880058175883,0.00805873157952934,0.00112578402649355,0,0.75,-0.0375,0.2125,0.0323316760375384
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,350,351,12,362,0.65,0.657740292583848,0.00774029258384823,5.99121292835759e-05,0.00774029258384823,0.00301036220719206,0.00387014629192411,0.00916847585101832,0.000508007789421838,0,0.75,-0.0375,0.2125,0.0357936952640031
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,350,351,13,363,0.65,0.659030335621695,0.00903033562169508,8.15469614404552e-05,0.00903033562169508,0.00364472589526909,0.00451516781084754,0.0105936202804908,0.00129247843737257,0,0.75,-0.0375,0.2125,0.0399349150761103
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,350,351,14,364,0.65,0.660342128748891,0.0103421287488907,0.000106959627058632,0.0103421287488907,0.00394962972263977,0.00517106437444537,0.0125096920467507,9.25773306829081e-05,0,0.75,-0.0375,0.2125,0.044844315868426
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,49,50,1,50,1.02203144736961,1.02208509238016,5.36450105452779e-05,2.87778715640298e-09,5.36450105452779e-05,3.35336752338297e-05,2.6822505272639e-05,2.55726264052292e-05,9.85064068743657e-05,0,0,-0.7875,0.7875,7.19742341299123e-05
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,49,50,2,51,1.03056016698516,1.03073166707577,0.000171500090616838,2.94122810815838e-08,0.000171500090616838,0.000121718589157324,8.57500453084192e-05,5.80479018269409e-05,0.0004039357040726,0,0,-0.7875,0.7875,0.000168344819680699
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,49,50,3,52,1.03926620533134,1.03963252655514,0.00036632122379765,1.34191239004608e-07,0.00036632122379765,0.000282659270279082,0.000183160611898825,9.83217366856914e-05,0.000990484367671352,0,0,-0.7875,0.7875,0.000296514782918034
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,49,50,4,53,1.04810745240317,1.04878455091131,0.000677098508145679,4.58462389733105e-07,0.000677098508145679,0.000524455897619203,0.00033854925407284,0.000143398529160443,0.00187810375605313,0,0,-0.7875,0.7875,0.000439819447773215
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,49,50,5,54,1.0570378069064,1.05812499804857,0.00108719114217748,1.18198457962917e-06,0.00108719114217748,0.000871825093054829,0.00054359557108874,0.000197789243984259,0.00318182810367373,0,0,-0.7875,0.7875,0.00061543160932459
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,49,50,6,55,1.06600749345699,1.06763094358251,0.00162345012552301,2.63559031006067e-06,0.00162345012552301,0.00133010996171877,0.000811725062761504,0.000253084062193709,0.00492068570277926,0,0,-0.7875,0.7875,0.000805510671878229
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,49,50,7,56,1.0749634562186,1.07723533863087,0.00227188241227538,5.16144969520622e-06,0.00227188241227538,0.00190642807645112,0.00113594120613769,0.000324589096020417,0.00711839604187192,0,0,-0.7875,0.7875,0.00102757921597124
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,49,50,8,57,1.08384982633508,1.08690360250518,0.00305377617010039,9.32554889707298e-06,0.00305377617010039,0.00260760933965066,0.00152688808505019,0.000393999946632667,0.0098133539967451,0,0,-0.7875,0.7875,0.00126518686694443
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,49,50,9,58,1.09260845877722,1.09657256552826,0.00396410675103631,1.57141423336117e-05,0.00396410675103631,0.00342575587481841,0.00198205337551816,0.000468436941257555,0.0129654111199071,0,0,-0.7875,0.7875,0.00152395867175154
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,49,50,10,59,1.10117953249487,1.1062163458707,0.00503681337583273,2.53694889829675e-05,0.00503681337583273,0.00437758510959225,0.00251840668791636,0.000548678567317601,0.0166320477379311,0,0,-0.7875,0.7875,0.00179927039853212
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,49,50,11,60,1.10950220609657,1.11574625932828,0.0062440532317134,3.89882007604705e-05,0.0062440532317134,0.00543503075690918,0.0031220266158567,0.000644814046095332,0.0206907977441393,0,0,-0.7875,0.7875,0.00210331655438839
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,49,50,12,61,1.11751531971669,1.12504031501747,0.00752499530077677,5.66255542767125e-05,0.00752499530077677,0.00656815734452559,0.00376249765038839,0.00076515874305117,0.0250290516569256,0,0,-0.7875,0.7875,0.00245205287336603
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,49,50,13,62,1.12515813232472,1.13395632858128,0.00879819625655953,7.74082573689382e-05,0.00879819625655953,0.0077636414191299,0.00439909812827977,0.000867088938746785,0.029670199319058,0,0,-0.7875,0.7875,0.00279386520697744
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,49,50,14,63,1.13237108252788,1.14245528999929,0.0100842074714138,0.000101691240326518,0.0100842074714138,0.00897804027403407,0.0050421037357069,0.000980672058563275,0.0343784054388832,0,0,-0.7875,0.7875,0.00317385928753439
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,56,57,1,57,1.08384982633508,1.08384848831979,-1.33801529100808e-06,1.79028491897143e-12,1.33801529100808e-06,4.54954663944296e-06,6.69007645504038e-07,1.98039522319893e-05,0,0,1,0.2125,0.2125,6.17890169110069e-05
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,56,57,2,58,1.09260845877722,1.09258701029631,-2.14484809135662e-05,4.60037333499614e-10,2.14484809135662e-05,1.30064912259408e-05,1.07242404567831e-05,4.78049700599503e-05,0,0,1,0.2125,0.2125,0.00015949157659878
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,56,57,3,59,1.10117953249487,1.10109640350563,-8.31289892457843e-05,6.91042885302572e-09,8.31289892457843e-05,3.45437170059662e-05,4.15644946228921e-05,8.9069204294695e-05,0,2.48130276092606e-05,0.75,-0.0375,0.2125,0.000307301167104035
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,56,57,4,60,1.10950220609657,1.10927925571517,-0.000222950381398634,4.97068725657966e-08,0.000222950381398634,8.66513406892354e-05,0.000111475190699317,0.00014696872359507,0,0.000131487118807172,0.5,-0.2875,0.3625,0.00048981190145081
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,56,57,5,61,1.11751531971669,1.11705049533511,-0.000464824381579021,2.16061705710319e-07,0.000464824381579021,0.000204979672979635,0.00023241219078951,0.000216243067110711,0,0.000473753270508137,0.25,-0.5375,0.5625,0.000699202085048034
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,56,57,6,62,1.12515813232472,1.12428506903761,-0.00087306328710901,7.6223950329759e-07,0.00087306328710901,0.000481363599594486,0.000436531643554505,0.000274108335343032,0,0.00145549621927765,0,-0.7875,0.7875,0.000915617145088088
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,56,57,7,63,1.13237108252788,1.13087737028666,-0.00149371224121664,2.23117625956043e-06,0.00149371224121664,0.000965450924110892,0.000746856120608319,0.000342076927669505,0,0.00325559611022119,0,-0.7875,0.7875,0.00116001201949212
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,56,57,8,64,1.13909655995878,1.1367007840622,-0.00239577589657314,5.73974214660082e-06,0.00239577589657314,0.00170980307699985,0.00119788794828657,0.000420667343399855,0,0.0060755585548129,0,-0.7875,0.7875,0.0014294242822992
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,56,57,9,65,1.14527967366082,1.14165058463095,-0.00362908902987624,1.31702871867681e-05,0.00362908902987624,0.00279475918655767,0.00181454451493812,0.000504160815158072,0,0.0102577110094133,0,-0.7875,0.7875,0.00169104111893137
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,56,57,10,66,1.15086900351395,1.14559381563735,-0.00527518787659842,2.78276071334109e-05,0.00527518787659842,0.00428108042408734,0.00263759393829921,0.000610172410655951,0,0.0160170955594379,0,-0.7875,0.7875,0.00200666960526735
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,56,57,11,67,1.15581732070296,1.14840049266107,-0.0074168280418907,5.50093382029762e-05,0.0074168280418907,0.00626809105170009,0.00370841402094535,0.000729487150351366,0,0.0237685085613537,0,-0.7875,0.7875,0.00234009099161636
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,56,57,12,68,1.1600822635315,1.14995015249049,-0.0101321110410093,0.000102659674147343,0.0101321110410093,0.00882574053575216,0.00506605552050465,0.000832324273367779,0,0.0338174526170123,0,-0.7875,0.7875,0.00267896939661383
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,56,57,13,69,1.16362695552714,1.150124453488,-0.0135025020391379,0.000182317561316924,0.0135025020391379,0.0120628743139989,0.00675125101956897,0.000959377756963609,0,0.0465723056364624,0,-0.7875,0.7875,0.0030754667378734
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,56,57,14,70,1.16642055375831,1.1486966907123,-0.0177238630460061,0.000314135321273582,0.0177238630460061,0.016091049856575,0.00886193152300307,0.00109803449734558,0,0.0624497583342387,0,-0.7875,0.7875,0.00348002870149622
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,63,64,1,64,1.13909655995878,1.13895780210006,-0.000138757858717531,1.92537433558743e-08,0.000138757858717531,8.93698838401414e-05,6.93789293587654e-05,2.92871497392044e-05,0,0.000303498398182667,0,-0.7875,0.7875,8.20446412073683e-05
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,63,64,2,65,1.14527967366082,1.14483589845602,-0.000443775204807428,1.96936432401875e-07,0.000443775204807428,0.000330902255190898,0.000221887602403714,7.13510008360008e-05,0,0.00119582154511932,0,-0.7875,0.7875,0.000212281966264327
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,63,64,3,66,1.15086900351395,1.14990962483524,-0.000959378678708322,9.20407449160127e-07,0.000959378678708322,0.000801550229579433,0.000479689339354161,0.000124838818031497,0,0.00300244787572179,0,-0.7875,0.7875,0.000381392016976567
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,63,64,4,67,1.15581732070296,1.15401082144266,-0.00180649926029708,3.26343957745389e-06,0.00180649926029708,0.00157071705941517,0.000903249630148539,0.00018808711975602,0,0.00597689001746371,0,-0.7875,0.7875,0.000586664985249397
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,63,64,5,68,1.1600822635315,1.15709250111722,-0.00298976241427917,8.93867929383643e-06,0.00298976241427917,0.00270651668591445,0.00149488120713959,0.000257283787136542,0,0.0104271600923389,0,-0.7875,0.7875,0.000810425140767346
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,63,64,6,69,1.16362695552714,1.15894151767302,-0.00468543785412456,2.19533278848634e-05,0.00468543785412456,0.00430857921613333,0.00234271892706228,0.000332339483123395,0,0.0167135480624143,0,-0.7875,0.7875,0.00105491453140183
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,63,64,7,70,1.16642055375831,1.15945788359142,-0.00696267016688856,4.847877585288e-05,0.00696267016688856,0.00647813234404718,0.00348133508344428,0.000411943953601857,0,0.0252583165111662,0,-0.7875,0.7875,0.00132097771077277
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,63,64,8,71,1.16843871657211,1.15857796084151,-0.00986075573060319,9.72345035786236e-05,0.00986075573060319,0.00928076527168868,0.00493037786530159,0.000489135789207806,0,0.0363439300680897,0,-0.7875,0.7875,0.00161087689924311
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,63,64,9,72,1.16966398153372,1.15612706818268,-0.0135369133510432,0.000183248023073653,0.0135369133510432,0.0128421400594383,0.00676845667552162,0.000593197786183441,0,0.0504279758057673,0,-0.7875,0.7875,0.00194266688283473
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,63,64,10,73,1.17008604616406,1.15203011957134,-0.0180559265927163,0.000326016485121558,0.0180559265927163,0.01724355530316,0.00902796329635813,0.000719893778393438,0,0.0678481417894685,0,-0.7875,0.7875,0.00231922145917957
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,63,64,11,74,1.16970194608673,1.14611797075232,-0.0235839753344147,0.000556203892574281,0.0235839753344147,0.022600497164959,0.0117919876672073,0.000843627296504312,0,0.0890666222786038,0,-0.7875,0.7875,0.00271312449404731
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,63,64,12,75,1.16851612735324,1.13841716930642,-0.0300989580468216,0.000905947275504327,0.0300989580468216,0.0290071511184967,0.0150494790234108,0.000974286037012223,0,0.114508414972812,0,-0.7875,0.7875,0.00311298194983944
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,63,64,13,76,1.16654041195996,1.12867146466326,-0.0378689472967002,0.00143405716936026,0.0378689472967002,0.036592753645943,0.0189344736483501,0.00114575822122145,0,0.144587159537172,0,-0.7875,0.7875,0.00353465123585617
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,63,64,14,77,1.16379385783897,1.11690530056518,-0.0468885572737892,0.00219853680321741,0.0468885572737892,0.0454443961835424,0.0234442786368946,0.00129864641129516,0,0.179756857777751,0,-0.7875,0.7875,0.00392902437401432
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,70,71,1,71,1.16843871657211,1.16819652271394,-0.000242193858169149,5.86578649348576e-08,0.000242193858169149,0.000136735130565576,0.000121096929084574,6.61091986966789e-05,0,0.000428101959763838,0,-0.7875,0.7875,0.000211355782729128
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,70,71,2,72,1.16966398153372,1.16886352343776,-0.000800458095961742,6.40733163390698e-07,0.000800458095961742,0.000569684839175169,0.000400229047980871,0.000140689231524793,0,0.0020226634967826,0,-0.7875,0.7875,0.000464974878121249
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,70,71,3,73,1.17008604616406,1.1683586522939,-0.00172739387016385,2.98388958267965e-06,0.00172739387016385,0.00135672361521561,0.000863696935081926,0.000243216315206829,0,0.00499834301818147,0,-0.7875,0.7875,0.000787224425173316
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,70,71,4,74,1.16970194608673,1.16661673278883,-0.00308521329790223,9.51854109355278e-06,0.00308521329790223,0.00259143587541722,0.00154260664895112,0.00037210369648219,0,0.00974675109394418,0,-0.7875,0.7875,0.00118312112880087
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,70,71,5,75,1.16851612735324,1.1634267475766,-0.0050893797766407,2.59017865108794e-05,0.0050893797766407,0.00439754578713581,0.00254468988832035,0.000484940275690765,0,0.0167593258781,0,-0.7875,0.7875,0.00155245491279793
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,70,71,6,76,1.16654041195996,1.15886292882158,-0.00767748313837524,5.89437473400361e-05,0.00767748313837524,0.00682453894230193,0.00383874156918762,0.000609175435700671,0,0.0262625082354704,0,-0.7875,0.7875,0.00198844919983399
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,70,71,7,77,1.16379385783897,1.15279230500872,-0.0110015528302501,0.000121034164676783,0.0110015528302501,0.00994463220255272,0.00550077641512503,0.000766414751417777,0,0.0384836537449444,0,-0.7875,0.7875,0.00250464897552938
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,70,71,8,78,1.1603025168359,1.14517446605349,-0.0151280507824063,0.000228857920475064,0.0151280507824063,0.0138576018346748,0.00756402539120316,0.000947473390215614,0,0.0538477094746179,0,-0.7875,0.7875,0.00308285096894045
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,70,71,9,79,1.15609909631904,1.13601365774102,-0.0200854385780138,0.000403424842871166,0.0200854385780138,0.0186585064086932,0.0100427192890069,0.0011134653078165,0,0.0728070942422958,0,-0.7875,0.7875,0.00365032105885549
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,70,71,10,80,1.15122253203776,1.1252048421919,-0.0260176898458553,0.000676920184915121,0.0260176898458553,0.0244414631921616,0.0130088449229276,0.00127337612682041,0,0.0957043633149792,0,-0.7875,0.7875,0.00418416622730178
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,70,71,11,81,1.14571748160999,1.11273855764952,-0.0329789239604756,0.00108760942559083,0.0329789239604756,0.0311827572699301,0.0164894619802378,0.00148756867973402,0,0.122345377054714,0,-0.7875,0.7875,0.00484114402853603
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,70,71,12,82,1.13963374952215,1.09857175965318,-0.0410619898689659,0.00168608701199906,0.0410619898689659,0.039002494209314,0.020530994934483,0.00167246734085763,0,0.153307761666573,0,-0.7875,0.7875,0.00549474524242649
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,70,71,13,83,1.13302565573098,1.08278318666986,-0.050242469061121,0.0025243056973577,0.050242469061121,0.0479714996601113,0.0251212345305605,0.00185740328464775,0,0.188893110655292,0,-0.7875,0.7875,0.00611401617533547
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,70,71,14,84,1.12595136083632,1.06538610261108,-0.0605652582252358,0.0036681505038895,0.0605652582252358,0.05810581636619,0.0302826291126179,0.00200769199458882,0,0.229185852540648,0,-0.7875,0.7875,0.00670620530645105
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,77,78,1,78,1.1603025168359,1.15997314834043,-0.000329368495464166,1.08483605804329e-07,0.000329368495464166,0.000244854226091123,0.000164684247732083,7.34533530751424e-05,0,0.000863706416602827,0,-0.7875,0.7875,0.000222462240521082
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,77,78,2,79,1.15609909631904,1.15504496282786,-0.00105413349117889,1.11119741722499e-06,0.00105413349117889,0.000865394961811995,0.000527066745589444,0.00016921037271303,0,0.0031980002098515,0,-0.7875,0.7875,0.000523947278360359
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,77,78,3,80,1.15122253203776,1.14897799886371,-0.00224453317404327,5.03792916938077e-06,0.00224453317404327,0.00193776874382886,0.00112226658702164,0.000271472188733446,0,0.00732622057147481,0,-0.7875,0.7875,0.000861459439453705
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,77,78,4,81,1.14571748160999,1.14172294822127,-0.00399453338871592,1.59562969935663e-05,0.00399453338871592,0.00349324691394939,0.00199726669435796,0.00038781202378263,0,0.0133345323946317,0,-0.7875,0.7875,0.00131099850091293
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,77,78,5,82,1.13963374952215,1.13332900465361,-0.00630474486854027,3.97498078573848e-05,0.00630474486854027,0.00565761383111923,0.00315237243427013,0.000555483097071613,0,0.0217514067086948,0,-0.7875,0.7875,0.00182662719353754
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,77,78,6,83,1.13302565573098,1.12370574214862,-0.00931991358236028,8.68607891826637e-05,0.00931991358236028,0.00840993017688121,0.00465995679118014,0.000756167121059864,0,0.0324285618837254,0,-0.7875,0.7875,0.00243423410663896
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,77,78,7,84,1.12595136083632,1.11297622265541,-0.0129751381809045,0.000168354210813565,0.0129751381809045,0.0118064330506076,0.00648756909045223,0.00100486735410495,0,0.0456365122831772,0,-0.7875,0.7875,0.00316550938590909
