Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,WindowDay,WindowDayIdx,HorizonIdx,ForecastDay,Truth_Rt,Median_Forecast,Error,SquaredError,AbsoluteError,WIS,WISMedianComponent,WISDispersionComponent,WISUnderpredictionComponent,WISOverpredictionComponent,CoverageMean,CalibrationBiasMean,AbsoluteCalibrationErrorMean,IntervalWidthMean
A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A1_ARX_I.mat,350,351,13,363,0.993804109907906,0.994321895778672,0.000517785870766896,2.68102207965833e-07,0.000517785870766896,0.000405151698174229,0.000258892935383448,9.95142461236831e-05,0.0014647754602769,0,0,-0.7875,0.7875,0.000322919652624293
A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A1_ARX_I.mat,350,351,14,364,0.99690159589195,0.99750055601781,0.00059896012586047,3.58753232370791e-07,0.00059896012586047,0.000472243725004878,0.000299480062930235,0.000113447974638214,0.0017121687249535,0,0,-0.7875,0.7875,0.000365566849230808
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,49,50,1,50,1.02111528797425,1.01865021321196,-0.00246507476229429,6.07659358370027e-06,0.00246507476229429,0.00234500765717592,0.00123253738114715,0.000204570953132061,0,0.00911542612301242,0,-0.7875,0.7875,0.000663878188191303
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,49,50,2,51,0.975,0.965635188266971,-0.00936481173302883,8.76996987950745e-05,0.00936481173302883,0.00875970682855197,0.00468240586651442,0.000475953865221412,0,0.034260320996748,0,-0.7875,0.7875,0.00164054714027312
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,49,50,3,52,0.928884712025747,0.906420700069019,-0.0224640119567282,0.000504631833192028,0.0224640119567282,0.0213615812354914,0.0112320059783641,0.000814382988838044,0,0.0840807265925092,0,-0.7875,0.7875,0.00278757790728837
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,49,50,4,53,0.884589715644147,0.841180314115906,-0.0434094015282411,0.00188437614104006,0.0434094015282411,0.0419018072883862,0.0217047007641206,0.00118980970163916,0,0.165663622331978,0,-0.7875,0.7875,0.00398581223580055
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,49,50,5,54,0.843658809578696,0.770053967625321,-0.0736048419533745,0.00541767275898123,0.0736048419533745,0.071624113406761,0.0368024209766872,0.00153998983148992,0,0.283966099522247,0,-0.7875,0.7875,0.00517554430502257
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,49,50,6,55,0.807167512064817,0.693958771428531,-0.113208740636286,0.0128162189564539,0.113208740636286,0.110806953945117,0.056604370318143,0.00194861802651195,0,0.440078304408369,0,-0.7875,0.7875,0.00640036296661567
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,49,50,7,56,0.775658890371501,0.614021437997544,-0.161637452373956,0.026126666009943,0.161637452373956,0.158899639210349,0.0808187261869781,0.00220245449253567,0,0.632027195767059,0,-0.7875,0.7875,0.00742165635025993
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,49,50,8,57,0.74919563214771,0.53181359349856,-0.21738203864915,0.0472549507272607,0.21738203864915,0.214332767964508,0.108691019324575,0.00245916370122192,0,0.853347272814487,0,-0.7875,0.7875,0.00843919721023936
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,49,50,9,58,0.727481899314376,0.449278070807263,-0.278203828507113,0.0773973701960154,0.278203828507113,0.275069489922392,0.139101914253557,0.00261198129401819,0,1.09609880910319,0,-0.7875,0.7875,0.00898654131594591
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,49,50,10,59,0.710003468688994,0.368541164353742,-0.341462304335252,0.11659650528194,0.341462304335252,0.338265385213835,0.170731152167626,0.00262471749217377,0,1.34883836380246,0,-0.7875,0.7875,0.00916476371508815
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,49,50,11,60,0.696150012448019,0.292363534670614,-0.403786477777406,0.163043519635883,0.403786477777406,0.400806185260235,0.201893238888703,0.00260091451164024,0,1.59913368027071,0,-0.7875,0.7875,0.00900270877184811
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,49,50,12,61,0.685303622986216,0.222681128361,-0.462622494625216,0.214019572533258,0.462622494625216,0.459783590185117,0.231311247312608,0.00242951202182224,0,1.83528539649859,0,-0.7875,0.7875,0.00840158561967951
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,49,50,13,62,0.676892873189049,0.161753709441827,-0.515139163747222,0.265368358026187,0.515139163747222,0.512478615995563,0.257569581873611,0.00215695984147285,0,2.04642723026495,0,-0.7875,0.7875,0.0074386015209511
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,49,50,14,63,0.670419341170521,0.11128690872895,-0.559132432441571,0.312629077008028,0.559132432441571,0.556839611399043,0.279566216220786,0.00180898970017303,0,2.22440304537474,0,-0.7875,0.7875,0.0062073480548251
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,56,57,1,57,0.74919563214771,0.744398312984558,-0.00479731916315262,2.30142711531514e-05,0.00479731916315262,0.00362396647200327,0.00239865958157631,0.000800639426261568,0,0.0131085501161768,0,-0.7875,0.7875,0.00362978100788863
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,56,57,2,58,0.727481899314376,0.713466169692815,-0.0140157296215618,0.000196440676824726,0.0140157296215618,0.0116977787788123,0.00700786481078092,0.00179378584986389,0,0.0438383538440105,0,-0.7875,0.7875,0.00709084097067023
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,56,57,3,59,0.710003468688994,0.683218106668528,-0.0267853620204662,0.000717455618567434,0.0267853620204662,0.0227917820775863,0.0133926810102331,0.00318390077878015,0,0.0859864375601251,0,-0.7875,0.7875,0.0116251972884653
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,56,57,4,60,0.696150012448019,0.653158401006974,-0.042991611441045,0.00184827865429779,0.042991611441045,0.0371076560958018,0.0214958057205225,0.00445025561377889,0,0.141038391096807,0,-0.7875,0.7875,0.015914587249981
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,56,57,5,61,0.685303622986216,0.623546897912104,-0.0617567250741126,0.00381389309187952,0.0617567250741126,0.0540324553584832,0.0308783625370563,0.00564221813959727,0,0.206625468436521,0,-0.7875,0.7875,0.0205168494590861
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,56,57,6,62,0.676892873189049,0.594729123095153,-0.0821637500938956,0.00675088182949214,0.0821637500938956,0.0725446481142964,0.0410818750469478,0.00715216139642024,0,0.278216880070966,0,-0.7875,0.7875,0.0256016911308646
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,56,57,7,63,0.670419341170521,0.56741403741812,-0.103005303752401,0.0106100926011244,0.103005303752401,0.0924781112846195,0.0515026518762005,0.00847702754119098,0,0.356171821363396,0,-0.7875,0.7875,0.0300842213493186
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,56,57,8,64,0.665465412558807,0.540736866878144,-0.124728545680663,0.0155572101076133,0.124728545680663,0.112740327818888,0.0623642728403316,0.0100060508803643,0,0.4349611514643,0,-0.7875,0.7875,0.034927082599703
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,56,57,9,65,0.66169103647536,0.514197334300961,-0.147493702174398,0.0217543921811101,0.147493702174398,0.133384824812434,0.0737468510871991,0.0113026611505318,0,0.515182199418224,0,-0.7875,0.7875,0.039152610759773
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,56,57,10,66,0.658824996013434,0.488534896465509,-0.170290099547925,0.0289987180040422,0.170290099547925,0.153910784279977,0.0851450497739624,0.0129177681373946,0,0.594535711348538,0,-0.7875,0.7875,0.0437232875608411
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,56,57,11,67,0.656654236655582,0.463311568755274,-0.193342667900308,0.0373813872308089,0.193342667900308,0.174639350410087,0.0966713339501542,0.0140944037847932,0,0.675111339110443,0,-0.7875,0.7875,0.0473169632703177
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,56,57,12,68,0.655013262483393,0.439289369394454,-0.215723893088939,0.0465367980494479,0.215723893088939,0.195034275900239,0.107861946544469,0.0152606942067676,0,0.754531600799839,0,-0.7875,0.7875,0.050795466070346
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,56,57,13,69,0.653774587990147,0.417190042767378,-0.236584545222768,0.0559722470382641,0.236584545222768,0.214856807500671,0.118292272611384,0.0163397642524337,0,0.832223596889201,0,-0.7875,0.7875,0.0542920676286792
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,56,57,14,70,0.652840616703239,0.396318457247238,-0.256522159456001,0.06580361829197,0.256522159456001,0.234336792405935,0.128261079728001,0.0172381665606671,0,0.909016319538038,0,-0.7875,0.7875,0.0571504972712193
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,63,64,1,64,0.665465412558807,0.666720241092481,0.00125482853367365,1.57459464892155e-06,0.00125482853367365,0.00042826295140588,0.000627414266836823,0.00129976901448964,0,0,1,0.2125,0.2125,0.00419198266688625
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,63,64,2,65,0.66169103647536,0.665328947939075,0.00363791146371517,1.32343998178303e-05,0.00363791146371517,0.0011481986031146,0.00181895573185759,0.00286460246726478,0.000483335514893324,0,0.75,-0.0375,0.2125,0.00917499659892645
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,63,64,3,66,0.658824996013434,0.666599995861888,0.0077749998484542,6.04506226434628e-05,0.0077749998484542,0.00229425920062942,0.0038874999242271,0.00474247219901401,0.00169419427959128,0,0.75,-0.0375,0.2125,0.0142775893211027
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,63,64,4,67,0.656654236655582,0.670092617602488,0.0134383809469063,0.000180590082474174,0.0134383809469063,0.00421211782245962,0.00671919047345315,0.00687354442643163,0.00536179530118353,0,0.75,-0.0375,0.2125,0.0207207318789544
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,63,64,5,68,0.655013262483393,0.676396052710433,0.0213827902270398,0.00045722371789359,0.0213827902270398,0.00789209941190989,0.0106913951135199,0.00890192138107934,0.0159211308589953,0,0.5,-0.2875,0.3625,0.0287064948132186
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,63,64,6,69,0.653774587990147,0.684348867096204,0.0305742791060577,0.000934786542855116,0.0305742791060577,0.0129640107215126,0.0152871395530289,0.0119651723733692,0.0310857363204086,0,0.25,-0.5375,0.5625,0.0380949742884364
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,63,64,7,70,0.652840616703239,0.697612662009384,0.0447720453061449,0.00200453604089549,0.0447720453061449,0.0218262519889253,0.0223860226530724,0.0154370191842606,0.0603950921128308,0,0,-0.7875,0.7875,0.0487753885908714
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,63,64,8,71,0.652136979900857,0.714801911575755,0.0626649316748981,0.00392689366181964,0.0626649316748981,0.0339159984705579,0.031332465837449,0.0190140929815979,0.102275434298464,0,0,-0.7875,0.7875,0.0602676308182434
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,63,64,9,72,0.651607205051813,0.735552797763262,0.0839455927114495,0.00704686253567657,0.0839455927114495,0.0484729602685676,0.0419727963557248,0.023759183716548,0.152396341136282,0,0,-0.7875,0.7875,0.0748360614497425
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,63,64,10,73,0.651208520741374,0.760910516060138,0.109701995318764,0.0120345277769181,0.109701995318764,0.0661170830974675,0.0548509976593821,0.0288763248513517,0.21379955142787,0,0,-0.7875,0.7875,0.091195749239175
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,63,64,11,74,0.650908595729268,0.787257242611906,0.136348646882638,0.0185909535067264,0.136348646882638,0.087085265300559,0.0681743234413191,0.0348714593565429,0.288837911054654,0,0,-0.7875,0.7875,0.109803441174268
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,63,64,12,75,0.650683026338981,0.819502242284997,0.168819215946016,0.0284999276726275,0.168819215946016,0.112383874632831,0.0844096079730078,0.0423549609666194,0.378962866908114,0,0,-0.7875,0.7875,0.13192917794624
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,63,64,13,76,0.650513412862129,0.862230100741462,0.211716687879333,0.044823955926595,0.211716687879333,0.142191739730452,0.105858343939667,0.0501785901105134,0.483825894736854,0,0,-0.7875,0.7875,0.156894441669999
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,63,64,14,77,0.650385893858681,0.907451167319402,0.257065273460721,0.0660825548194353,0.257065273460721,0.175324961688937,0.128532636730361,0.0587184652653088,0.601711225604546,0,0,-0.7875,0.7875,0.185924608331789
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,70,71,1,71,0.652136979900857,0.653763231997376,0.00162625209651857,2.64469588143103e-06,0.00162625209651857,0.000548073479520499,0.000813126048259283,0.000895800898891303,0.000757403710691662,0,0.75,-0.0375,0.2125,0.00349539986565608
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,70,71,2,72,0.651607205051813,0.655154195670183,0.00354699061836994,1.25811424468044e-05,0.00354699061836994,0.00130517619689235,0.00177349530918497,0.00215266498619732,0.00194713259063328,0,0.75,-0.0375,0.2125,0.0072263899132424
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,70,71,3,73,0.651208520741374,0.658868356647307,0.00765983590593311,5.86730861058221e-05,0.00765983590593311,0.00257101554185579,0.00382991795296656,0.00353926369538179,0.00420038829000269,0,0.75,-0.0375,0.2125,0.0109200108146752
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,70,71,4,74,0.650908595729268,0.663577916849338,0.0126693211200701,0.000160511697643455,0.0126693211200701,0.00517049778209192,0.00633466056003507,0.00513030364884949,0.0118022758105291,0,0.25,-0.5375,0.5625,0.0159604285729642
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,70,71,5,75,0.650683026338981,0.669528191608874,0.0188451652698928,0.000355140254049573,0.0188451652698928,0.00904875843610661,0.00942258263494639,0.00683234528632477,0.0244644850412086,0,0,-0.7875,0.7875,0.0216792579014732
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,70,71,6,76,0.650513412862129,0.676476634442751,0.0259632215806224,0.000674088874844495,0.0259632215806224,0.0135726959825956,0.0129816107903112,0.00909656122291145,0.0389989599084577,0,0,-0.7875,0.7875,0.0293678159831157
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,70,71,7,77,0.650385893858681,0.685417354293155,0.035031460434474,0.00122720322017212,0.035031460434474,0.0198830900413523,0.017515730217237,0.0112161133331561,0.0607420616356922,0,0,-0.7875,0.7875,0.0374679013299281
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,70,71,8,78,0.650290033264909,0.696238235264353,0.0459482019994443,0.00211123726698173,0.0459482019994443,0.0267775353719746,0.0229741009997221,0.0140062619183997,0.0835185462557639,0,0,-0.7875,0.7875,0.0470199596442034
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,70,71,9,79,0.650217977584803,0.709440640068691,0.0592226624838875,0.00350732375168046,0.0592226624838875,0.0334733464275282,0.0296113312419438,0.0174691241658489,0.103549603516084,0,0,-0.7875,0.7875,0.0588943211461575
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,70,71,10,80,0.65016381885839,0.723511229704445,0.0733474108460548,0.00537984267781995,0.0733474108460548,0.0414449058018779,0.0366737054230274,0.0209783390838769,0.128850031601546,0,0,-0.7875,0.7875,0.0713603721077451
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,70,71,11,81,0.650123113863486,0.740009877999445,0.0898867641359589,0.0080796303668335,0.0898867641359589,0.0518308257108531,0.0449433820679794,0.0239469736702303,0.164348359960629,0,0,-0.7875,0.7875,0.0827734349880884
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,70,71,12,82,0.650092521628021,0.757985689309766,0.107893167681745,0.0116409356324012,0.107893167681745,0.0642689139858317,0.0539465838408726,0.0270063026904062,0.208257226404964,0,0,-0.7875,0.7875,0.0953591875958973
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,70,71,13,83,0.65006953036221,0.779412093205368,0.129342562843157,0.0167294985628361,0.129342562843157,0.0792707633217671,0.0646712814215787,0.0304910578337853,0.261556095692588,0,0,-0.7875,0.7875,0.108601450979493
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,70,71,14,84,0.650052251877466,0.801654695600058,0.151602443722591,0.0229833009426615,0.151602443722591,0.0950526047834598,0.0758012218612957,0.0353257140910352,0.316609785573238,0,0,-0.7875,0.7875,0.124448753720465
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,77,78,1,78,0.650290033264909,0.651169018583715,0.000878985318805814,7.72615190676158e-07,0.000878985318805814,0.000357383420432061,0.000439492659402907,0.00116873273254137,0,0,1,0.2125,0.2125,0.00398326711460345
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,77,78,2,79,0.650217977584803,0.652820162170173,0.00260218458536965,6.77136461633541e-06,0.00260218458536965,0.000851450838693849,0.00130109229268482,0.00250644418816273,2.3992293274766e-05,0,0.75,-0.0375,0.2125,0.00793027797969048
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,77,78,3,80,0.65016381885839,0.65542152679912,0.00525770794072955,2.76434927900106e-05,0.00525770794072955,0.00167539080743431,0.00262885397036478,0.00420678785268207,0.000703616810407537,0,0.75,-0.0375,0.2125,0.0123464446502068
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,77,78,4,81,0.650123113863486,0.659172524964659,0.00904941110117308,8.18918412780345e-05,0.00904941110117308,0.00288871981532497,0.00452470555058654,0.00625282623953675,0.00222170737883909,0,0.75,-0.0375,0.2125,0.0186784922377417
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,77,78,5,82,0.650092521628021,0.662719340262766,0.0126268186347447,0.000159436548834736,0.0126268186347447,0.00446336849103747,0.00631340931737234,0.00857096372247422,0.00520078516982203,0,0.75,-0.0375,0.2125,0.02549158618828
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,77,78,6,83,0.65006953036221,0.668293438615754,0.0182239082535437,0.000332110832033578,0.0182239082535437,0.0066040869305782,0.00911195412677185,0.0111200226246895,0.00948641443614051,0,0.5,-0.2875,0.3625,0.0329583942628097
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,77,78,7,84,0.650052251877466,0.674316784641557,0.0242645327640912,0.000588767550259657,0.0242645327640912,0.00998148235921528,0.0121322663820456,0.0133605244998898,0.0194238797345334,0,0.25,-0.5375,0.5625,0.0400572540261742
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,77,78,8,85,0.650039266883915,0.682452899738699,0.0324136328547839,0.00105064359484473,0.0324136328547839,0.0143963094940401,0.016206816427392,0.0157766593460469,0.0327999169497417,0,0,-0.7875,0.7875,0.0476612731371719
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,77,78,9,86,0.650029508614657,0.688135638191794,0.0381061295771378,0.00145207711134961,0.0381061295771378,0.0189575520826495,0.0190530647885689,0.0184557446162314,0.0478001749671223,0,0,-0.7875,0.7875,0.0573299232308403
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,77,78,10,87,0.650022175304055,0.696745525011173,0.046723349707118,0.00218307140785364,0.046723349707118,0.0248781229635193,0.023361674853559,0.0218241975206402,0.0667656809616375,0,0,-0.7875,0.7875,0.0679175640259316
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,77,78,11,88,0.650016664378755,0.70611065599045,0.0560939916116951,0.00314653589493293,0.0560939916116951,0.0300732604889626,0.0280469958058476,0.0259091808679163,0.0813734955265676,0,0,-0.7875,0.7875,0.0809338390161237
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,77,78,12,89,0.650012522982027,0.716518541563171,0.0665060185811432,0.00442305050751537,0.0665060185811432,0.0377348063949671,0.0332530092905716,0.0293926395144911,0.107160979972289,0,0,-0.7875,0.7875,0.0929919160056366
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,77,78,13,90,0.650009410781695,0.727509224201532,0.0774998134198372,0.00600622108010959,0.0774998134198372,0.0459516947784171,0.0387499067099186,0.032908251180102,0.135124468612856,0,0,-0.7875,0.7875,0.104439857514886
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,77,78,14,91,0.6500070720142,0.739538433749863,0.0895313617356629,0.00801586473424212,0.0895313617356629,0.0554177261784194,0.0447656808678314,0.0366412442805756,0.16797284265448,0,0,-0.7875,0.7875,0.117257159297257
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,84,85,1,85,0.650039266883915,0.651221483658402,0.00118221677448715,1.39763650187881e-06,0.00118221677448715,0.00039241422512384,0.000591108387243577,0.000942016767411566,0.000232738858402137,0,0.75,-0.0375,0.2125,0.00365866542417748
A2,Policy Intervention,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A2_ARX_I.mat,84,85,2,86,0.650029508614657,0.652770076340245,0.00274056772558873,7.51071145853857e-06,0.00274056772558873,0.00102371471733531,0.00137028386279436,0.00221683260402682,0.00101959976118771,0,0.75,-0.0375,0.2125,0.00806949037522128
